cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,cat_feature_10,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,cont_feature_9,cont_feature_10,cont_feature_11,target
1,0,4,4,4,2,6,4,3,6,35.438735630729376,92.10190508269706,5.75082097374795,46.79305121634086,46.06525691326553,69.77533483209768,80.37565944614161,66.18443861615732,57.43624009295038,12.538233062492687,93.38038904830128,0
3,0,2,2,5,3,3,8,6,1,39.89379100603586,7.085991988132023,30.99485738745924,4.636299040722558,78.58777002568895,22.52844320433074,54.24547834368498,73.75945253095001,20.059051929726834,3.5812477120946817,32.5279492199444,1
2,2,7,4,4,1,5,1,4,3,21.21000090376912,32.32991241259392,22.906707791801306,25.950256991425757,98.82493325721646,39.4117322604576,47.52090004530458,46.89337084040757,59.97361463324814,64.69680063042489,28.621751619635372,0
0,3,3,0,4,0,2,6,2,6,41.63941025914906,66.03859429089046,54.62080031716173,95.13950149763826,76.82388443453812,13.224218316761792,99.72781106918858,66.50937510072605,24.115633112125035,52.004490492272936,99.80790727635959,1
0,2,5,0,3,3,1,8,5,6,29.319615177014626,52.248904829965156,67.31892787728964,47.99146722100579,92.46916074742926,91.10828452586513,74.06224523079298,94.22924230989376,33.27008930095473,61.59053557862353,70.62420884619269,0
4,2,0,0,2,2,3,4,3,6,12.801486049046362,26.21001499298532,95.66006233944378,70.59487584904579,92.26580052024326,55.32631665167111,22.087675316636112,50.77144140082157,73.46648741305437,1.17138911276643,67.38840056348302,1
5,0,1,4,3,3,0,8,1,3,89.52545501118718,43.38216442930201,46.2794465352743,35.4987364782589,48.67833539325209,82.94670172334033,27.49624750870945,68.61673149012695,55.01604024056711,1.8383732851496193,7.014791532972609,0
4,3,5,3,1,2,2,7,3,2,53.616101117334914,72.5032475492773,42.2667492527878,37.632666327757136,2.8067778178704095,30.120215277765627,16.408205481725457,0.5622493040757792,93.21794415457803,12.39578403856969,92.19887749885491,0
3,4,3,2,0,2,2,7,2,6,41.28366624066794,96.85151056101998,68.03735357782342,61.06419712853178,96.95421291350138,6.026683004821686,5.614437097136104,52.03699543318008,44.23814981655178,77.72599504315548,99.20753764963176,0
5,3,4,1,4,1,0,9,3,2,87.09558841367316,6.072101918376394,68.61162809761365,17.350402414929633,30.7488596134895,60.91787610650676,74.06992689410707,28.095000101682967,94.92805788097081,39.87419373425336,62.97313243996623,1
1,0,5,0,2,3,6,7,3,3,35.23073256436688,59.535098009077515,0.9671728559055182,30.45579953793105,67.07796231299758,29.33772386668324,93.28190506723232,0.5115474954831667,4.31173988045217,76.71068616102065,15.606778415485401,1
5,0,3,2,1,0,4,3,2,7,81.42338260805491,5.617709511618941,74.57332056973247,76.180209606787,83.53626053424381,62.409614394542224,94.25879163136314,75.43730717209665,60.992125407640096,47.28940300442953,63.69141166287275,1
2,1,6,4,5,3,6,0,1,7,51.38144129932504,48.850786704139935,77.20271955677809,98.9833566447368,90.28655490753157,99.87914467297153,59.372340757168985,44.835299075900004,66.77381549406974,92.02261865924685,8.817456069185637,0
4,2,6,0,5,2,1,1,9,5,15.22701541240522,50.76444832701556,5.9223837884206265,97.8460489349168,53.67507071332756,42.72509471990834,29.82505331413329,15.812155338148791,97.23343969001579,51.550206415651246,82.55569143488954,0
0,2,8,4,5,3,5,0,6,4,68.19400568193991,11.47048830635512,95.88727796213948,22.709133006919725,10.066217963402568,13.822297418612273,65.0636404473544,38.04414451195844,32.04851612599552,18.622331589174202,84.2843231791869,1
4,4,0,4,3,1,5,3,9,6,40.65048019696683,86.9917173450402,79.88922088772888,52.39995111708004,83.82390650363813,80.7175126136932,96.62176906804909,20.902906142483214,80.76834131084053,48.84959850021451,52.82338502701089,1
2,1,5,1,2,2,2,8,3,7,30.010150946454004,68.30815517691752,10.063391202506178,43.6841542584566,64.77721288944424,24.344765201157294,71.50263434794184,59.522616288941556,95.94711448683024,65.05307386567468,4.53485046273382,0
2,3,4,4,4,0,3,9,3,8,65.24835686194267,5.588264686244715,93.68025271207566,86.71724102300652,44.58686802201527,88.81289989513678,47.88998990891697,54.61969981374701,63.6729934065402,85.12577191496676,17.218676803675915,0
0,3,6,0,0,1,3,1,7,8,72.39480159079015,7.489944647041636,31.01198683806723,15.147082667497413,16.290743018250144,57.99888661895203,26.005040526371193,59.44193014185459,9.072321279738361,67.51177271149797,12.792857808799972,0
5,1,7,2,5,3,6,6,0,5,1.9029136070694563,47.63964897819004,2.491307069073845,70.92374000033055,26.409530867393926,77.10403127567051,71.77346019867738,71.57259471788234,82.08434850410652,53.76618429445463,22.57554206338216,1
3,3,6,4,1,2,3,8,5,6,45.790810629344826,84.26329281255379,66.32778707318427,19.46276163043883,12.409288519503969,20.85754191107494,37.076899047177584,53.10207789585437,82.79479347048863,61.254456439732486,68.20913904874311,1
1,1,3,2,5,3,1,3,3,0,89.56764451107905,67.22742379267753,51.02571287310862,57.82894706196272,35.4200507083549,69.7225458247892,11.257790570480353,97.09484165357003,74.48913770449063,10.07013183177402,5.258078084601081,0
5,3,4,0,5,2,3,1,6,4,99.73477932605809,76.70382537250256,7.509816302349048,58.65433431807965,25.94060966368932,26.195758674844825,84.52054771823543,95.846487530769,23.683080330850782,2.9760942277640035,60.58082922936767,0
0,1,8,1,0,2,2,0,1,1,56.011228699067594,59.470822681051814,52.72952572068776,0.5646283310286715,9.968789750211936,19.094335954276755,15.275875713160703,90.61046114614538,15.03756507324261,49.16813457204206,88.86352735169385,0
3,2,3,4,0,2,2,0,2,6,58.51381514975574,90.99555065668949,70.15117021007113,83.37198516740206,89.56073543586682,93.36533469731184,16.670745934658303,98.97364479962549,97.93867120140096,80.03443654087474,47.98584367503819,0
1,1,4,3,5,1,4,2,6,1,19.287442179112112,9.748554298722922,53.199241798570775,18.75942083406914,1.2970208407916073,89.65644464246641,10.854800647799856,61.148949741831125,30.48251925132227,21.925262015936763,98.35998326475183,0
2,2,7,3,5,2,0,5,5,7,46.27010385173013,18.397563941448347,81.16708676126485,64.4292487335689,11.304170160806226,57.45134161887098,99.01690738253004,33.95386952339854,43.46260309141152,39.64926299051205,30.540544155563197,1
0,1,5,1,0,2,3,4,3,3,82.8287896723237,84.39184750044753,67.32509976790962,33.32568337882069,7.19016928075612,49.64840661628293,1.8449492446350857,2.9903679268035943,64.08499970449859,86.58760585669447,14.18868480354839,1
1,4,7,0,4,0,2,4,2,4,8.908601492451574,32.16130180390583,31.743223257241514,1.8186703045061092,56.560201472954276,52.972655349839805,22.948954090999173,43.25407863879869,82.31121170472147,10.938185903030273,68.69235504861439,1
3,2,5,4,3,2,2,5,1,0,38.7815500292085,73.41625994562794,88.13562880299813,73.64581958160585,75.66362581664546,48.361780748935345,14.692470798045608,23.000846323776393,68.37587084025056,21.07297796408474,39.80812128755058,0
3,0,8,3,1,0,2,6,9,3,90.23749936326428,59.42007911132327,39.57508989613334,18.749360590975584,63.23378953731663,22.586437669155835,93.41558849698258,28.980715481112107,24.93170485525966,16.487090146682316,2.9314597429631495,0
4,2,0,0,3,1,5,1,9,3,82.33811547217203,99.66646459098439,58.90730239253915,81.26957010423239,14.416697908569942,68.10841056413398,94.4458255830982,54.34801849691269,88.21253758468451,62.884997994369215,1.8473281224354765,0
5,1,7,1,3,0,0,4,3,6,23.404527256662742,75.19247128461365,71.56965412264088,10.13352823539162,84.34555129811004,23.287544711590392,38.3660965371627,69.91434225882894,98.11414382570348,26.767014619890304,53.48692019071141,0
3,0,5,2,4,2,3,9,5,7,89.07135508349809,94.69689182826912,96.69348502997666,77.76924594658989,69.84028509643133,62.07321931498823,85.00150264493365,70.66312062210254,40.60122818502683,65.25982702116846,93.45994374732867,1
1,4,7,4,4,0,1,6,5,7,81.49599162075617,42.04220567924821,22.658495397588073,74.15965858409365,96.78073549339634,45.041237376397135,58.70331547764365,62.5123849422878,13.177303058563105,77.98034436789351,11.624387703854676,0
5,4,6,0,2,1,0,4,9,5,66.34513574872834,40.159766376169394,64.26969601903706,92.33975470811338,85.24195042306353,32.05526526916582,28.83657577461155,25.871161834546452,12.350598337575969,37.93422124492453,68.53988167823375,0
4,0,3,3,3,2,6,1,5,7,29.216881649457004,49.456497693629856,59.16944650696768,0.6674127081258363,49.98444668949262,85.52142968044166,43.808700797450406,66.34980724466992,76.28823636925925,31.87201762580566,58.75747792747884,0
3,1,4,4,5,2,4,4,6,8,95.40109251534645,64.84177269160111,3.1258689705503717,52.939317319412815,99.28881046855996,8.262022009848513,14.516300165998109,64.63845666302444,61.7416204055363,72.9509259173878,73.88801392777523,0
4,3,6,2,1,3,2,1,2,8,67.4549552206277,35.269026054688354,89.83000366099756,93.42576204405768,41.10492059519678,47.4486178837228,15.502190621329515,61.427251925668166,78.45270542708884,11.144408198510536,10.856052520428083,0
0,1,8,3,3,2,0,6,4,8,80.65652470248446,3.5191510465061526,49.605862082015896,40.47767379278785,27.113019031389186,57.33028556116988,12.05029750783444,52.28206926630694,51.513934832404495,60.2072799923024,86.00972460437842,0
1,2,5,4,0,0,0,9,6,0,36.95983141273739,36.93861502269398,99.00934955741342,65.19572939856508,92.90185581436884,98.05876853857974,93.75682485612194,92.16511835424252,26.4634445414768,50.96051548061789,93.36482219201825,0
2,0,5,2,5,2,6,2,2,3,84.3276091714574,50.42418225349472,95.15539629625178,72.11469181228264,56.263815149815635,57.25135741187408,21.89779658298242,62.14304052908965,74.36539208523848,66.7998146575692,62.84927543498677,1
2,1,5,3,4,2,1,2,3,7,44.031122928053,37.17954247093193,33.9870488828042,97.44435926870766,73.48947896797384,54.924455696742946,3.4813247155545457,69.7344881458585,45.756640483949695,88.22108360200961,93.51489622174594,1
0,2,5,1,0,2,1,7,6,2,6.8787413449059915,40.66420660335245,39.44924512551707,41.4754593413039,79.13689687960361,59.45126238352617,56.12928937771721,6.1038996954150715,95.3493292452965,90.68104619836156,60.705248990939,1
4,2,4,2,3,1,6,2,2,8,0.4938298635363769,61.455877782833525,46.18872789807475,51.903877887335625,18.49071117029536,68.70923832941142,16.8111868690205,8.643177384357548,28.853486988678323,99.03650242780071,66.66891675534036,1
3,1,2,3,0,2,3,2,2,8,73.0645096064519,90.33205861139191,57.67697263770876,64.35398595588798,14.188377587613388,96.3021136091413,79.79471574532137,25.41252383706135,34.31595513914171,61.555532956180144,66.96097301413074,1
1,1,1,2,3,3,4,9,3,3,88.2346217653621,27.39078391568742,33.215759241081436,33.49043423460439,41.12924210885218,11.431169807138708,72.87875804461959,93.42892945175377,81.99920091223333,13.581330731183705,48.0592732988117,0
0,2,0,4,4,2,2,5,0,4,46.69414495949775,51.17352421682458,16.491184847715544,38.19524245626798,73.98038449597988,38.509149042936954,67.11171516128543,57.19707025952497,38.22402574168729,0.9584732880584035,19.325231538197762,1
4,0,5,1,0,2,5,2,6,4,74.90883682671866,58.18634122648757,58.2797390755468,76.7686741808429,49.224364522154616,11.56990333000042,8.37814021685903,70.8078944674621,90.20954783833012,66.52331962142046,61.49717345981646,0
1,0,6,3,0,1,1,8,8,3,46.194720930241104,18.371669425692893,40.5538403691626,99.84281839351242,15.249835886503272,22.60414004983995,35.57277481678265,81.77985039658039,71.0811525599725,4.308767441752249,95.9543800633429,1
0,2,3,4,1,3,0,1,7,3,12.45756882134903,35.48250567924469,99.5744903067909,39.02009134649518,92.08451004124844,75.71620364847804,40.5569919125932,62.99173443995587,78.27099920471721,63.84362067589012,46.48030461847409,1
5,3,0,3,1,2,1,9,4,2,4.271367780916602,61.41963370211835,89.7214285435144,6.6919266070885275,71.30583305613727,66.7863433841052,43.326962620363105,0.30366526141831773,79.74134884308408,80.32745461365397,29.770019475445363,1
2,3,8,3,1,3,0,6,5,8,98.48509283837944,87.14672307541149,44.095537238647175,72.47383866530063,24.077637389037633,41.34424674832095,73.55046560802084,77.81559415007631,6.291092257644504,40.492520425498036,91.16618385375772,1
4,4,5,3,1,0,4,2,7,6,1.9474477249931565,38.933051923735526,82.44224545986373,93.51283031930855,8.568224865171914,49.611107900778016,70.24417212050605,61.43931656239501,40.87372582729254,62.638769879161536,30.59696968404961,0
4,1,7,0,5,0,1,9,0,8,68.48474698298433,45.909495110901865,63.65753815531471,85.33117266311024,4.292513083896033,49.20436866802421,1.5408049109873923,75.91369967559413,9.615431975120748,95.38346421220837,61.13586489214302,1
4,1,0,4,2,3,2,7,0,7,87.47019941171962,36.61313982018781,97.55464068201928,30.258484092637616,48.789501650723125,46.59589503628815,2.617307528125501,53.03077208406991,59.96596647618798,46.1674816290385,18.17097838095778,0
4,3,1,2,3,3,6,9,7,7,80.9862033436854,68.41044519102458,2.9281822522591483,43.089975360015664,27.358441465954066,54.94058044175515,83.34431352948457,61.064695723057426,5.0425495184028835,73.43688146691888,61.93136747932287,0
3,1,8,2,0,1,2,2,7,3,67.62359493797562,27.53795053367336,66.76129643854894,44.940976328914275,68.42703886323734,73.78336005531227,69.41613330468299,30.024306042232595,42.48565769743382,37.31150069925649,70.54800321138045,0
1,4,0,2,4,1,0,6,4,3,48.28152781472975,26.810383808589766,43.16104394043303,92.67666475545376,69.42154394523715,51.807824165404526,33.4776476778445,95.73754270575324,95.07913871352322,32.303006182791584,31.387418879839345,1
2,2,0,0,1,0,3,4,8,7,88.29038361395143,37.655109759578224,94.42821208145511,31.60877972527856,98.40135875609266,32.279963947261216,68.64280083390615,94.04306050557643,74.72836613712832,92.22298206861444,57.95760509490291,1
0,4,3,3,0,3,5,6,9,5,71.91783933393468,28.044748386591124,55.36433364069882,80.04461377915118,92.62118397713512,67.11426459392078,44.43617367597529,75.15708557699614,14.133115056527712,22.18502437584625,19.17738510807294,1
5,1,7,3,5,3,4,1,1,8,80.73371416199397,23.491246760693286,24.833042995937802,26.3019695437692,97.32454933307164,43.83716133816712,22.65599199867905,81.36704283002167,7.655621546619118,78.17576755417622,93.66771541815777,1
2,0,1,2,3,1,0,5,7,2,37.32474426853102,17.037724365383923,1.8173821866063755,41.422970574945865,59.990519818882206,58.137431447088474,82.57879565062467,69.76894665429903,75.39479913913588,6.657083692670929,42.61032189921491,1
1,0,0,0,0,2,0,0,1,2,54.48295580162517,1.4950810884567733,79.47264495584186,93.11123693684983,70.5954220279315,49.02397216026565,90.89132916976037,80.12225149641559,81.08837286546799,26.92564897223638,61.28994146244231,0
2,1,4,1,2,2,4,3,3,1,12.00560413896713,37.931469284030385,7.852093527420834,76.8332368892829,16.819234748098623,67.32439629246126,53.486516041842236,59.80946274455443,3.7901682419833937,33.09421752797085,41.78109827777321,1
5,0,7,2,4,3,6,3,6,7,48.052309109674574,87.73320345517097,68.61943854882091,63.46857392210873,21.2127116381454,76.27716086018977,40.92122538456178,70.36423382667122,27.101737737609145,23.43385023700525,88.05153191186312,1
5,3,4,1,5,0,4,6,5,7,84.64001412786895,52.351550030102125,40.65540409977193,75.18470379537719,98.63516958864606,2.8269642077871637,46.47515693882867,98.44865885470931,51.90476485833646,16.785067270503774,4.224864519019523,1
5,2,2,3,0,0,4,3,0,3,56.0576805642259,67.82159454413356,5.052187265238883,8.07181076870579,30.252581377705457,51.051160390938556,91.48501628541909,88.74921340724576,29.099909117469736,88.01698076379655,98.25446768724599,1
5,2,7,3,1,2,0,8,3,5,35.76918663410032,26.739864911427702,76.35926376491238,38.02135330732598,93.00841027034605,13.40391917666941,22.965424960274504,26.086731083965052,85.63383280721877,54.039890063320975,61.52803522630751,1
0,0,0,0,0,0,1,3,9,8,29.361053887201628,90.91636350675275,2.645989535963822,19.717657997336126,49.07018473732071,24.391139216599754,12.227532981645439,42.364067066416155,15.851591136287013,94.59120676058897,65.8576716242857,1
2,0,0,1,2,2,6,8,8,0,6.836882063512917,40.93642743669359,40.867422403549135,61.94434885089368,93.90366915726727,94.83748858462863,25.956296325613458,53.08781499489024,74.34844053354838,86.83512535379245,76.01177708876754,0
4,2,7,4,2,1,3,8,3,6,42.08275718587906,21.938122935750904,82.13330151415666,68.58136149032318,45.24592242780534,61.70786973119681,47.99153376883075,63.20138347035639,47.01858510399421,77.31298920919157,57.55208344183252,1
5,1,8,4,3,1,3,6,6,8,73.45703248224163,42.03476352727219,15.793254754909292,0.3460475497432114,72.52114092460276,25.150052180399374,56.11427548160769,6.785556956837113,75.79564871858153,61.65193404649696,67.06346318023684,0
2,2,7,2,0,2,3,2,5,1,5.617512388901891,2.8413460712686467,80.01867604324036,62.15717604877291,55.8100761487511,6.616536727727684,77.47827869249728,70.5642017583196,71.80706677940965,52.536764543638,68.69393103322038,1
4,4,7,3,4,1,3,2,0,7,46.48191443333879,12.24341175764505,1.1313383028920376,94.92106821994747,39.92172263026228,3.674664130727212,29.942095953461756,12.106590080279144,12.710285082341455,2.2103531663703158,86.79219676251613,0
0,4,8,3,4,0,6,2,2,7,10.010325500211191,58.63557666992754,79.23628086199918,87.35565060023328,79.00355951078372,61.97363451649681,40.41931200880254,86.67513483238139,57.040220585497245,7.8601695931091005,33.06516522292636,1
5,1,1,0,0,1,6,3,5,6,10.370130587938032,17.151369763585333,93.53144044300643,57.38830126127019,13.043740941957138,50.91301615817956,83.44497520163769,20.567882938724168,24.53006946394317,98.58620404767325,44.80165060993821,0
3,1,6,4,2,0,0,5,9,5,71.46397108259394,83.56894094069223,54.524911304213084,6.739282050142847,33.967907535875106,58.518286445286606,53.44442857548749,80.96416006279131,56.44880232249807,3.617494159974821,77.92187878666765,1
3,0,3,0,4,2,3,2,0,8,97.88946702915287,86.94419459770175,4.422368307126945,8.723214525965439,22.526706557553055,73.94700630042573,98.79401341867158,46.95282139059317,24.76404762941953,25.36626652394579,42.82216205583047,1
0,3,7,3,0,1,6,4,5,5,16.91058455213238,48.17185404997917,24.846227677266974,25.135717202485797,94.66278235638555,20.82840992925883,77.73707937545218,94.17492407951465,18.33809955367388,5.522494879803952,12.013681743033821,1
4,1,2,3,3,2,2,0,4,1,67.24573477470531,13.588895289749237,63.16565750998176,71.2755896778757,87.48999316221516,83.31231327892269,85.99088151215042,73.73212018929563,49.043952625354045,44.40631706115672,38.329905339114404,0
5,0,5,1,0,2,6,6,2,2,68.22906538467083,47.93334067152074,85.4793065502947,51.1298080617594,31.003832587985023,35.795215939607715,55.742478931813125,1.4717829689875672,75.71454985423578,27.16851873710453,72.13892647945184,1
0,1,8,1,0,3,3,4,6,0,17.002395224578226,14.127531524205427,95.95932208255711,4.582649404718319,37.396746325706395,78.37051162101366,44.64883540751578,2.239370411473418,31.218038924023496,5.512462709266918,43.41180024122981,0
5,4,6,2,0,0,0,1,6,1,46.0745141721681,65.77222902327576,5.859048694574676,49.22058652667839,57.870475358568854,71.81547018202694,97.35749858840988,50.00043387798938,24.63588173380954,49.10544123465536,45.62112329672868,1
1,4,2,3,5,3,3,1,9,3,7.755380596582162,65.73583537473014,67.07269660677017,11.688278933195228,77.14163730988088,65.8546401188166,35.207041567470164,75.19928549546,79.55496250363798,25.096071030035596,91.44984977130112,1
4,4,8,0,1,2,4,2,3,3,91.0471552687058,90.49711586047367,66.21904479091273,26.355050245289135,95.98553553151017,82.54687287668504,34.27190922291179,7.9741261655966404,67.31110218805699,77.74200419110002,33.549861594553256,1
2,2,7,3,1,3,3,8,0,5,77.18450253716126,13.416188606413948,25.765207969191028,95.1076474202853,69.83573488227626,2.941439266321233,35.189234019505335,69.86060209657386,30.79389948682232,67.70954004971873,56.980863489101075,1
5,0,7,4,5,1,5,8,3,3,84.8669884385195,95.2352014467687,73.12785792714789,75.26016864191043,9.436718883444806,39.238571948380596,30.920948851595774,36.173418731000325,97.13241609669684,20.724842409028742,42.539355446757895,0
1,0,4,3,5,2,3,3,4,3,44.01646936064009,17.815051596291063,99.73397666587621,53.382922698865606,48.13548359010921,7.245666277990059,42.674355252504725,21.10292966201862,60.582530121988945,0.07008475523750946,82.07864585982068,1
1,4,4,4,3,0,0,7,7,0,29.567430087806066,45.804044237924,14.80930131541639,48.9015411702818,51.930732977852465,33.10334683181024,24.437396753292607,74.98080516250855,13.83855830796058,36.905676896593384,67.62818176174099,1
3,1,8,2,3,3,0,9,0,6,35.107405564241354,80.91198850258824,65.49979663292265,16.277872005596162,8.084411049083739,71.97297336321421,75.47323712095599,21.552028450375428,74.049233261142,30.43977309403383,98.09912610580113,0
4,2,4,1,1,0,4,2,5,3,27.83863800490034,76.75468904980428,86.06579872874522,35.240407363544705,8.266953848634795,5.3010899526746975,16.321858142448775,0.7179819715087188,61.505381242698434,40.29981094898732,30.17662777576775,0
0,2,3,0,4,1,6,6,4,0,14.88084155742565,35.75733431202542,54.66995953538587,92.48742145486555,38.17514430268501,9.737826383219584,55.83178379550343,23.303129169016458,11.095445513649738,92.10977148593803,88.51822958072663,0
3,4,4,1,0,3,4,1,9,1,5.054673590433989,52.10158689371055,77.82660553676804,10.336290778648138,45.08925003307276,21.05520315597441,40.43634991097477,31.967566220789035,31.128580432731688,62.81607918081481,71.51969357560259,1
5,0,3,2,5,1,6,6,6,1,39.06784864438188,92.1100827074698,35.44801142973558,51.67168330443837,20.078840231079386,89.37015627403379,58.40413928510365,82.9389552263889,78.18826578221673,40.213386343119154,85.46133967991547,0
4,4,3,2,3,2,5,3,9,6,55.52474559474378,80.57470371311125,50.42013162177109,11.748998574162062,33.94662925994359,46.69502579730608,64.76777171871079,65.73211678391216,88.70994882334416,81.31872833247857,2.6614828962418735,1
0,2,7,0,1,0,6,3,2,6,46.132971438978764,80.05835764848183,69.52748615322328,5.223156567105014,53.042561623939655,49.64827120936346,9.398979888278625,60.37805452337393,78.1242161788411,55.321981445230826,2.051323050132814,1
4,4,7,3,1,1,6,5,5,4,40.07717632283077,75.38288965114533,99.22660633984628,0.48105894648737824,70.74773773880291,41.28064349840235,53.769395688220136,28.85536315649174,32.87785612813564,69.20385785810966,10.416796183420551,0
1,3,1,2,1,2,5,1,1,7,3.3966129160888148,80.74465089924581,38.06391943466168,37.20188313278457,77.65631082718292,44.02305579998836,63.050558768908175,78.52432816357646,69.09836295745018,9.318833992288333,93.43808638004971,1
5,2,1,4,3,0,2,6,1,5,37.30756379874466,49.41820362039181,58.362455902300134,11.403518734136675,58.36496371189626,28.879928604526395,29.458094591643857,18.653197460124137,1.6844904233500935,34.06969010394227,75.60194496997174,0
2,3,0,4,3,2,5,2,2,4,11.43079770398442,46.33869251054674,8.649349021045627,20.15811328021807,68.40165830436821,18.8865238985662,11.242104990009516,72.2360797156497,51.20602622736282,8.435227238508459,50.46362791277615,1
3,0,0,1,3,0,4,0,1,5,69.319401317378,61.60435924676084,61.43716933774556,1.3609378924389626,84.60747439463282,84.3412246932659,27.690437379016796,5.4238108385794455,92.04424441924405,76.1974283836582,84.77910915298827,1
3,4,6,1,4,3,6,0,0,8,30.89592977171902,28.404134036299624,41.570102538912224,13.227710236053912,92.07752068189406,96.67519940950744,75.62503424449862,25.940460590301882,53.74926424674559,11.474746783309286,67.20652510075249,0
4,2,0,0,3,0,4,3,6,2,50.54469271670959,40.418176097784375,1.8891415776090326,65.38322198420059,28.765771095474225,29.079084199216243,91.80950085786829,8.701021248741082,58.771496499879305,40.09197556242508,29.17889808895817,0
0,3,8,3,1,0,5,5,0,1,35.22355303327972,38.09457261877641,51.846854014578525,15.680200274706968,38.88561460168922,43.52911609064572,0.21873242529946157,30.376471615154486,85.0788463483051,65.0166360906455,56.09494957513853,1
5,3,2,2,0,3,1,5,2,0,52.14043071822054,8.22941153551442,38.39760906761954,74.85799930872182,79.3134747057695,46.443566506829455,7.616720927889375,84.18494399344138,6.1698712241291425,95.19864280968825,31.00819347205984,1
3,4,7,2,1,0,0,5,5,4,19.276673659246203,34.32130923431952,69.22661107773216,15.500462800600868,42.35115724123782,66.9406188694082,24.681447679471102,83.14752077507963,22.350750731370606,93.94789318669469,93.00334065123498,1
5,1,6,1,0,3,1,7,3,2,8.129609677639248,91.78340553226624,54.682047260578145,8.700067869255024,75.7883631649239,25.652619540453546,59.111211711862396,49.821517049581544,66.46107564189134,31.720916433614544,9.785643765895857,1
5,3,7,0,5,2,0,6,3,4,24.34877211459253,10.471752353214658,26.51443465742309,12.000163650434814,46.788949408319446,65.43675234503047,96.56494488586237,25.79343140159507,7.982469970287031,47.26203916453494,3.3157553266991213,0
5,0,1,1,5,3,1,4,9,8,24.66248647475059,51.49119758596636,99.21701057015636,94.6898662596896,14.06683702131054,80.8508826404292,26.76940526460394,9.725120354816251,13.75929370851492,48.81026781829533,90.79535718709735,1
3,2,3,1,4,2,2,6,6,7,23.896938763718722,96.96334761260292,81.28505526430234,60.87903036491004,17.50762909760174,97.79128265211689,87.04447770196228,61.45910332666609,12.173962574532716,31.727151815047595,91.97950555027728,0
5,1,1,3,1,3,3,5,5,5,34.26131649155567,35.10455493650766,40.53170708825047,5.311752155587513,96.7312022020758,64.40625994831159,0.9663663824328594,27.982350796065035,1.1890162097025536,57.92878407675557,48.04400281427272,0
2,3,2,3,2,3,5,8,7,6,91.52223870650005,61.487076477016046,7.043213726665398,80.09960681667232,4.582941268546515,33.32659126908375,69.83028949729719,72.76778674306605,42.798678333127484,94.24393938580286,86.80487874779891,0
3,3,2,2,4,1,1,2,7,7,44.129467255130415,25.860393349422385,58.90057901181619,46.778053979729115,48.37729229022082,7.876501874891506,88.65753634700013,71.33346854588186,53.4583479439964,19.85159119524379,88.52514045748845,1
1,0,5,3,3,0,0,7,7,5,5.893981311969531,0.0814225363524268,39.91276948828635,92.55376676529401,82.02844467181599,54.92853434260001,91.85941929132294,40.05638146704591,14.712082407686179,32.59807212627662,98.23853795954052,0
1,2,6,3,3,0,0,9,0,4,75.68665946494974,4.554756106322011,50.83893993667501,71.73099796972501,44.89875143205684,54.78187049946976,77.20484631607583,55.647806377901965,23.251811049613536,0.9210122848571589,93.82899407070066,1
0,3,1,0,0,3,4,2,8,1,97.70965414365176,94.29562518602874,86.200053904509,79.40576477027736,77.58323330978844,38.04165496196054,60.384315834495084,93.10167202399101,21.76294499663094,48.135544852466595,75.54799377419785,1
4,2,3,4,3,2,0,5,9,1,25.17595638659258,49.09318870126717,46.96683025037874,44.588141379058754,76.22958409948374,71.34900973951883,42.099696211554246,44.894286923903294,57.888027789282305,53.189810016828986,70.51129318783282,0
2,2,1,1,1,2,5,5,7,8,0.9844246001456725,26.829813674288093,51.83545676181245,90.59897608673099,73.19164246524427,49.27374509912654,7.141479511293081,91.76516335234346,9.907653878904332,42.7265052514261,22.340808950003975,0
2,2,0,0,5,1,1,9,2,0,50.6885280816607,39.50322763263861,48.508451717924984,74.70740270147424,99.65658200450011,90.4625651997016,61.979857608463284,19.840207455399995,25.32754971483252,86.23555688971702,22.82042858542067,0
3,4,2,0,1,2,2,1,2,7,83.76229170453323,46.47244087385475,42.49284636571912,18.447267861629456,92.6957801807431,20.53465659356427,86.46130767581506,95.91833723577962,23.05159567147793,3.2774367057377685,72.99523696838126,1
3,4,2,3,3,3,0,1,1,6,94.40585700677107,13.68561709535625,34.59333826537081,30.51094267412877,55.7133540100888,27.93078674651882,26.49009740679935,98.67275107993831,72.50451030132051,6.901910458222005,91.94277128904412,0
1,1,5,0,2,0,4,2,3,1,64.82352955199981,26.52451102533838,12.213360027759212,47.261835494007045,29.64242293141931,2.4731992337837405,4.273430846384785,72.21672224750516,1.2320957292468404,84.705077221245,28.021132728148746,1
2,1,7,4,2,2,6,7,4,8,14.444488115353227,6.370935099734298,69.68897847908026,77.66832939187248,42.120335981458425,80.79596855575691,75.77844735054978,81.58200815801095,74.85425632336545,7.387766322840406,66.5786766710247,0
0,0,2,3,4,1,2,3,0,6,54.67067620383421,99.40369843496117,55.884132393809196,84.4826903580009,50.37015087100936,48.40937651981862,20.773704147062023,93.37290553598771,57.419190453879175,8.462529371027916,83.80922608240527,1
