cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,target
1,2,0,3,2,1,70.84480483420107,98.27055491168997,80.98072367636311,39.28119569193864,36.60011812854482,60.05304279876968,0
7,3,0,5,0,0,33.488844688227395,94.42236086867783,43.46180200256972,38.190111843721134,30.298940258663766,91.11064993674178,0
6,2,0,2,2,2,48.26619875297309,18.658733078885902,71.19522536153457,8.575412903333756,64.97084624656858,14.391900425251048,0
3,0,1,3,0,0,53.16736003662817,49.866927222697946,77.50038750428637,7.476376165918186,23.527020042671154,88.24664638952773,1
7,2,1,5,1,3,96.62057035102598,92.75019793255898,84.03401042050001,3.065177209695824,14.680478660463281,92.60338648589929,0
2,2,1,2,1,3,27.73072798229659,70.6735664083315,21.13974315686179,73.79748017144875,17.660252937175503,14.97763832414818,0
7,0,0,5,2,2,85.19937037411113,89.68882987784492,79.85979884641533,99.69628472972012,35.43101842997742,96.28619709297426,1
8,0,1,6,2,1,1.9106590013754698,76.61383446126541,59.55752001914426,21.31023351272554,50.49457124935357,36.22835405015953,1
1,2,1,8,0,2,4.144739204788673,46.20811785074477,5.156274994346887,14.610556162730282,74.8011008639983,56.296899556533354,0
2,1,1,3,0,0,22.594707746802513,29.87338368207174,53.39633346328257,43.91364946653109,37.726784409722214,8.166873480987814,1
0,2,0,0,1,1,49.89136948501681,13.577029744603431,40.659452348332934,74.37935606954525,89.22901215187487,28.382771141052043,0
6,1,0,1,0,1,39.95051412748802,1.079245951374963,32.81024172810538,65.40888506807539,44.00141933383617,55.225695462723536,1
8,0,0,8,0,0,36.1266326831282,97.52009099516737,14.055330204643058,34.1854372460312,13.780515482932564,54.95805485754053,0
5,2,0,5,1,1,53.35086300825998,1.3536653234441087,6.061444875566313,10.797820333797281,48.86638132713915,77.48515895831754,0
7,0,1,3,2,2,11.42831939785932,84.39305949220835,3.8477175046302103,41.57494522030451,30.801509940954,74.37269444406319,0
5,3,1,7,1,2,91.456772951594,21.19487538710827,62.68131328221784,54.77286904227978,20.393360939283088,22.843185035718793,1
8,3,1,7,0,2,86.84266455931586,98.53098609019001,94.68811315310262,37.15853289886522,57.01146072128984,77.50227660361027,0
1,0,1,9,1,1,14.010298966872249,89.83987123775573,64.89680392468573,56.33266619001085,1.0379385664463059,56.53670877698793,0
2,0,1,3,0,3,80.0022160855744,10.816846078734399,45.27034857209754,33.27286036486791,95.87768729207633,97.08039527665674,0
3,2,1,1,0,1,61.05160020357738,12.842863543163096,51.93112132231492,97.40831328043934,35.75606058887737,42.27927890533347,1
0,2,0,3,1,1,75.16995422763168,0.671283355330865,93.6836560012475,81.54942389177944,61.40393635850124,83.37990901901048,0
5,1,0,5,0,3,37.369565980281706,3.9858500130227625,78.750623496444,52.10849472683433,69.3197459993974,73.17544675666564,0
5,0,0,1,2,1,89.74812216799116,72.01107050778586,73.02663682953913,43.55299062034802,16.114869180921453,69.86679371802677,0
6,3,1,7,1,0,23.90891163460067,18.62005186009007,19.54979660957906,23.246828377242323,63.730812331854025,91.43681277464218,1
6,0,0,1,2,0,39.679369029244846,92.33037435794155,25.841098185839286,65.2093050378306,1.009723185271827,81.18867254677407,1
0,0,1,9,1,3,72.08534995400893,17.26923758422283,97.46420895846096,27.1450893834163,41.89932204683012,64.8603293727013,0
5,0,1,2,1,0,16.669990485482455,81.83036845019073,82.89622967523361,40.44173018708969,0.6463679911423492,32.58642615764262,1
5,2,0,7,1,1,49.82377640068718,13.274469589251881,37.53657375775826,81.80394679282172,4.099499241111171,78.4039662327365,0
3,1,0,3,1,3,83.49768661774569,15.301525884494405,19.756633650347887,79.56197153267405,83.51444193223094,10.881664497684596,1
5,2,0,1,1,1,46.51084221746139,6.225393057590434,69.58512607424385,55.43319156820932,72.4183400132653,99.87302444106493,0
1,2,0,7,0,0,96.10457808565175,68.45411183346685,83.86568731890556,75.83629492299663,79.32984087638096,36.130444782854084,0
1,0,1,1,1,2,26.43504545956892,60.65564408383711,2.1702087997410913,99.14435325763529,78.22869392734589,0.9642017552479953,0
8,2,0,0,2,2,36.35992494816338,93.84619774462683,19.392398736503846,91.9717850021136,86.76586125279293,61.20846754779049,1
1,3,0,3,1,0,71.41740116168394,88.07868314010156,92.18261256003701,27.975865006855607,30.879717719814092,72.9221463740879,0
1,1,0,8,1,3,89.75780344353586,25.130182603322936,94.63224892886025,14.798320999575143,26.682540010457057,7.865001250036697,1
0,3,0,9,2,0,78.43171664307927,91.69197948132258,86.0687828727684,20.797163185387156,45.475460098219486,58.678398698339066,1
6,3,0,9,1,0,56.6155966721461,95.76022399990414,53.74061695847278,19.510606427164547,99.50330781544987,22.48216415393467,0
0,0,1,7,0,0,14.40299177844635,43.54451157093157,36.20873680670709,42.775592408611274,53.26479982062505,52.12231037923344,0
0,0,0,1,1,3,78.3509483945523,26.43236390587451,50.84945931302373,18.890618481353847,86.85847018397668,58.765137954619895,1
2,0,0,3,0,2,17.692625135573703,44.82776713875041,21.764381590163584,48.92673974353718,41.73454482165167,58.696284904790254,0
8,1,0,1,1,3,68.90006725940906,96.97867769174205,79.51273532831715,67.76300300804597,99.87033181892555,81.02307613741081,0
0,0,0,7,0,1,87.6639710467027,4.6159245753150335,72.30067576652111,12.432749563068635,28.606185487022216,51.7416985480567,0
2,3,1,9,0,1,9.277101248997955,27.587755359400457,96.37878751057661,36.25821331653879,99.00794666663131,54.52647185219565,1
1,0,0,1,1,1,39.95380298070711,65.54664144709638,6.058326253696689,29.3908676587202,0.8941317232352142,21.87206680859766,0
5,0,0,6,2,1,52.908026962764445,58.377511544695,40.21965180875794,91.74376362136248,95.4515256398308,50.64422392183538,1
3,1,0,5,2,0,44.66218285071175,23.94471805038063,54.22844883494589,9.18665927155996,1.9539997802728415,73.189853208117,0
5,1,1,3,2,2,73.26230519182657,32.07586278662223,53.291939670632146,63.664071320919426,39.81688656402606,14.064382762684414,1
7,0,0,9,2,2,62.041686322839254,58.5948411890853,66.26042920602389,94.43273648410052,55.18317928556154,34.120835302285734,1
3,3,1,6,0,2,50.95798184393464,44.679309772167706,83.52172961389505,70.21286569836344,30.509206431824175,24.41809989185415,0
6,3,1,8,0,3,41.02194246122749,79.00632885589305,92.82767245502853,22.65159452143397,90.48837340468322,25.605947681139785,1
5,0,0,4,0,2,68.17770716220382,34.32573064525016,10.490777294192045,79.72515960978274,86.11205945079716,7.6996462886529615,0
8,3,1,7,2,3,66.32941122654627,92.2690415239222,28.283949574290347,78.5818708597466,11.560769408890504,96.0113554574208,0
3,1,0,6,2,3,73.76295075789504,34.08548597996216,11.378455301255642,67.71262504590531,46.33647810235602,70.91774195048178,0
6,3,0,5,2,0,79.37961283838291,4.2498751985749035,25.014591628275006,58.89227704501451,35.72942184725109,80.62752026136636,1
4,3,0,3,2,1,0.038344694527270295,46.93763881367683,95.48971712553988,22.42150570024811,34.82121422686618,14.437139343237526,1
4,3,0,9,0,3,82.0664667726752,70.27689586048781,66.5948862767496,54.977966820945426,31.48089937774263,14.926108951131257,1
2,2,0,6,1,0,67.43429587879501,68.05053131269119,69.93734211353194,10.044733747047907,92.23425114032466,89.10125779711838,0
8,1,1,1,2,3,14.277522997138604,44.56804562039682,69.24647932563681,73.42725379087514,15.696032669028648,18.73074493777316,1
5,0,1,1,1,1,82.98506810635583,50.56203571629372,50.681769141556245,66.69613973593367,32.493798464449355,10.670683099419175,1
7,0,1,5,1,1,0.6038249881634039,24.477116668812748,42.61220740331101,82.97812957945372,65.51916446146419,79.32992136484384,1
6,1,1,1,0,3,45.163661324036475,52.376215773775606,28.81121306943394,50.77623266132674,25.722150074311312,62.63866018154416,0
2,0,0,1,2,0,94.49775296019037,50.85029938083928,50.956214583415196,13.283724142618137,91.33440302737473,43.54100439765934,0
8,3,1,1,1,3,45.184538016373374,24.753705997176787,95.99638400550332,83.04926803861606,41.55809544835053,6.054652803897643,0
4,2,1,3,1,1,64.39665899453057,19.208383702568156,26.104561332123076,78.34329835425726,77.61254720408958,50.80825870451305,1
2,2,0,3,0,2,47.356636029856226,68.88447730441186,38.179237990905115,22.671373238009952,31.81242164623238,69.65796136316497,0
6,1,1,2,2,0,16.315224553592735,35.6252883222904,48.19045745717813,14.602813403247449,90.26668266334119,22.799858035661515,0
1,0,1,6,0,2,79.98384176445862,37.4319076641975,89.16455359412974,48.405465527218375,31.37237308716152,37.226821577652835,1
0,3,0,8,1,2,62.76024949751161,74.62959859919243,27.303879399958795,92.70958717123622,90.35642215985176,47.21795650003132,0
4,3,0,9,1,1,66.99923888089185,10.674100722807978,12.47443528837171,91.85412274257483,9.701470397136337,8.666056358235819,0
0,2,1,7,0,3,4.185566827148424,57.86644061378142,92.67762900207606,31.467715639761217,6.263150412693608,65.0203856188442,0
7,1,1,9,2,3,73.61989750852631,46.67951652958002,51.06804911752132,10.457325825342478,31.19514976199156,0.20355250836727734,0
0,0,0,1,1,3,2.519549813880062,11.01670091003556,90.06115382829032,66.80087730241236,74.77268596165734,20.614327574496492,1
2,0,0,4,0,1,22.903368783597845,9.383513157653523,59.03675900425591,32.2591594553628,79.05395921666415,34.019266176964216,1
3,2,0,3,0,3,63.928758601505045,68.91543989603949,75.17111581670596,13.999759542826972,5.509520510965182,66.08775962423488,1
0,2,0,0,1,2,78.45984624931222,20.954853922200854,27.45404508591912,32.07019432521353,35.70853934719249,40.42139938759504,0
0,1,1,5,1,1,56.62427548401296,72.75620756261341,50.392523113576615,6.372677567109863,22.998093532764397,77.04881018625926,0
1,1,0,3,2,2,82.35660875785314,77.41415345966276,28.810617078978872,71.4738044958926,82.92778617095995,0.9503653244616328,1
7,1,1,8,2,0,88.22617291483539,48.42241171505764,9.271719826388447,56.5568874284719,30.81434969926633,66.83247244618433,0
8,2,0,4,0,3,76.52827720530173,79.86550471898619,67.95799779066111,66.35327392631642,47.61621943743551,15.613665282378664,0
2,2,1,2,1,1,63.126667891326925,55.85548968593264,54.1909009250747,52.18688081686669,57.242376559344486,1.8638423107927737,1
8,2,0,8,1,1,92.07610116107023,66.069641030547,80.38351245475513,11.81980516671457,60.534358222474026,52.18939519263858,0
3,3,1,1,1,2,45.2291125247976,45.47434369124181,23.347155810011355,59.98169035997463,66.49458324736217,96.03103379433196,1
6,2,0,2,1,2,14.36619716779629,43.889447454822715,64.96935923724315,94.06309698040694,94.44654002582666,15.62466738948347,0
4,2,1,2,2,0,26.868945608283965,4.9013048477369425,59.59567709337037,0.4019869509556795,1.5550497205949365,8.789560170016653,0
8,2,1,3,1,1,3.2497558926490977,16.486236684910406,82.57555805507002,0.7707191502826394,51.4629989695001,3.714087251410103,1
0,2,1,1,2,2,3.670936798293978,4.580421195156226,19.53481073845055,6.548375629853642,46.17162091056507,62.99549872939099,1
8,1,0,5,0,3,32.55400762498984,41.228704242583746,91.46033757751582,75.80545119921052,47.51612227537038,4.886500820009387,0
4,0,0,8,1,1,53.90483229063494,75.08026412108269,0.6674243507050814,20.775768550494313,38.54323404436837,41.14359734862848,0
1,3,0,6,0,1,13.101934545340832,66.076666828865,54.78767089512016,13.281118118350477,82.113838412875,44.3734181579689,1
5,0,1,9,1,1,28.298378178296822,26.056613673339157,96.88514331454415,49.41225054581627,56.751395667422024,64.87715447791298,1
5,2,0,7,1,1,68.73628118472507,73.87808057585904,31.48754614845832,71.75042080049448,3.5665923217693796,28.459986772901647,1
3,0,1,2,2,1,89.90895203991266,55.216322967351026,98.31577273790812,68.91403495485801,44.55779544591556,99.74645313154909,0
1,0,1,7,1,0,84.1799352529758,10.976105177732908,61.41882557018299,1.4202191758634908,6.568232350099112,45.389555359503845,1
2,3,0,3,2,2,44.98835209062007,80.27380297882354,17.264502412208138,23.247760541466022,61.538101212133945,12.784481311762097,0
3,0,1,1,0,1,50.43017099932805,98.78337519721624,65.69340097661323,1.7947233060573664,14.059497340723459,16.70966383687541,1
1,2,0,0,1,2,11.26379942771807,1.146690385216731,89.39702704301317,81.16312356563024,90.60975883835233,58.02488226697465,0
3,0,0,9,2,1,70.79085659691265,65.95900251341163,28.06307671190288,42.38611349618353,10.318968889003388,46.84829613159619,1
5,0,1,7,2,1,44.77670133538798,43.540811014448764,83.33773978242857,16.054548038001602,1.7459646538944606,85.4760621615344,1
1,0,1,5,1,1,5.141064557358465,36.48617735098173,71.59415123525163,60.2009367621681,74.91051352920967,28.972708656855872,0
7,3,0,6,2,3,34.166470200077285,23.01328467401814,15.870573360542695,21.26558304373578,63.886211930449285,14.624886882705946,0
4,1,0,7,2,3,43.479677191446264,76.99989686521779,97.59246852062421,40.7242686784289,45.87912293979927,97.88032263183219,1
7,3,0,3,2,3,10.921032618257865,62.004063246596964,41.581037285741175,90.60841157752057,29.96175914926178,80.68255726306103,0
8,3,0,3,0,2,10.503772789530375,92.85663404798457,17.26286477900497,7.423878144178397,70.2264228277748,56.86133861611686,1
5,0,1,3,0,0,68.04007959461099,50.67341336905743,18.613558889790127,89.81782442870706,24.14325799753758,72.26320710347544,1
1,2,0,1,1,1,42.53808582835611,83.68480942130734,81.65040534767428,8.213312488075031,45.78165462093455,8.104210619127006,0
8,1,0,4,1,1,95.97374522264376,60.788323252739964,74.33635675662403,9.633933025494423,27.71996601466754,25.46174079242971,0
6,1,0,5,1,1,1.4581203216630478,60.56224866100971,40.15626494419352,65.82875696497858,72.39758445522803,22.63429807958065,0
0,2,0,2,2,0,65.99562239918122,58.65149298247123,1.8366575854063427,66.033900108006,81.21714676360831,55.99214461217639,1
5,1,1,3,0,3,89.58304898952903,94.12334774849575,96.70020898094808,47.82461777438818,17.488902618134507,66.5165483226964,1
3,1,1,2,2,3,1.0389244997966673,87.08415923740034,52.31513332568403,81.62418821340445,75.23656747096884,47.51149630277002,0
1,1,1,6,0,3,80.58901020806336,21.369102686626253,81.94136648852634,22.593939143751186,88.66433948684072,32.28064726198851,0
8,3,1,3,1,3,22.03289072251282,11.434371145020684,2.6972125892381515,42.08906343372624,82.69165681739399,5.69672734638158,0
0,3,1,6,0,1,5.23981489779074,1.6900623964278383,28.982946376692077,80.77324817704158,13.329307914412702,26.74679923768807,0
5,1,0,6,1,2,51.792598763667094,24.62293429966895,94.75145477781727,99.26277740843173,18.37698995354373,41.86368213221826,0
4,0,0,8,1,1,76.72228890424971,65.78501759254385,76.60662889176743,58.93155444403718,2.9914989256745517,81.1906586351933,1
6,3,1,2,2,0,54.114229787558635,76.27535696534153,19.8914572016163,43.9501452339236,22.22722790683873,89.00823589756598,0
5,1,1,7,0,3,92.84937138976738,11.42997188709619,29.986282545956268,5.353850644549296,60.72817177302241,86.67946193463465,1
4,3,1,6,2,1,76.54040317505758,86.73571047725514,34.002255983259566,79.20155284132338,76.25122194763672,34.585257857454465,0
8,2,1,1,2,2,24.429440844348747,14.310700326909764,97.98712053144898,27.47174164628281,17.612984293948962,6.876653276615485,1
3,0,0,5,2,2,81.24631064727802,28.042595428928752,22.020087534383983,4.645353435794997,15.43835197633121,37.82916274615721,1
7,1,0,5,0,0,19.063897262837415,51.094329459817715,62.662457687500385,12.164468200158062,66.1159644512747,5.369350383547744,1
4,0,1,2,2,0,18.265547674435865,87.58736408091245,91.60005278579179,81.65698384106518,51.32303893871075,30.600415110973323,1
0,1,0,8,2,3,41.70350172095563,34.176425795100116,36.06638760292059,94.76507888432361,42.614151488293274,6.6872857988826695,0
0,1,1,5,0,2,69.74141199011136,21.768384893605607,12.150795313918671,62.209149936252906,53.23323140574492,57.61514406783933,0
7,1,0,1,2,1,14.701071661932197,77.3040036495437,35.8560923772748,85.52531893152833,4.160163711509812,45.55926982734903,1
7,1,1,2,2,0,1.2674376323860148,25.09291814077599,6.539690587455316,95.15244243574733,16.730140880063573,2.185199639905133,0
0,2,0,3,1,3,16.648995356018503,94.12067154511044,19.37686463197692,52.50370564433935,80.25707830487428,5.490859725885988,0
0,1,0,1,2,0,28.876017834105394,67.04038065722652,28.001208634328854,67.0209977291539,60.470058804532655,41.43171904772053,0
0,2,0,6,0,0,7.875923476303138,85.22104992773481,9.015557179027534,74.48997283059569,81.54635412972368,56.14539851234783,0
5,0,1,1,2,3,8.367324819000842,65.218843381325,38.80746799444936,61.37545638733351,54.908220427443396,15.703255215840873,0
7,3,0,2,0,3,44.18814036102727,65.2523030324154,11.02692065185824,70.80112742683102,80.2988047658705,69.31949323215358,0
6,1,1,2,1,1,96.7522257699473,3.993051731024244,88.14875945199742,90.40079483047845,35.86507852516905,31.299629213460058,0
7,0,0,0,0,2,61.765134592308904,64.87107078152548,2.745660894930124,99.71053711454456,37.507993057925006,75.48879929854576,1
6,0,1,4,0,3,98.97771450905462,1.144456433813168,91.95167852507358,78.79539788902233,90.26030558512163,7.723087280016627,0
5,2,1,7,0,3,66.20835867875931,30.422515625351963,50.75624328359244,81.00807112356736,95.3991369965636,46.37598093999984,1
2,0,1,0,1,3,47.165133975268084,36.22709251727477,94.30120039733865,8.017724415894678,32.419791381925336,33.88386790705083,1
8,2,1,0,1,1,73.73773958815755,96.22111693374237,44.17943692465808,18.87112299717415,56.76296793630947,54.12293173831368,1
4,3,0,9,1,1,37.82575683289843,30.22116174844276,8.673287552420872,98.63603542357903,67.324579254556,72.30663609493412,0
7,3,1,4,1,3,10.655975247695249,8.471474213272723,59.53004548292803,24.964572443897715,29.41562618490129,47.49188958959972,1
5,0,1,3,0,1,16.551541345037958,49.71620514729217,81.3887591769728,17.43444296020824,13.247035995854251,84.73659107955973,1
5,0,1,1,2,2,76.16183383214522,20.298705876107416,37.80141870757282,30.329444655330796,24.5203644569137,80.03675542459466,1
3,3,1,6,0,3,25.897805247419512,59.09195128498204,25.37352579341072,90.85524165384135,12.192177653740321,38.50335340874287,1
2,3,0,1,1,0,37.99769009967277,28.051957525101766,63.96350025219666,82.1603275964681,74.44325341350725,86.30500100966636,1
2,3,1,8,1,3,82.03103660025656,15.074924144098434,82.04661083478135,80.71864357498264,43.114575190962555,65.32937075257178,1
4,3,0,3,0,2,94.76577886219124,75.2089711130122,73.76325138428656,89.69003973347738,4.0868322547312435,75.92909691454987,1
7,1,0,1,0,3,6.171407144645469,37.9778211467687,40.91583095236804,60.43576395153549,83.36680942511208,39.38711720407161,1
0,3,0,3,1,0,68.48915747529651,14.71467304625913,73.9387228698772,78.08652020992817,39.67645029497392,42.98567689998048,1
1,2,1,8,2,0,98.96958292813864,31.007903658185086,76.72950633976843,15.9740740089657,16.47499492383755,41.805910329265906,1
1,2,1,6,1,1,87.79777361610077,60.38255542786345,27.315219687529257,30.522276257746718,20.71525202809157,81.06083060864198,0
3,2,1,5,0,0,34.973581276049714,0.9003006747586695,51.539136319360026,28.13299858649524,42.60172206978835,97.23349665469604,1
2,1,0,0,2,1,11.11432567849413,38.90562538154864,12.319566090333522,14.418849605053364,43.6411010728503,34.107011992997286,1
1,0,0,6,2,1,45.76513980728516,89.3069476270303,2.5055307487352962,97.79243347654038,59.09435743367338,25.618458161882863,0
8,1,0,5,0,1,12.355978740305707,54.472176843260314,69.5813944784229,65.41297426820995,60.75776146954257,43.922709784932756,1
4,2,0,6,2,0,99.5503307077633,41.18478312815665,52.638340284954566,53.088212838740226,14.368852840386936,77.91702139297408,0
4,0,1,1,2,0,39.15423983886968,72.48491736278557,14.548607607329577,46.02995652161258,42.95681944723913,51.203568203132356,1
6,3,1,2,1,1,59.783699427208504,77.59844516237926,35.882340927465364,2.0833957636513745,24.37578654013166,24.475478970714803,0
2,1,0,1,2,0,74.87198816687261,39.24709349525508,56.707481745327726,76.32617543284175,56.27993529337181,25.035911209775353,0
0,2,1,4,0,2,35.88720866415116,40.16583600824969,62.680894636585826,23.320478138383884,88.82751655448622,54.00704578280732,0
8,1,0,0,0,2,15.930816001291092,26.54999772644272,96.85701372973695,41.29010726232163,74.44011174445666,77.16204033759253,1
8,1,0,5,2,2,59.15229556459989,66.66811290009107,71.38910963485199,4.0382374776368195,33.16055004219367,1.727846553648138,1
1,0,0,2,1,1,59.32898052684577,47.918362285257764,26.65343383439668,21.411168126504563,81.20912519403815,87.2391991961653,1
5,3,1,3,0,1,92.23803131967709,94.19988066530779,0.8344254186347877,16.680360862530254,75.56864262603585,74.6410722508007,0
6,0,0,2,1,0,15.823229657403449,12.89831854614799,75.24161412354243,78.36525467425469,56.431131752295286,11.662904728068602,0
2,2,0,9,0,0,83.68633396535415,67.4920295290886,40.667853653885885,87.95794971103884,16.418542494214062,59.556366021224484,1
4,3,0,6,2,3,68.36605331436867,37.96965908520961,26.42457206244675,43.772626660112756,22.80002026441731,17.274688706063724,0
0,0,0,3,1,0,33.74754495968904,83.21031761166675,16.069103032341303,78.14585810323028,61.53549632861619,89.01413337742868,1
7,0,0,8,2,2,11.114740475960405,90.28672712975352,84.79226893173495,43.67675387036587,89.38027559855323,38.099922130660005,1
7,1,0,9,2,3,79.43655964748059,4.12906977654961,26.56814073302535,33.67960988150386,17.958471847642056,93.57929353035284,0
0,0,1,5,1,3,41.039472943369816,2.836220325320571,73.95692495852477,27.382202800860423,48.306854301468974,62.35385427067646,0
7,1,0,3,0,1,72.02949042425377,66.33376267424545,70.78789448252707,55.69619271874527,69.69056542926944,84.08253709935481,1
1,0,1,9,0,1,30.443363039025396,52.82730613616932,20.079925035200773,37.809760118533866,38.76495711011515,12.213920279672308,1
5,1,0,1,1,1,72.82067966618152,4.131809002386067,82.74627604384625,32.45078410947575,98.36725105487878,56.12187532925267,1
3,2,0,8,2,0,9.95064310521785,80.0836635222414,79.69958892677157,43.296316474539495,90.46231725516833,78.82130919045959,1
0,1,0,1,0,1,41.236000251364366,22.13445202761768,46.50965000100553,33.64144757882851,64.63104243571547,47.69771536075341,1
2,3,1,4,1,3,9.963933384530266,47.41936270298499,70.3761900745936,34.117651249913685,44.592624761294886,85.7752208519118,1
3,2,0,3,1,3,55.553361401471214,7.962564150969865,10.149595201635597,41.42436408752076,31.365996441171585,99.11646451291422,1
3,2,0,0,1,1,56.17614159171676,92.44380870685548,66.17354948108958,84.55050856934602,44.14533487808613,43.82913558245565,0
0,1,0,9,1,0,52.28828048409575,30.535009380383116,98.6626971711025,14.330777839519925,3.020703383971246,85.51381709646326,1
2,3,1,2,0,3,77.21194967443024,99.03315053630419,4.476301728962529,84.49134590097738,59.92156841799985,80.57994696229103,1
5,2,0,0,0,1,84.64007489426491,42.59859890524662,27.2949734880681,45.9267510778479,44.446734018376986,91.58963904824489,0
1,2,1,2,0,2,9.359585177167606,17.903732985207053,19.356481559819905,17.41400097379969,69.39414522534706,44.71109282406853,0
8,3,1,0,0,2,58.72337875623364,35.280528821220024,12.076364883764057,4.181371954848723,2.8132009038996375,6.123035975042712,1
0,0,0,4,0,1,69.3253230876138,85.9931280605925,22.07281328636882,37.18708512869211,64.6754260873289,52.6361905864276,0
7,3,0,6,2,1,68.23961139553869,30.92408307685608,32.90655620795692,59.412164969628144,81.9606494811572,16.752948081427064,1
1,3,0,3,1,2,41.990505473015375,0.9890885421134921,18.96842308593979,51.600109762308975,82.4905994676552,1.7721935051253301,1
4,1,1,8,1,2,24.649877223120242,81.97541859381265,57.00717415638306,65.08599071546057,67.80709335371725,43.291384145565516,0
8,0,1,4,0,2,53.23753623819854,15.550774283663483,4.945771676319033,61.33228716005185,27.224837716695514,91.21278452187266,0
2,0,0,0,1,1,3.2234834987367567,86.3922005770171,79.39821359116179,61.0114373004884,24.44557205828105,44.688218000737415,0
7,0,0,8,1,0,51.4558378312173,7.703680441340277,35.17864718010914,24.088183951464636,58.37124593550912,56.71219274368905,1
7,3,1,9,0,2,81.08924900815236,85.1084853483095,10.130459191332486,32.475720022943285,68.86705148995019,74.65118024441199,1
5,2,0,5,2,0,26.940927267855663,7.220328247944819,85.71496739980498,21.004048504075655,27.324017160424518,88.40297192816075,1
7,2,0,9,0,3,60.261465734508214,65.69823557248782,13.283243196100747,0.9566215015014978,81.77476879040958,20.214249976924137,0
5,1,1,5,1,3,36.01344296840401,22.737734494808272,4.855965323996259,99.52926487365298,51.2895329179608,29.411383976889528,0
6,1,1,3,0,1,12.637245662280694,47.41847063806169,27.705441152316524,30.918393432431436,21.842491255767793,99.11489989178955,0
8,1,1,7,0,2,33.595828051738174,94.02996700524268,35.99781865909305,20.790149728547426,75.38843068159584,76.51619153397499,0
0,2,0,6,0,1,30.64450784853937,72.60653062407471,84.77842896365476,29.407882733473645,60.5918846493981,34.962426179624785,0
7,0,0,5,2,2,6.178809402735686,83.30654576526148,18.656942149317736,90.23691567111214,43.430210527985025,47.971163690811956,1
3,2,0,8,2,2,94.7211568284347,20.02456301761031,70.49705061551447,89.08603619801634,62.50376257264152,3.7936922674292384,0
4,1,1,7,1,1,37.900579654277585,38.202079795178314,35.42154381118191,32.326050030009235,39.09646997157261,45.33031733978604,1
0,2,0,5,1,1,99.38038022753909,34.9604725377881,70.38820032951179,24.48489507786403,9.754263913766826,32.90452962612878,1
0,2,0,2,2,0,2.2952435179807607,14.659289159473932,86.17351155063643,48.99753691027939,46.097674848046466,46.08000100708466,0
1,3,1,0,2,0,10.273200912860847,77.25100391480139,56.845733125423415,66.6887667907006,3.997061034178262,52.73585466347068,1
0,0,0,9,2,0,33.798591896985506,36.26708579731462,38.84821125769653,5.488224375785322,98.93257626476453,72.76413941871878,0
4,2,1,7,1,1,90.84408171551199,86.63788821636915,71.94134307202157,3.111486255099849,56.89070526866726,50.5439609426145,1
3,1,0,7,1,3,98.24085787503134,89.4208250148462,89.47672536422536,42.12041229752926,2.383241521152246,67.8447173385349,0
3,1,0,1,0,2,24.25036720181425,6.681319361211202,56.217316096246876,17.588854297201863,20.595493088931384,55.972809582551086,1
3,2,1,4,1,0,74.7395452923741,83.49211230190261,0.03660262313319729,9.960680154109959,24.3654537330662,12.872076813524524,1
8,0,1,0,0,2,46.80458207498332,73.81607758628532,14.995029709283813,7.6375377530290445,35.857081789719395,78.53367166739143,0
4,3,0,6,2,0,98.9246211638191,3.7476238596926392,11.446657641556113,44.98105126251451,62.54330317517972,49.22590964391742,1
2,0,0,6,0,0,87.79283160906198,55.70486020276111,67.25786494005207,57.07027331230906,49.48788346772699,62.8967021093666,0
8,3,1,1,2,0,28.26910716406107,22.385435113706265,82.68855971410962,14.814321998387959,76.2163553181965,99.68713703237057,0
4,1,1,7,0,1,13.84677337578335,25.600622990951305,75.97524082805175,58.848135390524504,12.049878130662462,66.38938149855676,0
5,0,0,3,1,3,50.436704659893394,15.997777743770747,24.891141449399335,87.10376383443776,64.72404920925369,18.741902797427066,1
4,2,0,0,2,0,80.15423174210021,78.85932475244218,40.56191272934354,90.66313662340643,58.75754018826343,89.29567926882436,0
5,0,0,2,0,3,45.346875541616825,71.38380839544467,73.38737540929549,92.00953437475498,23.060831803377933,6.734170746898638,1
1,2,1,8,1,1,95.19768059420646,31.718394658243177,14.850729254182859,28.173826365632227,17.80386735096281,19.679290764759692,1
5,1,0,5,2,0,67.78630601664327,24.547780552803,21.99665486056138,71.33045061573777,54.21020871524026,94.96895786060138,1
8,1,1,3,2,2,1.9802765621597107,24.643667884071263,0.9951443390970871,76.6572943165455,57.99941723913252,95.1779676929569,1
5,2,0,6,2,1,55.602462099498375,34.61302888978454,81.21223937754641,24.390372934454962,13.128880697298595,31.111805420482984,0
1,3,0,0,0,3,98.06784868983723,85.8370066394866,94.92096953816981,1.2744205211100756,64.30197170429734,72.89950434779475,1
6,2,0,3,1,3,39.50449287050641,56.91939202752727,63.226065582716004,20.840435860196727,85.54696978946117,16.45809584449148,1
4,1,1,1,2,0,18.153159656887407,50.441211468079736,40.01309470001447,73.51845087750007,37.580315047029714,18.596587295181553,0
6,2,0,3,1,0,87.84746572750063,32.8222191221809,6.771494075132245,71.910302662909,37.828663602745685,70.17308438102195,1
