cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,cat_feature_10,cat_feature_11,cat_feature_12,cat_feature_13,cat_feature_14,cat_feature_15,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,cont_feature_9,cont_feature_10,cont_feature_11,cont_feature_12,cont_feature_13,cont_feature_14,cont_feature_15,target
0,0,1,6,0,4,2,0,0,0,9,0,4,2,1,58.546848125804175,48.8711639792819,89.77441166779886,72.38137070466951,90.66775383448595,42.49550246865702,44.77448567967085,41.50033987156725,64.6487961849799,3.027113398902126,12.424646134706885,6.579461437913004,75.5019098133209,94.21648958942158,98.90266478119206,1
2,0,0,4,0,0,5,0,6,2,7,1,4,0,3,9.73316764009946,3.87482794580416,31.579861681075116,83.51577544031635,59.9874189465516,84.72794351258923,59.800877275555834,91.00108746625611,4.993253875377834,26.5103038994163,45.40247556724584,83.15823009600875,75.74000598912586,94.97179785836816,9.716923412540767,0
0,1,2,3,2,0,0,1,0,2,8,0,5,2,6,58.431602192240675,76.26474476242868,67.3570374001089,87.56748735259593,83.97495297076642,93.14557515151084,41.534419482054005,19.5338716173135,23.23401176839015,52.88764606067468,63.571031700139024,56.79925329926328,12.193199405868283,51.811061484718536,73.22255290594106,1
1,3,2,1,0,2,0,1,2,1,3,3,2,0,2,28.13392401965923,23.683544266422185,38.58996537336993,75.9343688971696,86.8631512572977,34.94784184708024,36.27811332449525,85.11398071130829,56.35868467322543,93.42752553729727,39.23141519186883,2.5376993524902303,70.53807038290482,75.51078494464451,4.747124959262495,0
4,2,3,0,2,3,3,1,5,2,4,0,5,1,0,4.437799504777685,16.183785400535587,4.342622922986383,50.8234470699228,34.13134994372522,43.535425821601,81.53967035453176,63.54042706994033,52.186736345756024,11.099910443556826,91.44983593630148,47.09706709354589,95.17423903245911,40.956117006866656,90.79807537975742,1
5,3,0,2,1,4,2,1,4,1,8,1,4,1,3,62.831581796058614,57.477758339830174,69.54598361693374,80.35073113326578,44.25674841658016,66.43045025199422,76.77953377838946,5.318619995392682,57.404098961512695,74.34246956673574,35.869702340366274,86.67498777826579,98.56526370498001,66.45235720668387,3.6846210470945273,1
3,3,1,8,1,4,2,1,2,2,8,0,1,2,2,35.04267447451611,56.259373594879214,89.72463538897314,52.31792532255185,78.9285406756744,77.20130650273829,24.30488313321235,54.81349901696492,29.359857390830236,7.815056312078639,18.482260773549108,31.431562417056803,73.06448328004547,90.0785410488295,73.37058293127635,0
4,3,3,1,2,2,0,0,1,2,5,3,3,0,3,36.01331436429318,0.4691704436129984,74.22092527450322,21.950724419146496,61.60522066583894,51.4315597659245,46.8363681687766,67.1715704735831,13.562048769298974,27.584662481259926,5.763538964882075,39.68147491971178,99.95609656267554,61.589009640218485,93.06653065082028,0
0,3,3,6,1,4,0,2,5,0,8,1,2,2,0,61.91706896948973,84.1368040990033,79.10854737751926,1.4366094918586092,73.9057052088523,14.527496355884995,37.689980066059235,96.80074863932325,8.856818375124199,26.21247579431766,81.31139813069704,50.96466311839451,63.85472518620444,71.97728424954323,7.351618352908518,0
0,3,2,2,0,3,5,2,8,1,3,2,3,1,1,96.8153414843273,25.256896093816717,57.37581080665854,89.3292748459324,5.663830695283134,72.05596139799013,73.15733756238137,10.4917607176626,37.987764548973544,14.178598828882427,16.953571709106342,70.85733445092728,19.017670484463324,97.88980875082076,93.3623253215038,1
5,0,3,7,2,3,5,2,2,2,6,1,1,2,4,96.91842045375927,46.68104361181109,37.424778906521496,46.67422005062345,49.116972615177346,9.236133537489211,7.668967678453131,45.54573993802617,26.704788190057204,78.26749158477656,94.01503478089805,98.1571451589159,4.067662453363563,22.152777098002886,3.481149621246238,1
3,0,0,7,2,2,0,1,1,2,3,3,5,2,1,11.73243741529314,53.901249113993934,91.85794377086825,50.278790260717955,32.91592654569032,87.2903330272605,20.04548563384162,87.03429001724827,43.11367826301652,18.68731292571456,7.02530479757244,3.216397106615221,96.93028502758068,59.0850097952297,31.27681545723665,1
4,1,0,8,1,1,2,2,1,2,7,2,3,1,5,65.33929981833965,15.289916424144035,92.68433365341927,66.93755885363912,59.47306012628676,40.37076645634752,45.825713049438754,25.34632674511498,27.378986592107736,58.463104650231045,3.1438199273311263,85.60576708456604,51.61065843463896,42.12897296239775,31.484661722385997,0
1,2,3,5,0,1,4,2,5,2,0,1,4,1,5,47.44202751406363,11.575938390302753,1.0137607764219236,31.002871859149227,66.42555186734208,53.326894985580665,18.460228772206467,28.848453563666677,3.674452060053224,67.22811822470608,29.781264693788266,63.2387803668727,73.25060732156423,76.61367741194944,5.561006877998609,1
4,2,0,5,0,2,4,2,2,2,7,0,2,2,7,45.06101600625668,76.54411490663526,6.711077693094525,43.167556826629486,27.570875552919404,6.189127915926241,88.72677341154048,5.99098255450029,84.13358112798254,43.70989103865082,16.869415834343993,77.71470550647322,39.37541373237593,35.38360748668246,57.27193537775727,1
0,1,0,7,1,4,5,0,3,2,8,0,0,2,5,27.932407999670673,6.860367356338615,51.69537562750158,40.07113771713692,79.42220841086242,3.491239500154031,16.432102929242077,82.70288308053736,70.07935771812905,90.09362196638615,42.81640651879501,55.129069862791525,24.06636713693039,41.13881514928137,71.25403514540801,1
0,1,4,2,2,2,2,1,8,1,1,2,2,2,4,71.60834851131564,74.84450508552565,25.829130083944605,31.981996142011347,23.58441921642278,48.871725733202496,1.6906531163230487,11.918946177790046,17.194515854457325,64.10190728013312,72.17275843053757,73.63622542083048,2.0244893152001064,39.053032805578724,50.15411079981992,0
1,0,0,7,0,4,3,0,1,1,5,3,4,2,0,83.43721566612592,22.00527019409598,42.558642277808254,62.68321388689366,86.97625512190386,72.34397735391845,31.352385023756636,90.12062813529894,98.36776169689426,12.55523105675218,76.62403328289341,0.4187646061864281,84.89846770010956,25.20421492828411,88.66608250629253,0
2,3,4,0,0,0,2,0,7,0,0,1,0,2,5,1.3354900841769712,28.08784532024109,10.152410769450515,21.072355970298574,78.57810527250548,15.603765587618835,44.10843122726816,19.635490562705748,77.14202392531948,90.14931442832578,11.80446732080096,61.75354372816485,29.242772957883556,12.696060381463658,69.77963171645223,1
3,0,0,0,0,1,2,2,0,2,6,3,4,1,0,89.7036045588429,99.87665321051786,24.367292447680413,96.22498309439219,16.238412636485087,61.78643325811875,91.12244500725978,45.88440798856753,48.68951239969101,75.84019931871823,50.91460805924724,30.9145979328027,64.08269915282635,56.5326230546175,83.7056441689603,0
2,1,0,3,0,1,5,2,1,0,7,2,5,1,2,44.426320817288726,88.76263278076917,84.80724786244302,13.57693182412092,16.037862489456668,75.78595967490818,20.784538393980846,69.54224712100009,77.08663412450377,66.37602670831514,55.119560083398646,57.86942590974379,90.94605619386962,90.61858956369046,18.05778892492397,1
1,0,3,4,1,0,2,2,8,2,7,2,0,1,8,40.06383018715235,49.6569096460013,27.22192570745724,31.439612250460947,39.37456848272692,57.0262763814835,62.73724039530472,37.9784885518662,41.580972554721974,91.49825716279894,91.68980042731805,44.05716079188359,53.89587043963389,89.44426718847853,47.07032690859614,0
3,3,0,6,0,1,0,0,6,1,1,0,1,2,6,39.857268260581115,49.85481351779937,5.363837828225204,64.84779228558341,46.29532553125446,44.80675997388792,63.860830800216974,72.77723725411876,34.99328864208954,38.25987518038922,99.67779286102994,0.13808204396164037,84.1385214439329,69.50078338667402,55.57245940186063,0
5,1,4,7,1,4,4,2,3,0,0,0,2,1,8,48.449963666751195,32.83625096455128,80.94652382932468,88.58142492550022,37.381578963255,46.287369101559214,85.0585463815676,7.254605561267946,73.19991249555977,50.95616044983441,47.49747745986406,13.22231909456243,11.420975892139552,1.8034990668402084,25.953249301376815,0
2,1,0,3,1,0,2,0,3,2,1,1,2,2,4,76.53478325617598,1.7688990762926293,9.532289913385227,90.86099736717694,15.074256076825643,31.507640533373614,53.35020770579442,9.869097827676033,48.52561031417214,15.147588958168834,46.25710384436198,84.03725479129646,56.4973825001614,16.70064063021821,21.278597521331243,0
4,2,2,7,0,0,1,2,0,2,8,1,3,2,8,56.64947757558046,33.97282770466915,90.34200214585395,32.27389266671339,22.86586013587426,64.83773960836538,41.840830610197166,94.68600149152059,86.26812350293268,13.144723318445939,86.1331717599597,63.48028272462882,12.047266704846848,48.38293171313816,13.297923625037456,0
3,1,2,8,2,1,1,0,3,0,9,1,0,1,6,76.39887366662573,56.63256903087387,75.77946176603328,32.58114429464602,56.4221684722925,46.4437282619097,42.47890771930485,85.05795109006479,12.67767974244255,13.613921877895551,50.61490161093724,7.1645751398075275,94.46388494847903,23.20535631942382,82.1480720561157,0
1,1,1,0,1,3,4,2,8,0,3,0,3,1,0,85.66326820118431,28.391532216602545,27.59824527877458,26.72561579075332,76.84713022677258,94.75989143480065,25.905049432023496,52.604878444859494,13.181186961031555,20.302966860681458,26.57915014179988,73.86194797779386,75.92918538998175,19.446876130186308,28.503767994859775,1
0,2,3,0,1,0,2,0,2,1,1,3,0,0,4,1.6576811946461212,16.754262352268857,12.438440163778818,34.29780235109546,58.13907677155841,19.125591599491532,93.27997103505298,72.05169392018439,28.55550076801504,52.78682048892708,75.9589007626796,2.284754165927272,39.12683137646863,99.71695072389755,75.99762370026241,1
3,0,4,4,1,0,2,0,2,0,9,0,3,2,4,36.95241682654644,2.49649807994089,13.3477880647198,8.26357521954677,91.91491625343463,46.64039751846559,0.17314577733791303,40.68150208907384,50.89428121658236,96.34202244808606,66.82488385795895,7.6068046721605835,52.38916746484136,84.12127622007162,30.470246391334822,0
5,0,2,4,2,2,4,2,0,2,9,3,0,2,7,34.87428920980056,93.81760320679594,66.73864115972536,14.906579082498794,6.938187485692115,61.72198246287518,53.01994817160309,72.27743912456329,76.87636441016947,92.8603659028806,52.02740903378197,8.720123009356195,67.17728324405485,30.678268307998923,82.93055631412541,1
2,2,0,8,2,0,2,1,1,2,3,2,0,2,5,79.72026264670369,53.19453012631639,87.75187599042759,66.53437505100501,55.711978165709084,19.315019543034683,94.26792273871204,21.660185603128046,70.81004897612203,12.851681871114884,47.210563385016734,14.913822068392202,54.723015349918015,37.36195059130112,64.18258073958145,1
1,1,4,3,1,0,1,0,0,0,5,3,1,0,2,77.8405692124146,26.747639910059505,32.568700971541695,57.43150503639095,92.57086959642639,20.88277714213772,16.933696831296917,8.194380492814757,39.347582184679716,72.81850631183374,69.14235126747276,16.147623196214088,50.99721160213018,76.08816557994851,38.79533622632497,1
2,0,3,1,0,4,3,1,0,2,7,2,5,1,4,19.754954753183817,84.08191412250386,77.90579007818828,33.79394268353655,8.401178750357452,70.66116056735954,42.880068149959186,93.27171644234087,81.73034662259225,1.6417220361598206,51.84602872490641,53.30949121852454,17.422594383834788,91.28046778679216,37.6693970386256,0
0,3,3,1,2,0,1,0,7,2,4,2,5,0,0,98.51565091829919,5.690343356453864,14.946002280915206,81.069515262782,20.033051319404027,25.89406354548084,26.16663292121707,11.860816466988066,42.03718383195615,2.3365989063727333,89.51964780214222,40.27824221208207,9.341764681887598,37.204269926302445,53.89007042829835,0
2,0,4,2,0,1,5,0,2,1,7,1,1,1,7,17.486924300527264,3.766136552983934,84.6640781518889,73.54882605104102,25.393839928584818,16.864547125183705,10.875255757189384,8.993097579994636,56.59461868200623,94.59622936354906,41.23858184298086,57.01997283595098,55.250866139929514,47.54644926781298,31.362060117372515,0
2,3,3,4,2,1,1,2,8,0,9,3,1,1,5,15.960086253579364,77.74914087349971,30.20825250919097,97.76753639263053,80.46701901659394,92.29723680881101,12.257623243483561,81.57888552157058,60.83074606873399,3.3171994797302595,53.45870903655883,87.05524861863287,92.6069974931444,91.02582054862913,63.845606985521606,0
2,1,0,8,2,2,0,0,2,2,6,1,5,1,0,97.26861542555167,49.78412829156641,61.085726946689434,81.78422979333759,99.59832277679621,48.60556267741689,92.3242466577285,21.63741572191149,79.78194284917262,13.557878251747058,92.53163632036542,69.97733815088058,40.52350535906653,14.217462271896487,67.4556622210047,0
4,0,2,1,2,2,1,0,3,0,1,3,4,1,8,23.169584865427883,37.667944704622954,29.170044133452254,74.52309030654321,14.828180680698978,88.0881074349618,36.73760613758946,64.82213260461945,71.73092797428095,9.818174045935447,6.498251667131272,65.68443392592918,25.838986409631094,98.46764056429916,45.77447023411219,0
2,3,3,2,2,3,0,0,8,1,6,1,4,1,5,82.56673136842866,46.208466081213764,64.17394410816016,28.101681648014353,7.977482108257528,18.788884265702844,51.69871348811014,0.5744052823112966,86.70789430114809,9.695766912529136,49.63099772882056,92.07912323436145,0.37806428199574915,26.47706965586081,29.89282872564366,0
0,3,4,1,2,0,0,1,4,0,2,1,3,1,2,97.55121441753704,76.75480566046447,28.93037840244588,20.46194845510171,30.99927480493594,33.22821886518066,86.33054028624095,18.201200945651273,39.92632584948053,21.978144507587484,85.72330671028723,31.980536237652856,78.15485249247418,14.865778241593109,37.32663843653332,0
5,2,4,1,1,2,0,2,4,2,5,0,4,2,8,22.46347311229151,30.03509445343493,26.512862273456395,71.19525405654123,50.83977086382118,78.73887317765208,73.61432720275025,79.6146521025685,64.37371507329279,0.1791037572379528,3.945934198066281,82.43590603450515,21.298687445739983,2.5320505687934425,97.34731977109236,0
0,3,0,5,1,4,5,2,3,1,9,2,0,2,1,7.383912960677053,52.936588040836995,7.147559104618839,58.41575305797938,2.1504456030285724,46.34128085625003,31.146208994661773,8.64492303580101,32.56647439873059,58.62129153996608,15.804071799694142,80.71674466642574,59.352710778910335,66.58458877514416,17.423971604380473,0
3,3,0,4,1,0,3,2,1,0,5,0,5,2,8,1.8878333178187434,55.171978466950634,95.77845219773292,14.39948904415943,20.165932769794892,85.3762188639334,58.52921326489483,14.963514775997577,64.17435078387066,82.89618613507574,52.68438359175721,21.68835152837132,1.1049095215580063,11.849027181942661,92.87196125692083,1
0,3,4,1,0,2,5,1,3,0,8,3,5,0,6,62.22680114036727,83.04226295816127,55.052568480655275,75.34271421124653,45.206147720606936,17.044592623028255,53.984297874232176,95.65016840925023,28.489297724861096,57.14399289009444,63.793908914729144,16.301157342610683,61.06791995679986,21.752102745006717,98.61407731343449,0
5,1,0,5,0,3,0,0,3,2,5,3,1,2,3,33.704797334664086,53.46617763879248,63.06057480265809,10.836361267587236,77.48359737515693,41.61486723577973,10.85268626679442,38.23548579962068,75.72856473433552,6.857594191512173,48.73033815119576,50.0259736040235,93.76899107338099,68.61518107374614,44.86202786720553,1
1,3,3,8,1,0,5,2,2,2,3,1,4,2,5,41.80859006863123,86.05832032751066,93.41839902720456,62.0132395406586,56.865240918769736,22.11386829445221,28.00238834804951,55.67208390363218,92.97327552746023,79.71613366977756,34.824825893791086,37.896404796091495,19.472620194829027,17.855578045204325,58.70186238643997,1
3,1,1,7,0,1,5,1,3,0,1,2,4,2,2,23.082650179193887,3.195938580355151,58.067963749073,51.57450825457705,35.80140595865034,82.9846780142631,5.767353925371621,59.28789652610346,44.45133560791322,7.38981907477676,43.70399067819388,63.59266734924357,29.458930490748514,36.0138221976814,91.41902953355178,1
3,0,1,3,0,0,5,2,6,2,2,0,0,1,1,49.90435585347208,34.116903103088916,85.88300777295072,63.668586649643686,97.05510013618715,76.06175465374498,62.48922464386251,11.358009577555917,10.028549810769471,68.51435075158379,11.512455890911754,87.25157242315548,79.68642779936667,19.694436268609483,96.48872670852903,0
2,0,0,8,1,1,4,2,4,0,2,2,1,2,8,34.960448448009515,36.8394100807769,33.299660062109545,70.35960048191822,0.5202634702909492,57.40455793953683,23.436069777023803,91.62883328379593,78.15076299911604,44.48135548212746,19.562127487900927,58.529101805327834,93.046305280514,69.53789195886303,59.976012164768235,0
1,1,4,1,2,0,3,2,5,1,5,3,0,0,1,11.89253335686783,1.8057431554216241,23.578217451192273,61.39372021592745,6.85982353330613,82.72032042093676,75.78496213516512,44.340112298350874,0.5949337487911599,29.196560418493377,21.25849758223155,79.11872578380263,90.38184570041876,6.85886463277553,6.983196211578169,1
1,1,0,5,0,4,4,2,5,0,4,1,1,1,5,17.735705891668275,22.39421010247894,71.00509648926815,22.668259188014794,54.79618738104464,43.94594970360822,51.475370599249416,62.084264244733646,46.37336968735421,37.35091828822957,61.297204594011156,99.39304524089187,73.72930502303922,9.946720734696068,31.984269382649455,1
0,1,2,7,0,4,2,0,0,1,4,2,0,0,5,17.256176148858092,5.193420156394191,23.55029100251389,31.57245429151333,62.71720556195164,68.50107794428783,64.71078768656334,67.83106490039444,86.71587543315741,36.573288041482336,94.56470859515332,36.418284813461966,72.18741482839772,98.88795125322798,24.230103367422085,1
0,1,2,4,1,0,0,2,3,1,9,0,0,1,3,64.46246780037927,84.94194024878317,91.3130780458419,88.80472358922843,13.29480826439655,86.30783542836978,2.6418967948013017,28.529551170812184,89.4380789974316,67.73105342693584,90.64467219640707,67.56165096279499,56.44037489615552,72.99763966732333,76.56700467804247,0
1,3,2,7,0,0,5,2,6,2,5,2,4,0,1,19.52821019587383,14.253645737127451,8.218103720975488,71.28005083715885,54.45888121701099,64.86875427211218,94.92985051871943,20.09406892424125,57.53526464750277,20.936045647505708,6.601616949910216,77.10883920693202,36.46099344053517,52.492968014364614,40.86871565058886,1
0,2,0,4,2,3,0,2,4,1,6,1,1,1,4,68.01920560523668,42.7622249002099,56.31797882638406,14.31640716773287,78.63279941644025,1.3552678047567435,72.93107615937197,32.177510442555366,20.79875951397405,89.86361943499605,16.85197551722142,41.9485572774385,7.224527073352805,94.69433383976641,80.95824889011557,1
1,1,2,8,0,0,2,2,7,1,8,0,5,1,0,56.187308212115724,4.194296605956294,33.91236774406621,14.495678935764989,70.41927518191048,61.61735968683657,46.059004639076996,24.68058748139065,4.949331904563936,58.43899733209991,23.1879452532333,43.42719503515556,88.33374434723919,83.10878404128037,78.38864967168712,1
3,2,2,2,1,2,0,0,2,1,5,1,5,0,3,18.045101964875442,45.225878653404216,84.76911179669086,53.808017793974805,81.05668013013498,81.00813813165108,60.08784047384924,10.594855703366491,47.948344950411695,32.9728214272055,85.17045910106673,54.56597854313334,86.29913044192921,75.69454447184873,7.1210438810629935,1
5,3,2,3,2,0,0,1,6,2,8,3,5,2,4,0.9502374434116279,13.168160388393456,12.295021200703637,6.530478438517495,1.6188676174453076,8.513807034902076,40.84540472008599,96.59325404821885,38.01072316608119,55.87182721029153,75.30763622249358,46.17296258418384,22.507310606993304,15.425532631286043,1.6539724523514376,0
0,0,2,0,1,3,4,1,2,0,9,1,3,0,1,74.83221352257972,86.95241150204018,39.518304158060545,99.83908442563323,43.36733442994339,98.45160758985656,50.13141836381111,84.95778680850296,58.61563083260327,94.69553865104729,43.606273950421524,29.38669404533779,47.846803270819684,43.146837204672735,8.818165449606896,0
1,3,3,0,2,4,0,2,0,1,5,0,1,2,3,94.86712155781238,13.765306252558096,40.825235052272916,43.25746772265329,39.2559515564729,16.425359484085355,86.56215611014501,9.014174712093215,47.02030777397043,96.92728530576656,11.782818181761678,22.414032121504768,36.8798809855616,38.89173985522009,2.1504187166884403,0
2,1,2,7,2,3,4,2,0,2,3,3,5,0,2,87.82341867669665,29.355036674044232,95.2111401580985,85.33044763498754,95.0721480495589,47.04311608716741,96.31305123490509,65.87268154530426,24.736172878219254,99.90337284864499,49.198399160161266,97.54293395374258,91.86284893423027,59.28769120304247,37.37010747846655,1
1,0,3,4,2,0,3,1,7,2,4,2,3,1,2,56.76234627998312,48.616025996502856,79.75938151078688,34.950601983261635,45.5996068661673,14.058488683007342,79.11774382027428,95.64748036415973,95.42523817077463,84.35798477466592,9.992473702619309,8.502785944257097,24.111634263518265,73.99580349112061,80.1983788470217,0
3,2,4,6,0,4,4,1,6,1,5,3,2,2,6,85.24117070635627,62.486996400746065,78.1806044261069,0.9647671648271516,58.12910201740734,3.0950488656081743,5.265358593920855,7.09363095462937,9.278559435844013,3.3355940745420254,56.733073998067596,25.657408835966866,84.02924495736056,29.31233027927711,36.45083734529319,0
4,1,1,2,1,0,5,0,8,2,1,0,1,1,7,67.32598529711366,54.671776792754855,23.122517701839328,26.531676658149983,35.473550965229485,9.582015817228672,50.925596305470165,45.391855091545075,4.854797856889337,31.397709620042935,10.338096946954966,60.75748139590833,49.654140859589276,56.74728249450677,22.85172317311337,1
2,1,4,7,2,4,3,2,2,1,8,2,0,1,3,39.27063640692001,6.335518414177777,53.37170754522651,63.71196058104643,6.775355620682588,33.256966384516076,9.932191919764355,82.42743094307639,35.74912716995789,54.238704798743186,98.64510060732381,25.19887213929175,14.462009499683848,15.362125371350977,67.0023939713372,1
1,0,3,4,1,3,4,2,5,0,8,0,3,1,7,42.76508023246374,97.96021826212277,95.83024646206374,82.4178703675699,55.24223560818709,5.847786296109902,9.429844247273966,73.50745696725868,4.916174081708313,81.73432332765235,55.540319174564644,47.55480381753823,26.845917529835127,53.15971864192637,16.100952486870945,0
0,2,3,7,1,4,4,1,0,1,3,3,2,2,8,89.65618869827158,40.88465316757358,92.48004693718744,40.89984584355237,19.768530472364777,72.06034763050268,97.24817349234273,47.775705081941446,40.67055648598649,92.75474758323647,20.630657191629133,52.077242517131985,28.700908427081607,42.7756925029622,31.95800218627094,1
1,2,2,0,1,2,4,1,7,0,9,2,2,0,3,92.87982043493744,11.069773495502366,94.9676429988595,9.082486049873806,63.644267142138986,47.11097608191794,19.548730201031862,18.644145359378328,43.40574485475002,11.808255857797556,89.8050287683383,32.714923964131806,64.29422733222714,20.767528518360933,94.21608060408819,1
2,2,2,6,1,3,0,2,4,0,8,0,2,0,7,90.9579387909841,97.03657600537933,23.927901946208706,56.503133657956326,52.19936702769337,10.984054640350827,41.133311558077565,91.90848027477638,92.7899776813715,57.496608007965236,44.90854813584148,39.03760245083067,40.446523397447585,54.39280437677885,68.5015146585612,1
1,2,3,6,1,1,1,0,3,2,6,1,2,0,6,89.01601446282285,32.82584634453588,90.76988843462844,43.18725086441354,61.78037415281609,74.34898066000511,80.01496956030526,50.23061146882591,31.005154514876555,27.875928722432562,90.79205418395946,67.53362266718904,97.83436472903094,89.13410195035493,15.028816007542712,0
3,1,0,4,0,4,3,2,7,2,9,3,5,2,2,47.33882111876291,61.91411732368069,54.655118410370505,3.886005656077751,40.0313552485915,99.45602278664035,42.498501420916334,89.63578449350074,46.32040305178581,40.983425072618,4.27349869604059,43.99308406491507,26.274655935918656,53.00419567240869,23.217641342264262,1
0,3,2,0,0,2,3,2,8,0,5,2,0,2,3,50.128457992968514,9.256823214976183,85.58432409425532,28.318343563682745,24.408247574545484,78.25149305010096,94.19953560018513,50.8535120721134,59.83119073661049,61.96079506884304,12.934545196041391,91.28977211673764,60.44295029156912,20.49585360686894,46.23345438025085,1
0,0,3,5,0,4,2,2,8,0,1,3,2,1,2,58.9823341526458,28.956745056566646,50.738672088416,54.946744790944635,7.893556058604001,59.39393500974528,53.59633870860551,80.71402213924381,29.34080065425224,91.06805041349453,29.57273422453015,86.43142026564227,2.371147287041675,77.28165416707313,88.42107387759545,1
1,0,0,6,1,0,0,1,1,0,1,3,5,2,1,85.95675346153287,4.679222927268468,0.43052479374987573,7.5699142047214725,88.91801526171145,17.966223835691775,23.920652844305035,60.61572826257231,68.38339832730333,2.952902274362601,54.89464477713384,81.21003568194706,51.122352738254875,76.62090843075894,4.250425969434357,0
4,3,4,4,1,2,4,0,8,2,9,0,0,0,4,12.652427634900187,2.482591125622713,51.90699281889468,13.0452160920838,82.42759630469811,22.139093549755717,22.818693855061277,10.89696435313703,66.58185503113958,43.464162696623966,74.42274609549526,31.756637537303313,41.71193136905729,20.721032872689104,40.2303241622078,1
3,3,0,7,2,3,2,2,1,2,3,2,3,0,5,23.887571599592917,96.90255477517053,7.001436527762017,57.91256283205385,85.02205975259142,87.31820841487843,93.61934939700282,44.6191896804827,13.85005288665666,3.7573105530137707,4.040039097893356,18.553855994093215,57.15914269844144,67.13516011362356,95.45701628504456,0
5,2,0,5,1,1,5,2,6,2,8,0,1,0,4,38.823418863837524,26.108420542019218,30.67665541511223,89.90618205969687,2.3680440194872476,67.7270755968287,73.29110145436677,69.56513626656347,89.07305253542074,0.20245555919314873,39.524528766492864,15.840050971438158,87.56234059516953,9.321851764588974,38.692194574086436,1
4,3,0,3,1,0,2,1,1,2,2,0,5,1,0,42.19530458517842,50.8659593507269,3.352416723591789,11.528801029213465,44.53747595275546,59.53553148980352,96.13221565600092,80.26485775091338,31.000445200743833,97.68758860874901,71.3485247588697,77.89203220871184,44.16971256026769,88.20880426739794,26.936138239088336,1
5,0,1,2,2,2,3,0,5,0,5,0,1,1,1,57.88718494787689,65.43686447580703,76.7018280320181,14.07949145228361,43.28268904947128,2.1080284152979023,35.97660898676784,58.21156998851301,71.71515217063289,18.926721715336324,68.18875734610523,32.82334953687116,31.294461306198485,63.80941087989002,13.24962499332798,1
4,2,1,4,2,4,2,0,7,2,8,3,4,1,4,32.60292381314891,73.7349724139643,57.723004665309155,31.02875331635372,83.9148501210207,49.312231512364505,63.028406950472224,79.98746361353041,28.348974539067406,8.597613926597624,37.51656091770147,12.858264188690672,71.95033215259537,32.96992088572708,74.52801190061767,1
5,1,4,5,2,0,3,1,0,0,5,2,0,1,0,12.4749133526581,30.64939282640796,27.87472592659228,40.4703372229394,82.07176803821443,39.9368889535613,40.254273487340264,55.24840127726595,10.579574617227971,88.17325764779036,96.20928475071615,5.407107133440736,87.48103705873115,86.11646449359091,94.64545274966216,1
4,0,3,0,1,3,3,1,0,1,1,3,0,1,6,61.50848980918825,86.54957497150146,8.495283560160082,21.976399968500495,93.99856268955249,49.63504982910337,88.97958512822863,28.273689469438924,23.92482236690715,83.7612477477159,89.09166244154574,68.04063276301976,77.48083849825152,85.2748146437305,48.54371861723688,1
3,0,1,2,0,3,1,1,4,2,9,1,2,0,1,71.54576980849352,96.4817031246355,56.72128799947862,15.188187747749971,72.01495126582972,35.9840089963133,40.18915930679089,20.972852582978685,85.90062901804345,1.6212085533141352,85.93897976995474,3.1338503368456117,83.97088365727858,61.68063813684257,98.55756242460842,0
5,3,4,6,0,3,2,0,1,2,2,3,5,0,6,75.9347610020318,29.54846942027486,56.6557233877287,78.00730674420805,55.552256748868054,12.26168136449568,3.9877390908091948,78.66662984368864,24.790985523213994,54.88793355021501,79.7435604214761,81.91577519725286,45.5507985702405,37.87872953846133,52.151525304627974,0
4,1,0,6,1,0,2,0,0,2,5,2,5,1,8,21.056235428655658,96.10718423708322,39.279991046902595,22.181367578771315,22.249539643503134,54.83191356781785,97.99837072040216,64.54634061079912,58.318506621183566,67.32657078944293,86.99814220409756,98.93089913389211,7.411161973206037,61.196122435518205,31.79566918207043,1
4,1,4,2,1,2,1,1,1,0,7,3,4,0,6,42.773398515549445,67.6741276868049,3.7822287270358412,96.15826462254246,57.69771969525118,58.25007061489388,30.86793032673646,84.57283151614095,25.856928970311234,79.93044303390816,20.207408212558985,13.882581617313194,46.913094060675284,1.3772391270679862,31.627659488517413,1
1,3,0,1,0,3,5,1,6,0,7,1,0,1,2,53.536345737767434,22.587114785555585,84.19810149854516,63.65920195766839,57.59645888728828,37.48618309772037,89.37194596780962,14.287860144776287,81.53490983548515,44.051295699562374,93.79372713890898,2.1401215197466295,38.1365613698703,79.77696714961216,78.4236133458745,1
1,1,0,5,2,3,2,0,0,2,3,0,5,1,4,68.70194278655603,64.32964976041411,71.69577962947092,15.586309104081542,35.22858559301253,16.386934616135875,3.011320728320621,42.17800277863191,30.64563198866952,92.15278492643495,67.55170703380384,76.60545232801034,14.085944608135648,66.01179007520625,94.96696064129752,0
2,2,3,2,0,3,4,0,7,1,7,1,3,1,7,38.593812801470506,23.6449435775557,76.26120425456725,77.48448050694607,79.59589271657003,23.77506209974458,76.30744150663816,14.03707164654514,4.834309748051968,49.59417055805863,54.93319755289314,92.85330024023357,28.81464909861545,89.51830018917384,53.085555652521286,0
