cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,cat_feature_10,cat_feature_11,cat_feature_12,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,cont_feature_9,cont_feature_10,cont_feature_11,cont_feature_12,target
2,0,6,2,2,1,1,1,1,4,0,4,32.947259067054944,22.177116363760263,73.38083707040539,37.87666025655289,61.319549205639646,77.37802156587233,62.383903689215636,78.3237400543048,21.11165437416226,0.979429746384286,25.67067525736221,45.495032738268605,0
1,0,5,0,2,2,1,5,0,1,2,0,15.400771158929604,60.20102736260837,55.10154907355502,8.282696131057099,29.20665930288334,22.652834636204457,34.49064526187495,79.19352621320083,5.243623894491112,2.0547014550780895,91.63137220330539,33.89491809687269,1
4,0,8,0,5,4,9,5,2,2,1,2,14.290219011071558,77.99704147646347,31.727431603123822,71.26178304399986,15.253908367414247,34.05034312380779,58.90180419188417,55.52670014565081,7.17417900935533,94.23156227473606,31.40345288088231,78.26042586806685,1
0,1,0,2,4,6,7,5,1,1,6,4,69.75569973016047,78.71477048831625,28.23907468880684,7.998673132843348,14.342381185023145,59.82337322631437,2.43667720775973,57.811261448262705,49.00473805058472,27.923472607233357,67.66504694113856,37.794695443535076,0
1,0,3,1,6,7,8,0,0,1,6,6,80.78586355273872,88.79490168659963,47.13315869540358,54.418127678754956,4.759300890711781,72.69496599466979,56.85552458647871,77.46055638420762,76.53661999661489,54.09033463163053,11.247618655370106,97.2024894396125,1
1,0,1,1,0,7,6,0,6,2,0,0,23.29205529689753,22.333070463309447,24.481492716070896,29.66316022335318,47.25482767146851,24.447079642605342,79.96545716100786,81.09999333847895,90.28578740225956,5.172241519414067,16.244212177616845,5.981460060829091,1
1,0,5,2,0,4,8,5,4,2,6,8,62.6914100402317,34.61058002190697,4.530135266570213,54.65094712570311,6.973995078271889,91.81681877577819,87.58315768514949,5.169604207223655,23.45325918536545,47.03739836021833,54.047634674677646,83.50100379312065,0
4,0,4,0,0,3,7,0,2,4,0,7,63.69960904450524,54.53079147176116,2.2353294956154457,8.193861997763996,48.30759262003832,51.07858630363822,42.582701110093346,4.380836956482559,44.34659932872786,31.188712289698383,27.068187155503786,75.7750778863627,1
0,1,1,1,0,4,9,1,1,3,2,6,51.95903418890763,59.910280211930974,23.62972052425829,77.96783620336626,4.319587313004403,49.49072573876789,56.34818512779458,66.17268742670439,41.752193599317756,58.4035916485888,23.93479469622549,73.70287490368793,1
3,0,5,1,2,2,2,5,2,1,6,8,71.10376151292587,91.529934911251,16.699737051750173,80.40662653258259,29.228315158740582,6.286856346304692,34.37563675397445,19.917809062592127,76.80814818006118,15.117055941467095,51.97591860573926,78.42410140052239,1
2,1,4,0,3,4,0,1,6,1,5,5,16.838254377126916,57.409923849188495,30.759670358729572,51.66116416753873,18.335650357406575,94.24446772568167,4.585479790735669,81.41360732021788,15.305350103143356,7.647381717285839,75.5187379511949,75.47151425900009,1
3,0,8,2,5,7,7,5,4,4,6,2,68.93806045303408,3.235011974255031,38.23562536460181,14.505759237121485,2.9695606333186686,56.404038442668195,95.80999659555576,49.41127930315087,39.42678428943102,15.772255783814359,61.74788412542567,31.388133337624048,1
1,1,2,1,4,6,3,4,0,1,3,7,49.61115456075005,73.28935597326824,38.62895814291315,54.980373355704025,3.084355741516187,67.11528621427601,76.68519162809017,16.997493988316847,93.42067817062942,26.25212142391269,23.92676282330255,79.37931760192888,0
1,0,4,2,1,4,5,2,6,2,2,4,60.655368453537875,22.55389788989417,7.52990695719864,22.294130161156044,91.0105410161221,97.1054060848455,71.82568468287846,63.59773890110107,15.557935906286191,84.99267835301102,71.66203253714185,13.210913415711811,1
1,1,6,0,2,6,2,3,0,1,5,8,10.247341390450803,51.725181008064006,92.36110988244126,63.27308980968669,78.86665756049257,88.29338883564428,52.09243808410891,30.66748807779158,68.48538846371876,27.530003193886156,70.01016600395316,83.74191160472381,0
1,0,5,2,6,3,3,4,4,2,6,0,93.9569998376264,83.90568888668285,59.85133477967538,47.827596635647105,94.21783609200386,71.2190612652227,51.211125749205635,36.315983880035795,4.272901415163933,41.66442578896071,43.13593517907264,26.70415245850438,1
1,1,1,0,0,2,3,0,3,3,1,1,45.590076857737316,29.363398457785827,2.1254884895472226,44.01084444016744,7.302698364920957,64.03554121952914,78.82221269860096,60.074175252715044,13.059505431874497,43.54173457472535,74.8113257669278,6.106845968338126,1
1,1,6,2,1,2,5,0,4,4,0,7,40.504325147091876,30.013395506194662,92.8708375055305,28.41083272161773,80.87276936507666,58.31862667372163,52.650350042010395,81.45402757536125,19.675926155557953,89.40814918875859,41.79850888749738,31.986440460303623,0
4,0,2,0,5,3,8,5,4,1,0,5,57.06812544171211,32.98606236432248,76.54933076211594,55.7226971449601,51.596756208013,22.190957707484838,39.67735510481232,3.422304663823994,26.6155060796878,90.84158241516637,73.46083830309935,14.284759700691986,0
0,1,7,2,6,6,6,0,1,2,6,2,31.951794669664913,35.72528011802757,23.326022069480423,87.04554854357764,79.3287310751321,95.33925951408034,32.7297003992219,23.508277103667353,1.3425294162042412,22.925661715817512,88.95466364877842,65.33204142804576,0
0,0,4,1,5,7,5,1,6,3,2,5,34.52732625457479,74.78483241592912,98.67122704372522,80.72625732309432,8.110023695467461,44.194222162792094,90.48473112697039,98.88925557067842,60.654181664556475,55.17227926471946,39.12407293199273,7.449556264095714,0
2,1,0,0,6,4,5,5,1,4,4,2,10.664038697030943,66.61419624491353,77.67714297307697,80.86798959548594,66.58329470417708,3.116423529683554,95.48241244448587,74.22864338054363,62.63614835287904,7.049704634159937,28.31253455675241,90.62888275275509,0
3,1,1,1,6,0,2,3,6,1,6,3,28.205010578574786,1.881507392537718,63.73484721294267,61.32098042184534,7.583629496561562,66.92119815992636,67.51372586213269,26.920248602113073,80.54843518048061,86.3923257976429,66.61450246953434,45.374186750929155,0
4,1,0,0,6,0,2,3,2,3,2,1,56.61385647053553,87.90894059112773,24.256602765736368,12.240119239738867,7.302535650170238,39.78397341197757,26.695949762842176,40.50943360531254,3.258882138749142,26.212610326445017,78.97061407026412,59.24122806658782,1
4,1,8,0,3,4,9,3,5,3,1,8,52.89831613318453,23.946395052794156,25.54555215453562,88.51821977844271,56.50369781640906,60.00043512373425,43.932590783420636,72.98562812673414,9.208658681210713,28.47433504212432,5.793640371845066,32.83306466418403,1
1,1,2,0,3,4,6,3,2,2,5,8,40.3937112993216,98.86854733476714,46.16625380481161,89.79005788096165,29.03653687930714,36.41294925989633,3.3225610677389716,44.96896227051182,19.217222556143966,77.18318851901483,49.099990692931925,85.07412821224996,0
3,1,0,1,5,7,3,0,6,1,1,0,25.733012668977484,7.205264675298661,63.780594155870695,41.4774473101941,23.186852287655192,0.7027538403024614,65.3499256296858,13.960906485821178,40.1423121502357,52.950790863139844,72.3987614988209,50.225843101883264,0
1,1,0,0,4,2,4,0,2,0,4,8,18.29719659576041,2.6387817101806155,22.46416602366287,79.76087513450773,82.17367578317862,79.9073837153033,54.84965038315725,51.96092633043684,79.49311124892597,98.54516522233254,43.237169831207964,73.29770177335513,1
2,1,6,0,0,4,9,4,5,0,5,5,9.729033439328349,93.59387958181888,63.317963852244084,61.02717002260388,35.583676751230584,29.148815389955985,79.11110772522815,41.21878180360676,31.538212029477975,99.95067402264503,55.49739604391616,45.11257071703888,1
0,0,4,0,6,4,5,0,6,3,1,4,23.816803683843013,12.105621133597078,31.606107338685074,14.459962226115008,71.86036419793984,79.78151680021945,71.4082931802975,85.05995418353423,23.294828842024916,60.69821728910071,48.03192207421606,22.691171750745443,1
1,1,3,1,3,6,5,2,0,4,1,8,76.64892359030917,27.810354527688773,24.3097356064615,13.22461088207849,93.21955098723801,44.19667360343437,11.03269806921553,69.52492998817767,52.21500399090344,33.689540038682544,93.24403894415013,26.153676778059896,0
3,1,7,1,6,2,8,3,6,0,3,2,44.97731984486181,3.330293374361548,34.869378842886135,51.500419232906744,17.54141893323168,23.516196496283715,29.442384313858128,92.87103113358364,33.90256245161144,65.36876936379551,83.83021346001512,61.64967547780088,0
4,1,1,0,3,2,3,5,0,4,6,7,94.66483694232554,24.3421315957967,27.169270630543174,89.26274023090778,76.03898521560578,90.89134384994532,35.03073408949179,98.34774766641672,77.41653075060121,95.33288524645346,84.19577168584172,39.28231050579113,1
2,1,4,1,6,3,7,5,6,1,4,5,1.8353507371253075,36.53422408840389,89.36656747813494,66.48028355802941,21.793946096395157,41.54224465149745,42.11725122432285,20.890680656643788,38.2035739091818,24.023213609121242,62.711823709964406,51.71292691360595,1
2,0,6,1,3,5,5,5,6,1,3,6,27.94273945049871,89.96852216069013,32.51788552900179,54.987179957094355,80.94657259176772,42.8030167056296,92.40919692202337,15.903043627636448,52.493769097545574,76.58587451082505,45.7938845385268,81.98818083718817,0
3,0,5,1,3,2,2,2,2,2,3,0,14.954453342491247,79.23524088579327,14.140016226152841,52.61715908080621,62.62492476673426,55.84056926587798,91.26126398907607,72.06877283276845,61.32833245171898,30.194441041188234,84.39633926020113,5.617032046487558,0
2,0,3,2,0,7,8,4,6,1,0,0,5.152438033187745,0.47743730484895996,62.46008062775653,96.63385319772426,51.72337423646242,21.91532736091154,4.3237662200995,94.6146423906789,77.76216923398978,26.12550193434082,11.553409569226968,10.557643397470818,1
1,1,2,0,5,0,0,0,5,4,3,4,95.65198949030123,5.825249289265855,52.649061285226516,14.906532763880776,7.450317304959708,33.92038540988012,51.73075716794193,47.78489943568695,26.41418999694349,70.30923344728303,96.11856855566468,45.18757634301161,1
0,1,0,0,5,7,5,4,5,1,2,2,72.54275751297415,0.23693734318853688,21.04914833330247,53.80511598879155,40.23790481184989,75.21460021402201,59.65970610303418,46.832782373992366,48.46041750934577,45.26933428553759,6.541551765742238,58.241139743096724,1
1,0,7,0,1,5,0,4,1,3,1,4,4.245205708336563,27.413044537751887,41.89662951492761,31.969125138956333,2.5785697149651843,41.50542902967652,45.574166776535094,26.56495768532948,19.549148607979284,92.586781069995,4.369632012531566,58.79616841269475,0
4,1,4,1,6,7,6,3,2,0,6,7,1.8105999870656753,18.20995513853978,57.809579954437496,84.31403552796824,44.86857840039208,64.85949768254821,84.00422228881486,27.11059101265264,74.99939957390971,28.429535117979544,33.36294979640836,32.369073630647335,1
0,0,6,0,5,7,2,0,1,1,5,3,7.459808784873189,35.07163919656718,63.514173438964136,81.74850637263192,97.4879941896525,45.024579289012955,1.2447219800208242,73.35107992284361,43.76623275661655,41.268850109488874,92.15394979805237,76.8743208817997,1
3,0,8,2,5,7,1,1,0,1,2,4,16.05844346815569,62.87488083955527,21.243375831009793,95.20713530852177,23.542145610880105,38.806182485005635,15.424663403517059,65.30380325092855,13.700939719876992,62.24503409846012,48.36256576357418,7.618159495781429,0
0,1,8,1,3,1,5,0,4,0,6,0,68.67188692469544,10.070958039063683,39.281028288256856,60.87472510740211,42.753986154405986,9.28434190947539,35.455778739501106,49.41917997595735,50.182479960766145,11.034694447093063,52.450983061340075,25.71009198001617,1
0,0,5,1,3,4,8,4,3,0,6,5,73.04307243642602,64.51534422198833,5.2789921520998035,65.56351341097599,37.217763556406524,59.94706979938586,95.77438834119027,28.722727320986642,27.53151984276494,77.90494052024468,2.6102048399913813,5.340787833978588,0
2,0,5,2,4,6,0,2,0,2,0,0,94.92523201010125,27.312186319983066,14.259742144490517,24.191416948870614,47.808133361767325,31.73646385759914,31.30332822974481,4.089142077792052,57.269276137586225,86.63052355105222,74.99843037663881,39.205212332517824,0
1,0,2,2,6,6,2,3,3,0,4,7,38.03798753710556,83.25134806208911,81.64854736682487,29.422545173871484,57.36023854324811,18.864071995551345,55.79360297185115,28.19112828661089,88.63137571298883,67.18172963233015,16.53881661971769,60.03978806372688,0
2,1,6,2,1,0,0,0,6,4,6,2,97.70279852399045,14.248111270186481,0.7874286737025726,32.24462871271009,27.502195970897446,27.15967859642433,60.67010015643225,75.37672235870787,58.04588098206267,61.21035377870137,73.89380764193065,42.257005329915444,1
3,1,1,1,3,7,3,5,5,1,6,2,10.814792690525932,5.181012014444075,13.386664476246747,84.18576008114853,35.33783636366669,77.8050442589197,77.41987204157623,98.54876626784939,46.98824276027044,77.37117032603422,77.81999474510688,43.609806764569,1
4,1,0,1,5,4,5,5,1,4,4,3,8.071189918908528,79.26792625815749,64.73441629138695,95.6101577938787,35.03256434564172,33.73882282773615,32.21726128218958,1.642461476544732,83.86066341370486,38.26518232037734,73.66493354348432,9.854512866469012,1
2,1,2,0,6,2,2,2,1,1,5,1,63.29412325923014,82.69244093246881,84.18842342086141,4.105303702039043,64.63909329306257,28.173012389427644,0.5224428980335594,52.93107386075572,91.43335840745387,99.17721280182697,32.5575942856159,7.587514233470005,1
2,0,1,2,6,4,1,4,2,3,2,1,74.47343988552869,45.7024478916942,75.501529707998,98.84830191479303,79.29760786458107,18.83124535782834,85.78158327144632,60.449540203094365,28.56379016741816,4.733230502456454,3.056833695889938,45.064988138326456,0
0,0,0,1,6,0,3,5,3,4,5,6,99.79581904643706,68.51798629821333,26.72108688119488,11.883655988709263,29.648632102671147,10.253589444899491,35.997547246966874,52.370699906263475,48.98375009263195,45.29724334286218,38.1182433311326,32.27387040013138,0
1,0,8,2,5,1,2,1,6,1,2,8,31.27058594818474,20.939182868966753,54.4997211953328,80.80355858801926,12.040812765482167,66.16509663098742,65.14605223506274,97.58790436615888,20.16673757398647,36.402723360031395,30.496309169609724,68.7749811319072,1
1,0,1,0,1,4,0,4,2,3,0,4,85.92408527073331,92.40867614485295,14.533690903234199,88.50721685791315,97.53958628008941,35.955547760249615,60.17534059387649,94.96206009951625,1.1389097699967876,0.34718211469929594,45.30372845650079,27.01095660156545,0
3,0,6,0,3,0,2,2,0,0,1,1,95.20440670573598,55.41400032816905,60.1484685641196,33.716909262154125,98.73240442467467,52.99486236807049,97.86756802268441,41.41694217304234,61.711342797013444,68.92335690180104,61.99398778873856,81.5509044336422,0
2,1,8,2,3,4,6,5,3,3,0,5,5.088082010805817,91.7054172282026,27.62117283282457,61.1510351867186,60.7400423061682,81.14480087188586,70.48237015965472,61.196913802660426,33.40452932075901,72.16323298077837,32.46694563781358,85.58101045635512,0
2,0,3,1,3,3,2,2,2,4,5,1,95.48402452254935,71.30186739788866,57.30286350137774,7.226379318794473,1.068031823380744,70.72981470008331,54.55004578238908,51.26502619371705,76.81572797551021,65.54621464445732,90.85362955765686,26.01240826971717,1
0,0,3,2,4,4,5,3,4,2,3,5,95.7238524794897,33.42086761893952,14.887039245391808,16.056841167880975,95.07564537451618,52.46117903477452,11.705443663434767,36.198612846079904,57.625298799446256,34.50603979162368,28.04760386861911,50.20063396800254,1
3,0,0,1,5,1,1,0,0,0,0,7,28.758433804545835,2.2665018489450905,55.30142733226775,23.910688483367327,95.06340384975677,42.65732821078226,96.21769408533844,68.8268199652688,57.34408360610557,74.98556254775968,64.84582149685518,12.179934414434701,1
2,0,8,0,4,7,1,2,0,4,0,8,88.55355628774869,35.54213461547294,79.88225937997055,22.69509119086025,73.36567045492002,17.71527049835917,95.69940191687378,56.89074043167931,75.36305465373913,5.114047121353926,18.173016661221077,2.4040050821877768,1
4,0,3,1,0,6,0,4,1,4,4,0,58.747361678552515,84.05460149639688,56.447471048312416,99.81727272072922,44.774567512586295,60.279613358930106,83.52500866268234,15.143510914951397,33.55287363953987,25.8721585977847,68.52458171625312,91.96832501402213,1
0,0,5,1,0,3,5,4,4,3,6,7,6.797909595114559,77.89874166152207,20.673291912989956,47.944957171073774,99.50781287121418,88.62403667185322,55.87772783079487,34.446708788968216,3.174753058877977,50.189237075083035,65.47724915068832,49.358326415180684,1
2,0,7,2,4,4,8,3,6,1,3,6,66.07340843093247,59.60697241925856,55.44228486584123,58.51334606535955,89.40112118016138,45.98576230641987,71.04517859838894,56.2415381599476,63.90614029310405,32.211908180505674,50.831485680991776,7.3244968457103266,1
4,1,7,1,3,5,1,3,5,2,5,3,72.94545673997352,61.026265389374814,58.40252022717478,1.4031328440528124,13.01320013842312,6.791918934120544,72.4234331234409,23.767019905313227,20.424014403297342,17.60351564174182,46.71202133735369,22.92100931307248,0
0,1,0,1,2,4,0,5,3,1,0,5,39.08438448085856,52.24172632881409,14.331898190310877,61.05241524731311,66.28905970034278,94.81500092026728,11.728341740495985,87.61902548128242,72.60553902040792,21.86239555939068,59.2634473394982,50.56955417786093,0
3,1,6,2,6,1,1,3,4,1,6,8,27.675470634505217,84.03467082321247,81.63528975683258,90.07414559338794,65.95767428111134,85.69981947011846,57.968293375628974,50.77733325258076,30.082318125174766,70.69466388967312,10.765942505726478,80.74821630053131,1
3,0,1,0,0,2,4,4,0,0,5,4,50.50537879581475,69.72277092333002,10.499215696740173,99.78898567470274,39.08679173779505,43.194072377228935,49.23294326510398,18.981393221921216,5.006332577421979,23.123733275740964,25.375840230854664,95.25148737719674,0
2,0,2,1,2,4,5,4,6,4,2,7,53.6887603771377,44.85297026667696,90.61482925910805,15.505530842371318,26.674339495030374,98.0150548892406,46.248433150634895,9.091001908630892,87.29401187152348,28.2232378886618,93.4817817888977,87.67717036555604,1
1,0,4,1,2,1,0,2,3,1,5,5,57.30591558461741,47.794575470759426,97.18453652618433,41.44916749806986,29.40187389463238,22.286796345279434,10.561279183849127,25.839586983927553,4.990675949821055,53.737698571747906,39.57769520286326,11.980566174593033,1
1,1,7,2,6,7,4,3,5,0,3,3,0.7724659358563368,76.84505552542635,47.521454866621504,46.69066994356951,26.322168229332753,20.143387285536807,33.133493961144126,7.019320950093122,28.29356582790947,33.10780614651495,93.06856485042013,27.57019056547717,1
1,1,4,2,3,5,5,5,2,1,3,2,90.68088645173758,58.855092078651396,30.320720495592766,51.54692974190043,12.348303282312056,22.507711525471098,20.20720369983954,94.17365689369612,68.95512462349274,18.24647492873954,25.730601934197004,28.47704315873735,0
1,1,0,0,1,3,4,2,5,4,3,1,64.7200932488269,69.91683033137156,62.75636990076035,95.6637728254833,52.248369325781255,58.093389715074814,59.78353524707454,39.731925969427095,78.54737196537361,68.91268829967865,74.14943142035516,52.75287564956489,1
4,0,6,1,0,2,0,2,4,4,5,3,3.458645009588912,69.43210931648096,69.48028390571902,40.26420072944353,55.77480908946727,95.79838912313676,82.93930483383535,80.49769167538724,70.80906758695764,0.7444265644606096,90.37115044887335,48.28481515136262,1
2,0,1,1,0,7,1,5,6,3,2,1,61.09365900992869,41.00044789844548,89.11779126076416,1.2138525456469762,45.469081910425714,71.73770448997111,9.294154373892338,77.15698652166182,43.707108630801926,36.22461738673747,60.74943427393178,95.00133952404296,0
3,1,7,0,0,7,9,5,6,2,4,6,74.8843989862327,13.005019173668163,44.25557521627195,42.977635730083705,84.87370840284913,8.560821892798254,14.325581117758713,64.30599065126347,20.349581061144406,17.87556745092371,75.05040312068955,3.2863098406830993,0
2,0,6,0,3,7,8,5,1,3,3,8,13.033722286983862,84.80714562084334,26.954795991803195,87.1565553888496,37.77029413608163,1.0695865065341592,48.84635895364923,61.66083043826909,92.21442221441309,83.0810472667652,20.569848761801246,0.47129552361762084,0
1,1,4,1,3,2,3,0,6,1,3,7,31.285367334765724,99.86264726621,8.518160776575446,39.23866477870632,18.86291840158396,78.24782958658912,95.19035248847223,40.888439243254425,0.683260543170261,10.686668582235415,59.54374949413146,13.313934116732696,1
2,0,0,2,4,1,2,1,3,0,2,3,49.458381705118384,75.23272377967322,44.954985501001175,10.955622465484216,25.135640578859608,94.57612373368096,35.68310812797847,38.92045200874358,46.08904215741935,89.66560608140685,59.084296867971084,46.295274314158895,1
0,0,4,0,5,6,2,5,0,1,4,5,69.60564027525805,90.43375973551389,11.090803991390407,80.24521216171343,29.95444957183915,10.894864034878315,64.2342760240231,46.60753418526913,50.60886844074177,17.547633281352248,27.50016374775931,65.26441306548438,0
0,0,1,1,4,4,3,4,4,3,2,3,30.35567039724275,5.956923089074606,31.539620480960153,53.106928570475006,74.14244569292569,54.96468242021052,23.194794815435372,53.38525673504191,32.806402351370714,26.723839327607447,36.92707206383052,38.68555660120209,0
1,0,6,0,6,6,9,0,2,3,0,8,26.608957894577767,10.77965057333089,19.041128267241536,22.192016590636342,82.24293630374238,69.59438541014494,85.01135511269483,95.10760052950494,11.193387027838986,0.8156997832860391,28.67191612851132,24.857289145722817,1
3,0,1,2,3,1,7,1,6,4,3,1,68.6261314556954,63.381227328531395,27.06845740106514,10.570581508489186,40.82015096480309,44.159879945892946,32.291094612659485,79.98558965879148,59.21438318272643,25.874861690957385,92.37455642524625,43.28151054612018,1
4,1,1,1,1,5,6,5,0,2,3,0,28.263922633212204,60.66969267735614,64.35433731898075,40.77717161338775,78.83025868366065,32.16624127337027,12.59473220989501,62.98973695002902,44.854242004836486,60.33632232266274,8.68881986183978,17.820613149513107,0
0,1,5,0,3,6,5,0,3,4,2,5,5.236784454734334,41.07348538688983,41.11775477928432,70.6012751359388,96.55978861331856,52.11833703304529,66.46486128398193,0.12622246337592458,4.946780490666347,11.50379038558096,17.419948896280435,32.0769177287505,0
3,0,0,1,5,1,6,5,3,3,6,0,55.441237621784175,68.30004709263757,50.17259919025408,70.42930176608913,23.38165104501193,80.19838577129711,27.47718867049217,29.675986483188076,57.98452414648293,44.517266737994035,24.410968626584562,49.62973645778812,1
2,0,8,2,4,1,8,4,3,4,0,3,20.262313353386485,29.339110871108254,89.85512955042265,34.717209528015935,95.09503317010314,5.8162932616141365,63.99561207183473,12.644341529304926,16.83152744986919,8.83032318661413,68.80581202174216,77.57384700998064,1
4,1,1,2,6,3,9,5,6,2,6,1,53.6509270729445,85.02269111274911,3.7354783418131476,14.007271736111138,83.896666406498,65.9825064062457,63.72985097938392,78.19473341149134,63.418297565191615,92.68172693515461,46.11729227881681,89.6257694846582,0
1,1,5,2,2,3,1,3,1,4,2,8,42.88592685030864,25.530755628347702,31.133768618438374,92.60534469564475,30.928312690056647,98.50646960350159,23.98848361103959,42.3187165496683,43.03298942018361,5.411033160876578,7.94778757080663,93.67784178397075,1
0,1,3,0,1,5,5,0,0,3,2,1,80.3495636677033,73.89650791954314,71.85620351795325,71.76677724863558,28.58341310066774,85.94387215707191,90.00023794421502,57.588036062250545,9.512024433046706,77.36991120613045,33.62942908908052,70.04188984034248,0
1,1,2,1,2,6,7,2,1,1,4,4,34.668614721852876,86.67946124431634,36.64821409362702,52.08475314249211,70.71776840461615,23.52637528905933,49.69613280860635,84.41072913209791,41.49339238125217,38.31986478426429,94.65497306609534,24.34802137933284,1
4,0,7,2,3,2,1,1,2,1,4,8,38.45537035930223,68.67457873971358,60.51046552592937,74.13953666154435,81.69980545341144,61.265942047706126,2.7844532003249878,72.64618906687285,15.690852171232251,63.110168835318525,76.5228636982454,27.738622818596415,0
3,1,3,0,6,1,6,5,0,2,5,2,85.47051657576438,30.190325925554852,44.14054944829595,70.5558924389442,65.82380163448568,6.186864542590431,16.327529791512198,61.19024767734578,51.597188635623695,33.07947203586246,41.63206365495136,85.19688706033234,1
4,1,8,2,0,3,6,5,0,4,4,7,87.8565470603504,73.20413764145127,56.71299917573147,90.40147274273664,54.89651643919666,44.67655433955802,5.898105823871713,45.492351269575515,28.928121798711672,62.159186107818876,29.204560601751382,50.902882028745175,0
0,1,6,0,5,7,9,5,4,3,0,4,84.2689044819586,12.070627014479241,79.22898059568533,76.81384130261112,45.00975043319647,97.08427041051834,42.296386698314734,12.290077628346053,68.05973449669122,55.96881105071287,40.28115202024098,67.06647025414043,0
3,1,5,1,1,0,7,3,0,2,4,3,5.843793349197279,79.93616251171169,65.02799056042782,16.023509734519482,39.9211538758798,57.666297275052024,61.99478261595813,94.2836374958945,24.679051582813262,27.837809649904756,14.44085041841502,37.405704650146355,1
0,1,3,1,1,5,5,0,3,3,3,8,29.05932425325053,4.848303970142953,71.98699777870542,29.089649789272652,47.17244784631167,92.78644087682653,49.320813947375385,27.73823633790783,15.855776953069311,55.53704678364292,24.064939620582837,31.438730539232363,0
2,0,7,2,5,7,9,0,0,1,6,2,23.90750270524904,45.997257851276984,74.90882335911607,86.18039077416299,46.495271254933755,37.86852386965478,88.62466592095072,25.720740478620485,0.059086571849120695,45.65841064190565,34.95905726219494,77.08451181169553,1
3,1,4,2,3,7,8,2,0,0,1,4,64.96551413273188,44.685643269042785,54.7286089992841,22.23034998836334,69.23684982315316,52.275879162586804,15.113919594882141,37.78465930308308,39.94431220836855,73.85764406732169,68.56266011058659,41.569371888773134,0
2,1,3,1,2,1,5,1,3,4,6,5,67.6890000172046,40.21335632775946,33.73702026362096,21.153004726892423,24.833461744506955,80.77378744209129,55.8420193424489,63.602804405655476,7.123954387845144,42.874918483964095,94.73654752040812,24.367572104085834,0
4,0,6,1,2,4,9,0,2,4,3,6,40.307183547289284,90.75954430038652,15.416081770921986,93.21321967457442,72.64397992010926,45.21920457383083,87.6546053477567,64.19985840553053,98.35526193782518,5.8043858699119655,66.94998479628967,85.42883943624705,0
0,0,3,2,5,7,0,0,3,4,2,8,93.56852641487443,23.378332609966044,82.33627319142956,42.914772514632624,17.541775809447337,63.98991320130194,64.1107023294779,71.15244047975278,23.649816869632335,72.33628525057017,20.848129909620837,93.36571009219658,1
1,1,3,2,6,1,4,2,0,1,5,3,92.74682345068454,54.37871522372697,70.75858244503245,84.84938672714948,94.76282075667093,48.036875995090774,51.73007934401447,36.70103858989007,61.1675039832544,55.44711553568964,55.86392219626003,72.09237821752669,1
0,1,4,1,0,3,9,1,5,1,3,7,43.532434515109955,94.58324657264087,95.4352627209327,14.446552948665502,75.58622702084733,64.00396296084939,91.2642865859172,28.54730337298338,72.82377674569179,16.348685222408697,23.892657174620734,23.87328390561334,1
2,1,8,0,4,4,1,1,4,0,1,2,43.078026120190046,26.9246270891929,49.662309535076254,71.62524894248321,91.33384533816398,71.29752610287792,22.96434541722555,3.4691165797387735,70.8604401665364,53.341322997923015,31.440676218311523,92.08483182665475,1
3,0,0,0,5,1,1,1,1,1,2,6,96.75858519134005,28.2161640366972,73.3431767935059,16.071641508409872,35.26402442712033,6.023245790581633,58.6383682345621,40.93717176476598,85.25310555461823,41.07692629814969,79.83731271919694,62.52862977078868,1
0,0,4,2,3,7,0,3,4,2,1,7,24.137518797519142,61.05287703787467,42.60867177638094,22.67218904320112,78.55900902570558,73.59266840388138,41.468158139938325,20.075992543416366,6.767553825281681,67.3059174409038,19.148329658031926,32.567731168270356,0
2,1,5,2,1,6,2,5,5,2,5,6,90.47245921221457,11.986395028489493,3.296675178071784,50.781386551339345,33.047301493632375,29.460162020518922,80.23850471956766,28.687775209987365,16.89216679000829,53.293307899788886,81.49378914128866,3.2671243961648666,1
0,0,3,2,5,5,3,3,6,2,2,3,49.65272610158119,42.09365117113069,38.49938408035259,56.32616423082499,63.89360273039897,86.00935987437335,25.5496080578535,70.90488644106291,56.78455338193594,89.84796446934264,49.42992623862865,0.0038497544749049872,0
0,0,1,1,6,4,1,0,5,3,1,6,76.97847355804014,94.73201383805552,61.13694037911577,56.665719808332696,34.7386304263418,21.9464592020741,97.11594398311463,49.442366496168944,67.65308553794596,43.38917567325217,80.79603624422128,22.63644165390225,0
4,0,4,1,2,3,6,1,3,3,1,6,56.43326023583376,83.58198932780884,69.26929126151336,62.08212997621636,49.92543865005699,30.379607202311732,26.158531239853232,16.616935792407396,99.108731007527,33.37709678962375,80.7108152589745,5.776256207447483,0
0,1,8,2,4,7,6,1,4,1,6,6,22.493150000007077,10.364616542528626,42.83293598941717,61.52366904301515,40.022678633719565,98.73445661598873,45.769360526593964,55.35086609363472,98.52692640211058,78.46010889969315,92.47009919129773,29.881427946938288,1
