cat_feature_1,cat_feature_2,cat_feature_3,cont_feature_1,cont_feature_2,cont_feature_3,target
9,0,0,39.68923161284253,47.103423726670165,30.2526225073542,0
2,2,1,92.65933455295858,21.254997101141893,11.86709860297821,0
2,3,2,38.532516871698384,46.13164031449919,96.50974397115053,1
8,2,0,90.02720630444327,64.94855584483614,38.345767238353424,0
2,0,0,36.50083933573863,26.18314745442023,1.8918494563798571,1
5,2,2,1.8411439519190664,87.25199595330353,6.30538968205423,1
2,1,0,12.23457050819281,89.78774446232782,21.362324343515194,0
9,0,3,9.09661719418321,18.826483802374305,47.873753852603826,1
6,1,2,27.73279571813594,32.46886883526335,56.726628678131,1
6,2,0,36.92071075588657,76.0653339067343,72.49109302562191,1
5,1,2,62.60410107953389,40.15580974083341,88.45473145141452,1
0,2,0,20.356765600372917,4.014984870734295,77.4324645822495,0
5,2,2,34.01423548533465,65.96903664207596,70.90921366673871,0
3,1,1,22.711561103422106,12.090391411398638,93.83581892468452,0
9,2,0,21.61611212678647,17.642158174404454,44.399803929413636,1
0,2,3,67.09812540259159,38.35360339030384,42.39659669556269,0
7,3,1,87.9978072980364,60.783864043636605,32.142158658082124,0
6,3,1,5.300602707316193,57.26178718506437,33.03678188985768,1
5,2,3,51.47978719832731,97.95025291938205,92.0847063154695,1
7,3,3,39.09360129577526,56.217973366383745,62.77759261935307,0
0,0,3,52.56904644798717,26.548450605313544,31.690928341983227,0
1,3,0,12.684095258913308,40.98714257490674,15.5733094650919,0
9,1,3,33.68944579825771,92.73296828468226,26.57548249450826,1
1,3,1,50.60074312612149,80.10777559359487,41.17263350851811,0
6,3,0,38.620492707447504,16.50062528071693,95.42376973953802,0
0,1,1,51.57148179492671,28.12345728468213,82.43556101199822,0
2,2,0,39.66604897626005,61.02548239594162,90.72360674294465,1
1,0,0,60.188147433832604,89.82625241205872,14.033507765795994,0
6,1,0,74.62307542557295,16.3002656942029,52.4032441262944,1
5,3,1,2.654169921285243,56.784872468429235,13.09874927447855,1
5,0,1,64.1138650696788,8.661592271894714,65.9325371862586,0
5,2,1,51.208299427025615,44.351833255461685,11.661734007631086,1
8,1,2,67.0313777322094,97.98444984341853,46.040410446100154,1
9,2,2,81.45614739890055,73.25146046599818,95.08204868164866,1
1,3,3,41.20721049640117,95.53942694274232,8.815569707956861,0
4,1,2,30.21254628196367,5.571271082441653,63.58082361419453,1
1,2,3,67.0627298923103,70.21909469909092,75.44064797730016,1
5,2,2,38.57585259178661,94.90727154444079,31.080279064434325,1
9,2,3,19.972215833246366,83.18834260043661,25.365131630680448,1
9,1,2,81.9778790814248,76.70783962214472,62.64384145681213,1
5,2,2,60.57649596451944,37.72087934441662,13.221644676806054,1
3,1,3,18.614366690293714,68.53187326587027,76.16666571606318,1
4,2,2,4.408109167777752,20.28749739797918,24.872339925508125,1
0,3,2,74.21823673717202,28.144308582640896,34.20453790007281,1
3,0,3,75.80083634088534,11.291396237044516,13.25154104451668,0
5,2,1,14.932250940729608,73.95667133322976,70.52813972364703,0
9,0,0,31.40044975523214,27.679842551153065,43.62059557954713,0
7,2,2,29.366516284142808,26.07137612534498,22.425251422420857,1
8,3,1,77.96498809792404,0.768283966864769,49.90867595945737,0
6,1,1,64.86123740094357,14.322017299932899,20.90936948676545,0
1,1,2,88.35790987405862,57.69181079457836,15.258223555630012,0
2,0,0,56.22597037408499,61.169403956527944,57.79597972392053,0
0,3,3,4.900041556586787,13.828948195575085,45.885069759630134,0
9,1,3,56.77915418930151,96.57091895683709,61.396057512572774,1
1,0,3,91.58896515723556,79.20353379166683,15.013246476866515,0
0,2,1,68.94783415405539,4.39496278777699,68.17488128150842,0
1,0,1,29.140625964519717,64.66125928743735,44.47262489792131,1
5,2,0,29.021883380516012,57.064214993286974,48.31582084819883,0
4,0,2,84.87763405578076,28.111350132875156,98.06187922561404,1
2,1,2,28.466490687271783,65.87732881624349,62.57052676916456,0
8,2,2,19.37193342600658,52.55500469203107,82.95987670274428,0
1,0,2,52.31913096426569,76.86170417453961,73.99488758652565,0
9,3,1,99.49800131661547,55.16461599975616,40.99243000422448,1
8,1,2,90.25309870357958,43.09513078980931,88.58306279447103,1
6,0,3,12.705616776907302,21.553767579516602,92.90252249986358,1
6,3,0,77.17649395630274,35.28016428424198,76.7889263084544,0
4,2,0,66.60301403261643,79.91294820790019,43.202836869703496,0
