cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,target
2,0,3,1,0,0,0,87.33892533918556,6.290308218903173,71.98926835155817,98.95048153518827,40.446138850935085,38.07955596683905,29.191856602115408,56.72286550957356,0
3,2,3,1,5,0,0,99.89060653991997,11.317305835802527,59.752864490989445,98.90415574873711,34.90071185261199,33.09076390425169,98.99682856461473,20.852060592015352,1
2,2,3,0,3,1,1,98.6179904359534,77.87078770689891,46.45654427949425,39.57362623421892,6.057880395096782,23.67968937712196,46.10423850210488,9.640146499373259,0
4,0,1,0,2,1,0,40.71647180159198,40.993486183114456,59.497671098755525,79.75245189865142,60.24015922441745,54.2230369739784,96.02306485171572,72.58501684347502,0
4,0,2,0,2,1,0,49.42739333509646,22.43180545669108,43.53870433702962,68.63396601111518,98.81724676357054,44.94821461668088,3.2663333865567634,23.83781624017425,1
3,2,3,0,0,0,0,55.97766347664521,41.1087716367715,24.019459134280787,10.546984051161356,78.12788191850856,18.87234864948034,92.1379955875661,58.159749254090954,0
1,0,4,2,2,0,0,97.391953550963,48.397808787272986,43.88576534393326,42.69221058556983,57.45681189475253,0.41984371856225167,18.780250825820065,7.298844985015163,1
2,1,2,1,1,1,0,34.87656014918564,92.39983839419867,11.543590275617245,73.63336036191698,77.33483605756274,77.83312721873175,50.52932503879821,98.68842382311593,0
0,1,3,2,3,0,0,42.90022729874313,0.4893695659373809,88.27478285707767,20.431337118279636,66.63032116561801,61.76137110819162,51.28806893660356,93.25747031212708,1
0,0,1,0,5,0,1,62.70127862112732,93.8314165399847,14.506142242381037,41.53087812866259,23.000840630495222,52.691175085712,61.51688606979544,20.586447250534533,1
2,1,0,2,5,0,0,21.760913436723605,2.5651724689991884,70.34946746741495,92.88582721246775,35.968997209094425,43.920786707014855,31.10702049314934,25.19453888031189,1
1,2,3,2,4,0,1,22.01645071337032,14.770377913273236,12.856317234617197,45.71042924236113,68.85086248452484,33.881003759603686,62.90459100524757,66.7983932689703,1
0,0,1,0,0,1,1,38.76874686667523,60.14882342883456,6.333942620389177,2.4454310636328858,73.36198822612967,26.380869800123364,99.48156498929158,17.84091049250445,0
1,2,2,1,0,0,1,4.591769609388452,70.21492100316934,62.63600773263186,39.984824328345006,5.055360043828216,35.41259267218806,15.678125257571718,5.65089145652874,0
4,2,1,1,0,1,0,57.37475888456939,57.79852906655818,72.38983700669941,11.797564383965097,71.53680930427097,36.80192101607044,64.00439664761677,51.83014048255195,1
4,1,3,0,5,1,0,96.87099357467048,49.56491514878588,44.845028996461664,48.16047620052197,98.35256233775448,50.898581913839934,41.48056866453593,55.79438323172656,1
3,2,1,1,5,0,0,53.38687848216026,59.807253218239644,9.861703376017017,16.752652828014924,27.415709199504622,87.68311042029133,45.165396150706826,45.902400703625744,0
1,1,2,2,1,1,0,87.36501920331149,33.68862103995605,56.62798228635373,81.06439330141797,29.78318309908625,69.9331574788884,14.031798382565274,92.61858228793437,1
1,2,1,1,0,1,1,77.58319735758612,46.344118070032195,78.65870020660537,71.68833254546139,1.0322849197434425,22.828639075321576,19.751546712983803,44.23931416313902,1
4,0,1,1,1,1,1,69.5143957246583,46.49625387141182,86.59264874493086,78.89920866258781,48.164689439953094,43.986908527836064,76.89233341185525,1.5757476857638397,1
1,0,4,2,0,1,0,37.1325246842111,5.505464286093742,37.88337668227834,12.238965127028155,50.50109769323592,68.88912130528362,21.54205041343664,46.52895372828441,0
1,2,3,2,5,1,1,7.437877377418123,26.851613130723706,65.6650129174394,15.922485277753662,76.89566325509905,88.54104179186616,45.251360140059575,32.77055575534925,0
2,1,3,1,0,1,0,41.81841249218141,20.632880512007368,25.148498042260503,10.564126183556134,20.945287964521185,43.880481665208706,10.33027772172005,58.516640214652604,1
0,1,0,2,4,0,0,98.73157947399521,59.0237137124537,94.60281730256058,79.45660713884665,38.75871130310651,64.06647762760865,45.469406618117034,8.850292784570101,0
3,2,3,0,5,0,0,19.98443454169465,26.149929101323888,97.28141581676984,32.724851476689054,63.250718438562004,17.270937656664596,35.83462399401507,56.463547785484515,0
2,0,2,0,2,1,1,61.41060700950257,3.7949064969354462,19.329102909499973,3.0748177160725976,49.2411605128152,69.24128669143333,73.51112797924428,90.18882801162859,0
4,2,2,2,2,0,0,14.878955844965136,32.880788594268004,82.79428276602438,18.61119163885927,14.085721750076964,29.350287568988065,15.030934847240406,2.1970249285088173,1
3,1,2,1,0,0,0,94.2684843099687,64.21235577909886,93.5651318347838,28.34246858389792,34.86081420044971,84.20139019571012,89.233454488007,97.95742956829078,0
3,0,2,2,0,1,0,85.73556943679613,79.2346024178596,50.51652478561088,57.77296726716921,4.440641849343119,21.744127072187503,96.08777084997448,50.47217592769614,1
3,1,0,1,5,1,1,89.32646239517501,2.626303906958638,81.18184381184162,1.78966310803913,94.44335406602274,21.350937235739696,50.33875603297779,23.498937422050524,1
3,2,4,0,4,0,0,57.48392896003439,75.19723945756866,10.096704100123766,43.566582362606276,99.23655101439279,88.29256039629631,5.165182594748529,2.0537894612155716,1
1,1,3,0,3,0,0,18.95410002586695,76.30700489835132,35.969709305256394,56.273894336466554,47.946886526037815,43.02484642599941,83.17879524767562,53.076807813243796,1
1,1,0,0,3,1,0,34.89524851017292,71.13456014101492,12.15289981618055,75.81984021643439,32.3029168267969,65.48702904418731,53.52233149694901,85.49738693579805,0
0,1,1,2,5,0,0,35.7070107219682,86.2789866382305,50.84189909207044,38.367291106956536,7.750735286854715,84.4206379252805,57.103128272555814,80.55892685554912,1
1,2,2,2,3,1,1,70.14611265892407,52.61438204027087,9.626072947643127,27.50211776875432,74.59679188412399,86.18708257436374,95.4764384722406,38.18883058917507,1
2,2,3,2,4,1,1,35.69113070572163,5.671920545280429,34.002948520558675,93.34702706988776,99.2962194501204,24.076139904593006,48.33509289719438,17.384428204931336,0
4,2,1,2,2,0,0,11.668896753701608,5.356001955419865,36.60925862325176,88.74227808247859,77.16270910722606,20.895742455642065,97.7713592862787,48.57685623094792,1
2,2,1,1,3,1,0,9.228715479351601,23.9910966902256,39.90133926777732,77.44443684991302,49.60048616241194,35.48942063200181,30.52963513667757,84.21697293710115,1
2,2,1,0,3,1,1,96.50684620521363,82.40646436002712,62.02456243891415,38.06164526171168,52.16630609971013,20.137337725219705,70.79280619221132,44.1457927098592,0
2,0,0,2,0,0,0,19.637457984812677,23.28176366285948,32.6527162734525,30.11464840096998,25.89639345260737,10.905927408251548,26.609016217883962,26.366730318602283,1
4,1,1,0,1,0,1,18.586193267314812,76.38806841112219,16.59492556258192,98.65017521173327,12.094612186507725,32.692222778818106,77.85022043761674,26.125673917569557,0
4,2,2,2,1,0,1,15.438196565500617,62.06670767341602,9.314735522843842,47.05313319783399,79.93242358175043,62.581443944359535,2.0523871051750353,20.380636597951273,1
3,0,3,1,4,0,0,90.16000753016054,80.73649740847017,13.038599035994924,72.47468422235038,11.778255062469745,55.921408668671326,87.46496847043412,64.51157886876943,1
1,2,0,2,2,0,0,62.971798092225384,71.80449971179183,33.26699706848093,61.74547537101407,55.24593732319283,90.12818058638793,90.97880708650892,24.528778370907645,1
1,2,4,0,0,0,0,4.812571885061634,34.24979939718682,75.69010681717135,50.00078227347168,14.183009562088088,82.02143341518017,63.46541394350687,11.258827878790578,1
0,2,2,1,4,1,1,35.289880769920025,30.96620796497469,43.19075430040685,12.253328535531605,18.598027430267695,53.58471064762204,96.46954126327039,21.278105541176217,0
1,0,3,1,5,1,0,65.84888170131282,92.83564590122856,68.83996227130002,18.141764918228464,42.04847022178003,80.65945474445473,99.59350420889234,77.60128635529165,1
2,1,0,2,0,0,0,73.73682022190413,10.620955418921152,15.479447834546011,91.14004154698333,33.10276914028665,29.104737191478648,71.65052884425229,39.39952592417883,0
1,0,4,1,3,0,1,1.1040836062172987,27.682349850430622,27.829513503274374,99.46166705704049,68.14719444067077,92.18206139548434,71.17160907928462,32.4562038086769,0
2,1,4,1,4,1,1,92.61131624221093,59.50630254820415,73.33350180775732,55.12723835798947,34.03728916038127,89.62907477633499,99.75214084974692,65.83539379817464,1
0,2,4,0,2,0,1,74.79300978811892,41.14033167283574,90.72603858857211,12.717136370364079,53.75829405355083,48.67111408684407,98.67946624147183,74.07081411542094,1
1,2,1,2,1,1,1,64.0249658699164,25.493951394839286,86.79413325145127,30.952823872912838,99.70993087655286,27.530171600508535,42.58466474754914,81.75742390699648,0
1,2,2,0,4,1,1,38.22772746327608,8.94664266150601,32.05040687904264,38.704883434530004,17.064336498152556,17.51305423220292,51.567773880620614,21.317518016334226,0
0,0,0,0,4,1,0,36.4795629481837,77.49192486094276,37.26911329073073,69.3966054618398,87.68805604773587,97.62594115558876,67.46533087935464,11.488549843813956,1
1,1,2,1,4,1,1,36.30961339279963,45.880498827536734,19.019817652833826,61.307158976478306,68.52061063155705,2.99884884734275,94.15032776230561,76.70633011433776,1
4,1,3,2,1,1,1,81.43555239991451,72.27195466261075,61.012681439391024,69.50684057098955,72.2533907102791,51.70600456362753,4.080694729798029,37.36047202868631,0
0,0,1,2,2,0,1,67.80667238804709,86.27991000901353,92.98275884581588,63.79572955737899,97.2393273266142,30.54097400567781,0.6492155857053095,28.464170005166288,0
1,0,0,2,0,1,0,31.079091646902214,42.75742864513433,92.03633694834186,24.416018261841387,91.76467539767374,70.56798673191568,30.11899402805456,34.92636184049914,1
3,0,3,2,5,1,1,54.39604601302145,36.120073225475245,50.52826472025128,88.21656760776548,62.58783029051581,90.12443842636974,54.08039077755655,31.449443861925886,1
4,2,0,1,2,0,1,31.651091635435634,2.603790936968886,87.01998857564507,73.1759102236977,6.5430369740038685,51.575062080107536,99.57148100239172,78.71568344756508,0
4,1,3,2,5,0,0,15.085517601568387,79.64309763160962,98.66602524237112,44.40195616151359,2.76422590604386,53.72077575593072,91.0807734689089,73.18411296163947,1
1,2,1,1,2,1,0,2.2282200629339055,83.11519633681225,18.541461021179895,77.60988241598508,76.32838956078109,82.1008069961891,29.89578936514431,85.36378482342664,0
0,0,0,0,0,0,0,1.8043324248324444,68.12200083197781,63.34129999397905,13.25465024253788,18.041414752079334,17.91795088744812,60.69199071398938,88.6413697784723,1
4,1,1,1,4,1,0,28.801037034294275,61.300635902731294,28.18863406774288,82.49347217144218,27.35492639750333,42.69246305280807,5.054611362595485,40.77114447375452,0
1,2,4,0,2,1,1,83.97049602325117,41.67796837224108,78.14702028095549,62.56261727675195,93.34280591426409,85.46793730592911,60.248834999421696,5.017288404706832,0
2,0,3,2,4,1,1,39.673397480617254,98.16019289719988,83.90656993111149,47.89669528022146,59.48803203319303,17.86703359827785,60.99317620616286,1.0799333615794215,0
2,1,4,1,3,1,0,91.27465558429338,86.7444787601686,16.15827872831015,7.240438322857113,80.56960363655438,49.007263160587144,65.52134269651442,86.80848009467519,0
2,0,1,1,3,0,0,78.77544067645039,60.89365289405646,45.8951717793534,75.18224078494552,58.36009638413806,96.92189338735281,98.59272108967845,18.078405590342328,0
3,1,2,1,5,0,0,77.23213161644536,25.20766848872167,48.583991957333716,74.45658945329643,80.27516144948744,62.43730083214897,76.79542377767076,11.946185945348143,1
2,0,3,0,1,0,0,55.35234641400658,1.418182117839406,10.284280622952124,23.103324534815638,26.416581898991154,34.03499717692107,32.94413638246348,1.6439377666555899,0
2,2,3,0,2,1,1,52.79295718032825,28.33284150501225,38.52498773958338,10.258077735612225,27.358641474873437,73.10048689157648,61.7366817616282,21.99293313009283,0
3,0,1,0,5,0,1,39.11690574949972,74.08892963349325,93.02413981107944,5.123109065764098,32.861910067311115,79.43035472306607,70.28988694922081,67.0615119776082,0
3,2,1,0,3,0,1,92.61835811457591,46.37725838661374,96.9106855543085,88.9892953154537,0.07074973143702534,61.16088565199795,33.093764043477506,11.994165457294914,1
2,0,2,0,4,1,0,73.38603330437547,16.66014258712021,30.326820430571765,64.54749890115788,74.80828040631637,86.7212917671089,3.047771869835947,98.25950412140891,0
1,0,0,1,2,0,1,78.55911358824711,82.52724053310759,43.165475068893244,15.627028601877013,65.85424452385014,71.48812610086048,10.343678977225013,61.675606917838266,1
0,0,0,0,3,1,1,17.97650807556852,33.56328807482236,45.799505495834026,6.422555339928115,46.14238637409471,49.151985723363026,35.916815797009285,82.3139820349685,1
3,1,3,1,3,0,0,37.67739471722022,43.461019879706775,36.7942793360818,93.33559575898526,18.543309089874917,83.49043098374203,41.6516948942453,79.74034934694416,1
3,0,3,1,2,0,1,49.91933697393491,74.35904641171784,77.80002592311843,15.607216924290967,27.799967735318155,12.331417351435004,92.8014554981779,61.628257848085944,1
1,2,0,1,4,1,1,23.501672116067272,19.25908911052249,75.97058822807735,98.10702488426442,60.52259283615997,36.65337918299534,40.61610577404947,50.39739548116411,0
2,2,0,2,4,1,0,31.33090610451399,22.575784965738322,80.61426882514763,1.1775386794883658,14.524283741726386,39.59404481262313,6.308712256671367,46.888660697407026,0
0,1,3,2,4,0,0,65.50471390214967,73.46099234700488,90.19230890417961,34.82585206515424,50.63100669804926,94.29964830926497,89.48241982633186,34.00024172065452,1
1,0,1,1,3,1,1,36.3556095788502,9.793579853944735,79.09607863303695,13.506261634196026,63.07857351367993,31.23685800423779,0.6540625616191953,3.144227839680558,1
0,1,4,1,0,0,0,40.12929431430631,18.73126697897244,67.85494328007248,55.17211317785211,96.49031763165141,61.303248976228865,72.01562737846342,8.540167448584835,1
0,0,1,1,0,0,1,10.206715100481588,91.31508549231539,8.86560261919307,59.96384877595905,7.745599339703402,52.56355557695127,72.64194570870089,10.438809373715674,1
3,0,1,1,5,0,1,45.60750427345042,98.3771935838314,61.80888271202023,46.08994025360388,70.54903805003953,85.82177033187958,70.51934458340953,39.63363579876975,0
4,1,0,1,5,0,1,42.8630738197619,77.67725971112576,20.376286481300067,20.603909038142188,12.741170945574176,30.71102191842998,99.47119099480565,56.74806922336819,1
4,2,0,2,3,0,1,26.91224715673276,6.15465403850739,43.49619432285898,60.27923135715929,52.9949329654154,85.03148119678934,82.04575109064072,92.15018598831905,0
0,0,3,0,5,1,1,33.530068869760754,35.164154225949,4.055680184281407,73.29169339411578,92.5054048274882,10.88568851084214,24.3431379838858,43.759968487614564,0
3,1,0,2,3,0,1,33.302094382039726,69.9627491895481,7.595162650981024,85.54233582136793,37.848161319443086,3.5606746165013026,35.9915934488073,5.640000404790091,0
1,1,0,0,4,1,1,24.285258436353253,45.685402579665165,50.21408669162418,7.492525726301736,34.589907252483,60.36475543613253,61.28497087875823,0.566122297318894,0
1,2,3,0,2,1,0,53.53923677135477,65.73560279512817,2.745234477232761,86.23200529806564,65.7103316480385,50.93119395374749,16.129237250379692,18.393804848375716,1
1,1,1,0,3,0,1,46.08127537211806,81.14790765220647,33.634683579146426,0.872605990113362,48.94130412825039,21.47844942938014,46.8943045367246,86.29302778492459,1
1,1,2,0,3,1,1,87.25249484309965,35.93845009316233,82.72509306782788,31.500070710658,63.15393137411216,40.64573655400504,34.392867685059855,65.4517523441466,0
2,2,2,1,3,0,1,23.809409365719947,34.83334073516432,60.028771912210566,13.752701570967773,92.55273191402385,13.947222287500827,83.57372033856598,5.39207587327728,0
0,0,4,0,5,0,1,44.67457937985848,23.072761230186668,6.864135404016958,46.46321878025063,89.58768077223259,22.330723354413518,32.32729615974424,75.18640172559611,0
4,2,2,1,0,0,1,10.546374134288083,18.695482536065043,13.335339007087022,60.82497885794148,92.57679233311924,21.481683501285975,69.80888346703863,38.223794719958725,0
1,2,4,0,4,1,0,49.769233843317316,25.241210590426498,53.53244484203932,12.061008139350104,70.97950341130004,58.71369571803229,51.92017367950488,66.70326508664816,0
3,1,3,1,0,0,0,55.15635693072244,61.83647111750232,74.24021212898525,98.4075518106703,52.69136595526641,68.38195894509785,26.626477013681328,7.8993638626639,0
2,2,3,0,0,0,0,11.010669243782157,60.08702180015481,4.553040082083005,46.640144530349936,86.31351345236772,30.63503525035611,92.05053180009128,10.092218659387619,1
2,1,3,0,1,0,0,33.91523584407308,67.16553641980099,12.857038321770442,47.41546873153065,21.165254981328996,27.980017101391276,73.02190315057625,82.54121104014266,0
1,2,3,1,1,0,0,31.260236196307144,7.018077014634416,25.025529938666104,76.51396966725959,56.3560238010961,86.8731875597065,68.55693292679582,99.04353372602812,0
4,2,2,2,4,1,0,12.482254931979142,71.2408751232539,4.929010064102379,31.69147788404354,19.16694930243592,70.04352504477038,85.71609535354145,28.206325622349237,0
2,1,1,0,5,0,1,44.844412125413555,42.172026670136646,11.157472230566956,38.616636792252045,22.81221348540161,43.61440181533558,13.239943239392604,5.080379404678014,0
2,2,0,0,1,0,0,9.4032359159677,9.415822662397922,34.60189492079084,61.244043060536704,67.33639999607892,63.21112367420103,79.62344710603574,37.98478958307052,1
2,1,1,2,4,0,1,19.284277664538727,68.88162558530541,12.375725783755298,5.679516171068411,16.525203154548162,97.27058120570466,95.59167400140086,97.06331918797932,0
2,1,2,1,1,0,1,60.479642287813626,17.594599925668252,89.09017687269395,21.39506653746196,10.210786366765845,55.75094871947965,38.86680273011006,22.781135012567876,1
2,1,1,0,4,1,1,69.2790796245881,35.53961682656469,96.45985670442829,9.901153669604689,60.13008288965752,39.47690547365398,93.30171416310769,36.78757469284829,0
3,0,0,2,5,0,1,13.983773463098114,40.04477179399659,29.815687224445764,8.407127860942332,49.59620919817426,9.807758827209334,4.034053743544142,15.92939137900079,0
0,0,0,0,0,1,1,3.115540554793228,4.071589228254002,1.6107043721579006,77.97155538282044,28.93142181059708,81.03312890742123,8.144580838694605,77.19762292907951,1
4,0,3,2,1,1,1,75.61812090672507,6.065647487915237,78.42177148577446,91.78329322162048,65.98097029190177,27.229422781709367,59.18494538695216,94.11867101880706,0
2,1,2,1,5,0,1,92.38270650927018,38.175457955344385,64.29201068590712,17.012476684334942,75.17003452182266,81.67936196081752,46.63707155066364,40.83477803991996,1
3,1,3,1,2,1,0,62.50520477474194,67.86748309125532,72.98369262232603,71.19269142644225,70.14039012046148,74.96766321784146,11.111349524725632,0.5430636262001576,1
0,2,1,2,4,1,0,57.82697574604374,1.1863329738327488,58.24736074148764,12.569416511142572,86.5565178930232,89.7442695040963,14.057072100278345,93.66096211048148,1
4,0,0,1,0,1,1,29.6249873631947,17.322067331144318,24.20712963405175,23.00260817471421,12.62757262054155,7.658060138615852,67.39766786819835,18.068668936354225,1
4,1,0,0,3,1,1,36.75694692223394,21.03542225389463,45.057362012290184,61.272705959846974,92.85509408507212,63.90119054121277,43.752194335690575,62.94962369122149,0
0,2,3,1,0,0,0,55.30338076250643,58.39139455322263,91.53778118368756,69.93451884562971,5.704116044460572,8.006239999134824,84.19908346949974,60.062375851622164,1
1,0,2,1,0,1,0,4.146352901386274,90.21818734840014,68.65624766910805,29.121184683229462,96.59905573661898,76.90400393764777,78.20312808391168,98.64752620133889,0
0,2,0,2,1,1,0,62.156367571343175,98.35463988787288,21.881910133582483,81.68128826409068,6.284931295214657,59.87760604643415,39.43793099552967,48.93708311262951,1
0,0,0,0,3,0,0,76.98124116282143,75.39044156792582,30.718159655979495,53.9115352078958,60.258195837559434,80.99229930722142,30.157315399737495,48.96704889085377,0
2,0,0,0,0,1,0,79.32497734265189,8.62593676719936,36.56159679291393,39.224993666833896,68.20891969054676,60.841508029750216,43.33945548631618,20.514177320939943,0
4,2,0,0,2,1,0,8.362652424248617,48.52558815107834,36.34061223188797,86.80198809512993,95.58188081544628,77.85438151965587,79.26277274066163,41.0259116994557,0
1,0,4,0,2,1,1,83.87675351496537,20.843523458593605,38.661893571517844,15.161221737940156,41.98571467718006,33.86922666942134,33.38027131722494,12.89066532893055,1
4,0,0,0,2,1,1,37.2306248803871,3.9965581016086715,47.251957390965906,74.03934551049196,99.43653466636124,19.18245630445845,6.553578564539231,96.42251869592629,1
1,0,2,0,5,0,1,79.41856975351796,27.803676237878648,32.550145870365,65.06033189672642,8.983247750614787,37.73647716268253,82.7214971092545,56.9564169916722,0
4,0,3,0,1,1,0,38.23259766487145,15.439407280930151,90.74867325430475,22.07438432919845,72.03057827227141,30.072186640713493,40.37059844046319,51.0558569196739,0
2,2,4,1,4,1,1,46.746048090864754,50.53449998731465,35.41394014239143,94.53530714062094,63.084903676584844,96.57436963606337,50.277197434196886,7.766767293196841,1
3,0,2,1,4,0,1,23.307420152747127,77.89381383041668,85.80556860135997,14.057659438321934,87.50042144783525,77.12718648816565,34.546425254216174,51.26037930174348,1
3,1,3,0,0,0,0,79.2374205624946,57.814973544180546,41.11216783807385,55.12363003884334,37.46279826559886,36.77646345436707,6.9652094113278995,91.94601919720716,0
2,0,3,0,3,0,0,51.17641120116093,68.77398240354886,77.88880998608964,2.641218022602343,22.55189786137153,30.942624522798024,6.084494954846919,19.733126420899016,1
3,2,3,0,2,0,1,48.775670011014014,56.67110542670343,17.476637414562678,80.728205303486,57.806684511885834,49.315757551204406,87.64316048381123,59.072705183979664,1
2,0,1,1,1,0,1,10.175795685151122,14.675563779129664,31.495849177795023,80.2905051955411,63.97024614551915,90.23345128817738,86.14708082252845,73.3238996064376,1
0,2,1,2,1,0,1,27.782816133382493,61.98983040370343,74.76743789025996,90.71103393091133,5.9815502189688345,9.19980482736884,52.79281855346647,15.388380208496777,1
3,1,1,1,0,1,0,3.9462363542072554,70.76765045527237,1.0612189466236432,89.51676528519111,78.30179173638554,86.84312021953944,56.72539756671255,45.374228748983306,1
4,0,0,2,3,1,0,67.48137425951562,57.222122257752694,31.374671210907547,10.200873452838731,41.56705016647435,70.1089487683406,35.27372056699528,92.11259916143332,0
2,2,2,1,5,0,0,35.11789994268907,37.99914796046403,18.798527660427556,4.930006288347466,81.09935545301093,91.44298593054842,66.91842121316168,96.75260260515223,0
0,0,3,0,1,0,1,95.84579739137303,94.3346180118678,8.95874866916766,69.41269861890484,8.061924736244897,40.25758815039138,12.930865489197462,52.07894930515595,0
0,1,4,2,4,0,1,60.62134245239611,3.1675747466799797,21.890983677417918,84.30243343402705,39.32428354159325,49.445401468876724,58.216803546145655,56.298353788042675,1
0,0,1,1,0,1,0,67.80969853212349,38.235820726178716,66.41328131887202,2.200952922583743,52.387863514585945,69.48795330137885,48.47273895751898,45.60217363532685,1
1,0,0,2,2,1,1,38.65330696499164,31.968510430620277,2.9659467750747903,91.15848692082781,56.69063159585308,32.32195316982215,14.807648220891956,39.76359829648635,1
3,1,0,1,4,0,0,37.866457678667544,19.978847780676546,11.271523799415029,25.339754688412853,87.32649130098802,88.14206711866167,67.99123611083971,15.778222990976587,0
3,2,3,2,1,1,1,79.67476941574415,5.606649006963938,38.74053325271581,21.837396456871062,71.04724200671714,7.314157364388974,11.445989012034385,32.26679218163232,1
2,2,3,2,3,1,1,21.618555768825377,47.35246958617586,94.26898374130575,45.25668960540972,31.031629565539408,21.17950931424719,24.773081682951094,67.78080111355855,1
0,1,1,0,2,0,0,81.20826128265026,37.207785459649656,69.773550438261,57.03448115880494,24.016106863743182,2.778215590113575,57.42969766390388,17.994450789139815,1
3,2,3,0,4,0,1,5.0802969466367305,17.95571801686159,16.885585747509634,48.902990251458945,61.33688632212123,81.4397211811277,38.17322625587939,68.93230857135184,0
4,0,0,2,4,1,1,71.2789723992432,97.76264120006464,59.892050046687885,2.3412599149003177,34.52892758429515,55.07283442245557,74.27702638688706,30.08439996001584,0
2,2,0,2,1,0,1,59.949343053606064,13.881439204076141,66.29396283766454,49.687597619738135,84.20039765601992,97.8549772479958,17.433574010626472,55.07333331105693,1
3,1,2,0,4,1,0,43.76670763462294,3.1118326550457764,10.984460286029062,74.63159602741153,54.11119918798809,2.920119912675656,67.35893811567676,84.50925659857344,0
1,2,3,2,1,1,0,99.0578722477679,24.93043185105047,78.59770603688493,39.885955925474605,45.5087025826209,33.78456676244922,59.91158261882602,10.142289893578704,1
1,1,0,0,5,1,1,19.698979261544103,0.5761176573334859,20.873876163074755,63.86885043251984,84.81833533603445,25.199584518827812,95.83334244022616,15.200466536801738,0
0,1,2,2,2,1,1,38.77549989724174,97.77991733121158,63.689224248756226,14.88880056532964,68.63856319908331,56.63774753595846,22.389978844614035,53.5790089391613,1
4,0,1,1,2,1,0,66.8117432278261,96.1134975053461,23.96620071245531,59.987441470204885,15.99232973376169,89.99751343453826,91.10949909816048,78.49443472317219,1
1,0,1,0,2,1,0,72.81520877498524,91.14363247587046,47.90073034557791,48.53348216183161,44.07299708133166,2.426944349745197,53.60432764701947,57.56330723187655,1
1,2,3,1,0,1,0,26.344597082098065,64.265879100561,18.947322132881784,91.48506346414932,97.8442082799179,24.674172519820836,56.960745079396666,63.851780512930404,1
4,2,2,2,4,1,0,93.35481470939678,78.92012676928364,45.68467445130502,51.401477986609336,8.39597817100276,37.84966809006697,64.08379812773563,43.69369967347853,0
3,0,4,2,0,0,1,12.94579070706835,44.29270799506051,53.21588272106879,66.31294348493041,83.97761525715961,80.18122382171867,93.934424212415,83.48199896653816,1
1,2,2,2,1,0,0,9.495628240569264,72.57949464250572,85.12496510897067,16.452626621271104,80.44215699956641,44.557987857083056,4.6530592514738345,0.9337998041691331,1
2,0,2,1,1,0,1,99.10837394397379,8.852363804020536,22.323893122480044,81.91893980895453,13.586819249447013,83.26808905804002,65.32710300911904,86.82622362784035,1
4,2,4,2,4,0,1,46.40287249644878,2.4047623955350983,77.84214563876094,51.351367496122734,61.4485957294586,41.224557561779854,16.469017607678392,95.42978879858994,0
0,1,2,2,0,0,1,52.945810579230454,3.57470484032294,66.19764570448902,10.42954486258727,15.890073153540241,26.86844394934035,89.57985619865923,57.07622822922359,0
3,0,1,0,2,1,1,52.00178915960597,60.59900576318119,0.6721263622169293,53.8939369872796,34.86055202979978,75.827031724423,6.773434214453344,65.44805952681847,1
3,1,2,1,1,0,0,42.391906579319325,48.76524418531793,38.19979703591117,90.35449867718994,79.18328196153308,12.800198460688206,83.6638486873282,90.85360629605898,0
1,0,1,1,3,0,0,26.66775062414214,81.3573679512979,31.854081922606525,14.202542690077625,72.66486229295445,61.669105931028476,67.14133627176481,25.81485981668684,0
0,0,2,1,0,1,1,11.846688104032065,88.33407814449981,63.52421129545371,31.66333075398561,77.10856042770835,57.8088890625159,16.169246245984535,33.88584244601481,1
2,2,3,2,5,1,0,64.65266942266787,82.52877906269977,3.8856344666623355,28.475689972684204,12.099097691993732,37.49268771724829,89.8724521276037,12.571436022090888,1
4,2,4,0,5,1,1,67.45567452627526,45.227932256493894,53.68765447603451,56.58734870181055,1.3866071080872788,45.965101451790844,6.570190242456597,23.762726961786697,0
1,2,2,0,4,1,1,47.416533835455596,37.123664560191386,2.5621335302186132,52.60391812297509,12.353357162234936,94.24349523474437,44.186559211380114,62.81368766119956,0
1,2,2,1,0,0,1,4.537536652850127,53.922846446169025,21.899349425399862,7.9510593502353455,14.438152676417848,81.76582805036075,11.490487777654945,24.969480879755523,0
2,1,2,1,0,1,0,71.89621772894111,1.7784539174571568,77.95877414183698,0.20307869718338978,92.52603694142279,44.53816526365628,73.32663081171354,75.57232051620323,0
2,2,3,1,5,0,1,49.995872956801904,4.8354999274198285,9.619838481992982,87.46334273150993,33.427482491927606,26.572906049795986,77.56070487932385,71.08866343366522,1
1,2,2,2,4,1,0,10.908981182949894,18.06063517307428,67.12099055766846,29.0075831484651,72.25603729659106,80.49791666535506,73.96865791440797,77.26822849933386,0
3,1,4,0,2,1,0,22.028363581811305,85.8274411849995,99.54811838485581,73.4667838602277,89.55040321286413,68.94813242967034,83.32493943163632,46.923044922415194,1
4,0,0,0,5,1,0,80.79398798462742,10.973600812850604,24.36932802293089,58.665578081798046,73.48042604468736,64.06780896770229,4.300851855064636,64.73145836143951,1
1,0,0,0,2,0,0,39.497470618357646,29.426325149866106,23.176687349353852,56.52413230220733,53.045283610856856,33.5177968245819,69.42766307414881,55.7307882858057,0
