cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,cont_feature_9,target
0,1,1,2,3,1,2,1,1,1.2916815559221084,74.76376688352701,66.55611613234622,50.12646538926613,87.34936990085954,34.80843975174708,40.17169183729946,46.28774279858461,22.687880655517056,1
4,1,1,1,5,0,0,5,1,74.7770843403092,90.55756714817151,70.83096414137174,21.766635238090448,25.971843165892604,25.077348447078982,34.21922832831886,22.926798726625275,75.33964890122135,0
3,0,0,5,2,0,4,1,0,1.9941080339582862,7.287046789342744,9.372540443001142,1.8317075936445049,70.48387663075773,55.09833776422113,68.78208665505325,30.51171863394466,79.91069428186631,1
2,1,1,3,2,0,2,3,3,25.23185145322351,95.6509759203198,27.31929581492195,37.677682962951174,4.562975988860063,84.50022836064313,27.218347984893143,21.6650013772693,34.99134381954241,1
1,0,2,0,3,1,4,6,3,94.16790865032421,44.8533256433062,16.08458118950281,87.58232620969703,26.787996516906375,96.91732674970488,6.987088528464469,73.46357726305797,39.23224036880442,0
2,1,0,1,2,0,3,0,2,82.52387791494043,6.520771639657152,96.65621305738112,72.24809731138791,6.571819232349552,75.5120088992813,81.4485522383126,19.024292307386993,4.908610647445377,0
3,1,0,6,1,1,2,1,3,30.30550245464908,81.42336685767698,41.345529743015334,6.405096118714193,78.63555619848603,9.193992178498355,80.98238528186397,65.79332262818257,85.34534298168263,0
2,2,0,5,5,1,4,2,3,95.4504526955975,41.606504067826066,80.25527854773644,88.07752378862568,69.85995222552165,27.524847556311116,97.27937652232315,7.3967722403996845,5.578273423231817,0
3,0,2,0,6,1,0,3,2,44.26842686605481,15.349054247544224,4.094067788344857,30.16440807977896,88.85987120689846,98.23284476541835,58.345290347152314,80.94572160070419,89.77225398017012,0
2,3,2,0,3,1,0,2,2,56.23605210963286,93.78590523374731,0.15471178084167647,45.303169039003386,18.636569129637294,75.1432967410694,51.37196337668388,34.17987507972256,63.89480664289058,0
4,4,0,5,3,0,3,4,3,14.837282662646578,99.84356178363171,29.1290092942878,85.37230004461937,99.59870172669407,78.41845284191385,0.6804207106105964,13.34076187365284,46.98383592507669,0
0,3,1,3,1,0,2,3,0,23.47802117967189,22.049283475109227,40.962791925016916,0.2758339946475674,88.66031614227184,73.99791378150782,15.293027664248637,22.783920035616354,56.25679199299927,1
4,4,1,4,0,1,3,7,2,77.09986868163622,41.20583273523726,46.818044429137515,8.589860318775422,7.629485223888965,68.89158048917079,48.46338222979038,3.014230226424164,67.21259568500916,1
0,0,2,3,6,1,5,7,1,53.63068768111131,38.43266930754875,17.6669454846743,55.83322601092382,50.80319734816992,9.725116131209145,75.03291554471426,24.125948244438135,64.75405516108715,0
0,1,2,1,5,0,0,5,2,6.510651573217741,92.29511492047459,2.5714170346715304,6.902056726485107,88.7888361109134,16.905822252976566,63.17712192378373,24.02122701638605,91.26343356697065,1
1,2,0,6,1,1,0,6,1,52.64963270192706,8.74398497645743,40.04502372221507,60.83075471724023,74.12332367250063,79.07090376807193,91.98169645312419,79.33583700860164,68.33881665790807,1
2,3,2,1,3,1,2,4,2,43.7984369154148,56.89286953879711,38.59470467252025,57.24406012262825,16.75419491978224,53.1747203996639,67.65296321829797,74.9734596905577,16.400883820141665,1
4,0,1,2,3,1,5,7,1,51.44906330114618,65.86439611886028,85.81631351231132,0.048104473283960836,47.82118849555883,74.32547279838802,72.49939792662471,40.22690525232394,91.74604828215843,1
4,2,2,5,2,0,5,4,0,91.97955363035446,71.89424679970298,73.03500954446031,75.83051692575138,91.93317119281879,50.38549134289808,15.74081648099751,6.060967339725076,14.95671203049146,1
0,0,2,0,4,1,1,1,3,83.16989323615883,20.10614623882748,66.10516110997341,99.77571449709303,17.716577691729064,22.510917223844707,98.02649824180322,54.1591165122327,71.23095939725518,0
1,1,2,3,6,1,1,7,1,9.243113136288573,21.076893172486567,50.09067653042024,60.647646300460046,69.67638806818789,42.46492287865296,28.434876375249406,63.337054266460314,74.66565650246439,0
1,3,0,6,6,0,2,1,3,41.49266066094395,7.09047112373139,2.432347177587235,25.598541623261507,81.69862306006384,19.501062359421418,29.733095105330154,69.72637369240252,49.859698791364515,0
2,1,0,6,4,0,5,7,0,36.346233879656985,37.34201438622353,85.53283036866623,81.49308316884755,53.444761040385,62.41495142007874,80.86282648408279,49.88970945253824,4.6536907969920165,1
1,3,2,3,0,1,4,0,0,69.28658294536338,68.19871339987827,79.76119994607978,31.270957908163354,89.93888010815716,61.6415937418265,90.01062473674648,29.29714475457046,56.72542024081098,0
2,4,2,0,5,0,1,7,1,61.253496608170664,69.75028594534359,38.313138031630345,10.565845456223288,22.45468912495816,52.484959222540986,15.67886255667883,82.23718150405013,57.24243322850978,1
3,1,0,3,5,1,4,3,1,96.7948296130958,91.8927639147469,37.82608728383511,46.95058582270637,84.59863846123378,84.33750374962034,58.339129950033254,17.02685342481971,75.82685684400957,1
0,4,2,3,1,0,5,4,0,99.7920206872376,54.723011694825544,47.85095695973849,82.64049262632027,98.55120647647908,40.334012969938804,96.86224631588472,46.49066420175972,62.21127680106178,1
4,4,2,6,1,1,4,4,2,11.963274306811279,74.42273791002833,9.709186042074036,19.3043812397114,88.98652874475009,40.72833808588368,94.81170710833146,4.644186234200653,49.09738115789396,0
2,1,0,1,4,0,0,4,0,63.01956755089198,7.414364573042931,72.84883752323906,97.66391769193758,14.052566521854326,16.704270547692744,91.84770050977316,5.360178021163087,81.31829814701878,0
1,4,1,6,3,1,5,7,0,42.78771614221335,80.41336716636988,40.79119197853238,14.636922437340438,11.057835601585541,54.45847030255996,59.0797198776595,85.15582209804677,51.23745882747258,0
2,3,2,6,1,1,0,6,1,74.02829768241486,7.0187253958848945,37.125337790713864,61.865912878540804,76.4006458303077,91.99753575587943,38.22329796840869,17.71690074313874,7.822697774190868,0
1,2,1,1,2,0,6,1,1,89.18341270663012,59.88517068619088,86.00987740574226,59.46105679053354,95.38603278075324,76.43805152822372,31.350494056857613,8.61495903612095,12.069580102145194,0
4,0,2,1,1,0,5,6,3,50.38693708486775,65.14486750895438,44.62350567758882,98.69315478739892,15.518884064045157,76.17060791406843,63.909208855615354,10.59854387652952,41.22178539386311,1
2,1,2,5,6,1,5,1,3,48.21184482477193,16.06662157643708,61.52439629915438,75.06104497229119,3.7223773502277235,58.30382517769598,3.271850014083,82.73094136000847,47.77193502450858,0
1,2,1,6,0,0,4,0,0,47.06310415904898,46.129293459876145,80.72217292419255,11.784916250338394,50.42806480371295,11.222397406121342,94.56467145924645,66.21389423776623,16.29194395859237,0
4,2,1,0,2,1,6,1,2,67.27154139230478,99.03573179003125,11.684302424369353,27.50050189758937,26.943597506723627,21.376963312936436,50.00903606974045,88.43457840733323,90.73253306223373,0
3,0,2,6,0,1,5,6,1,25.597559628113466,39.2513802388222,94.06536277447351,85.12172619896747,21.407516820547002,10.302097427349432,6.778703412640219,80.57646354698986,51.74144588346215,1
1,1,0,0,6,1,1,6,0,6.615128110153645,3.2166373077046173,49.46956664945941,55.443557921520906,90.2103272894333,28.327773812061775,85.22438753897707,83.20579586129054,74.78443209408762,0
3,3,2,5,1,0,1,3,0,91.61022326108636,91.73044375078835,64.87903331312322,92.5403175995822,4.78369425027052,55.419496827251315,18.240666057818377,45.27921503255722,48.65510487114264,1
4,2,1,3,3,0,1,2,3,10.362457017585069,15.500633176917244,1.5114256261859804,25.725671829759733,8.546065920070767,49.70872541402323,45.956538675783335,63.552900734409725,38.57797838270578,0
3,1,1,5,6,1,1,0,3,44.787402989375146,58.45245307971173,88.45765867151906,9.83662012747667,80.1893539126176,35.02231187230511,96.37691220540871,34.073719424088225,44.49850912168431,0
0,4,2,5,5,0,3,2,3,70.87263011579196,64.38373953583547,56.61982324335809,17.898728895537673,14.447967260090088,91.87780772735962,7.966920033942893,15.085088369342326,2.968059055285732,1
2,2,2,4,6,1,0,5,0,8.194056814591221,22.65082455019899,50.424784886574734,91.18786802872862,96.92680182674862,81.75630147086822,59.14811922617195,47.0325507897419,16.56904793850171,1
1,2,2,4,3,1,5,3,3,43.04180404712095,10.186193556859136,30.744679869030954,23.785453431557325,78.5666368751817,82.79599000981108,56.99974818923095,20.31866077230572,15.222910441151571,1
3,1,1,6,1,0,3,3,1,87.20369786210365,12.112692979452577,32.48012673710073,93.43216619750237,93.26333127249798,1.030993187031426,46.874118252053286,44.6129953364602,64.11316983564328,1
3,2,2,3,5,0,3,2,2,58.693774693446386,2.0945869548988694,16.116646954359982,67.59364905235941,19.814578519232573,26.60234617414915,77.16418079647406,57.05357699141636,39.23197822087305,1
4,4,0,1,1,1,4,1,3,52.39327057398132,40.20853280851671,21.8059088075092,40.03813759228711,21.816100010082838,59.6525302092403,47.78819068575193,9.67130919105007,13.420440459353067,0
2,4,1,4,0,1,6,0,0,34.09769484495365,99.82955444024752,22.572518223248917,18.466319794425313,53.775843818040336,82.53541819521587,69.75505603026964,9.598202206489326,14.21076345430119,1
0,2,1,2,3,1,2,4,3,5.47900042836128,17.30451799455761,26.052496078859512,93.51577518095671,64.02261505462639,45.89684833655664,4.169723041663653,96.97963201942294,57.02045022752915,1
3,2,0,2,4,0,4,5,0,14.128250544366605,16.38482277088855,37.47558966441551,83.82632680712776,52.572510905969075,74.03236965701471,13.683689439231406,40.27452414831338,75.19446976580848,0
0,2,1,6,1,0,1,7,1,53.51004887750632,47.25991757238497,19.9518470882042,36.40510076293738,79.17931539525809,29.670083879212818,76.70992855120458,54.418874130470016,95.280586737178,1
0,0,2,2,2,1,3,3,1,38.42482118378905,88.52116163483808,58.653872661801934,13.965660876994868,16.553139589071442,11.953496461181912,81.54788145506365,94.86895280248314,1.4895331936772283,1
4,1,0,2,6,1,6,6,0,73.34375854814172,48.61086005890645,56.77392578870174,88.84963501361509,91.20981505876904,44.80905939850065,32.198068616146735,50.87115357698541,33.870381330208474,0
2,4,2,4,6,1,3,1,2,95.23768856730392,67.39183042558206,36.03945452904035,69.46951724815037,60.369925868171705,98.89171831932066,42.1378199989324,34.000759306974395,95.68107520925611,1
2,2,1,4,2,0,6,0,3,50.99789002649231,92.6051651909167,91.60004833027119,82.86519458525788,55.76873541537142,93.30039971110529,99.06799475463993,82.15575206959149,49.30257936824232,0
1,0,0,3,2,0,2,5,2,83.25072703765333,97.79932034959188,20.884005958885744,90.6513742464656,87.72836694264937,97.90573698875178,94.48160817495477,52.17018682337338,42.396448300363055,0
2,3,1,6,5,1,0,2,1,1.3358167577325553,27.52431119867812,10.8962902187273,63.07017774020696,31.414131423345026,58.55415784608012,48.80548545799843,47.11590229593553,20.083276427597163,1
4,3,1,4,5,1,6,4,0,92.0695085274971,75.74069434890367,46.027079871580966,41.95797136603251,46.8028300846287,2.462066032086696,2.573028606777794,45.070864410102864,13.064588384284114,0
4,1,2,1,1,0,6,7,2,9.96160785904243,11.29485254590692,92.70108086934677,8.181234808614413,54.94645414055274,96.91068200659394,8.475048741323532,38.56628172270861,72.57833688388622,1
1,2,1,0,6,1,0,1,1,41.94818946829575,76.0437395636869,78.4661095682521,34.523957181534726,76.51621279840505,9.874501457970242,59.18446217460641,6.643009407613953,62.554357510327016,1
1,2,0,3,5,1,3,6,2,60.753032222378536,20.16120698670688,82.7404004595701,72.6307680576303,25.567192012716756,16.973359275118817,29.090291016957792,50.39199141442623,77.302321710446,1
3,4,2,0,2,0,0,1,2,32.418652678175555,37.134578726736514,33.95198439017293,3.126337753314634,58.21461350998383,18.83632117167323,21.517328349718024,13.319510237483767,57.75389226425381,1
3,2,2,2,3,1,5,2,3,64.80528887024187,17.03683961472018,14.632235770872516,36.760815307994996,3.7051424605018313,14.84831184820229,21.248595560733317,17.45437990983585,1.3709641286011376,0
0,3,1,4,2,1,5,1,2,86.13939872090613,54.7749313026687,39.61258277579485,34.047030953098535,20.76153485597827,5.975265749340586,68.62839103653612,27.173905882906745,1.0127813891648407,0
0,4,1,3,1,1,6,5,1,57.72529365313878,48.55109215897648,65.04960590509738,61.847531833216685,39.55650650779218,11.732292116192,69.01010423292846,40.03164084370281,71.8149598957854,1
2,3,2,6,6,1,5,5,1,59.74091521246784,82.22791248588462,34.24886600007178,33.304724567149634,99.36045458044589,46.526596035789815,11.166934954584317,32.2676912408978,54.68941877636782,1
2,2,1,6,0,1,3,2,1,28.402411839972697,29.424309047381502,96.77523539895311,89.06426765870134,49.661146261446376,62.59338067117759,25.743876274216138,3.41190976968313,30.149498521969488,0
2,3,2,4,5,1,0,0,2,55.151668723352586,81.68626120560283,95.41125950331532,59.66016560342274,65.32391926098417,44.53064912301522,33.684801331530835,85.34950114727356,65.38366845869507,0
2,1,2,0,4,1,2,7,3,60.652202612136094,71.99219201545426,56.25984864570103,39.277215219088944,34.30389070452193,18.96687154132718,77.24954643786413,8.353472469418666,65.37070396647852,0
4,1,1,4,5,0,6,1,1,11.92832003992127,40.72750770302781,62.20105305236678,71.56829375957669,13.88019694403997,6.246380005669716,51.25639250148291,44.94314678347088,88.98286991395591,1
0,1,1,4,3,0,4,0,1,33.83630275754663,68.66630676236993,62.58636271135642,37.5717975349212,25.89481169558303,67.05132869615262,51.89031194572432,79.44355087279568,47.617917676940046,1
0,2,1,6,4,0,1,0,0,9.007572327205882,86.40446331704145,94.29637171462295,46.17131838272189,77.88669519149151,29.6058231092846,54.31461694708546,20.95063250806517,3.5220255238121667,1
1,1,0,2,3,1,5,2,3,53.99409651224685,69.22011854231555,51.78274591554821,39.05088186995026,6.920634672561487,90.9248605466586,25.319744622011562,91.9975164466248,4.178801297458157,0
4,1,0,3,1,1,0,7,0,17.627758917773427,52.51742461097011,2.723004171875487,57.320158144563635,0.6853205099902726,92.93163226402493,54.54297788831494,89.75847385518605,68.38969907573438,1
2,0,0,0,4,1,0,4,3,73.15958180605813,52.37622627720809,84.8537988101999,75.65484623620038,67.8931449003881,71.53520151121512,23.61686462036169,86.68441481501245,12.809088677551728,0
1,1,0,3,0,0,1,6,1,20.79207039760086,58.798022026526745,86.8166850895685,37.737958594073554,7.90806618461456,67.44060299844695,47.728063372371224,28.28272143822923,96.24754193410598,0
4,3,2,5,4,1,6,0,1,8.871940355315932,96.89940388367815,62.86018672740209,44.268968434518776,71.62891873870765,66.55349779649578,19.503382383311376,75.05147326096636,98.06740338888858,0
2,0,1,0,5,1,4,7,3,77.941763589959,12.805752271275361,11.985190819795822,80.43872171176754,25.333482041702993,74.61513347363515,51.7942166113345,60.510942070208806,5.368173776055796,1
0,2,0,0,0,0,0,1,3,4.728192096015027,97.78230890422503,96.74798388181011,33.98785847195003,8.258323116653553,38.28297495970738,12.368034300332177,42.881406649848174,12.11611800628244,1
1,1,2,6,4,1,0,5,1,54.46642487768034,51.13899033298623,83.77661456834056,42.36009721645364,67.8165552373425,1.0515383666031997,92.96550663665771,30.662603518165376,73.11810143924843,1
4,0,1,0,6,1,0,1,1,50.30078861072078,46.0281861136691,95.79403041768721,74.09940170066281,69.08315812343211,80.78197305541453,35.716100174234036,46.645392150193686,23.667241807801954,1
0,2,1,0,2,1,2,4,2,56.60162856979329,24.38804806340479,73.80499791390677,10.342125687892844,91.44588675523765,57.014446743245784,12.810021923887627,31.421389613117178,7.467975613673461,1
1,2,2,1,0,1,1,4,0,91.63393121625725,57.59534164013328,84.53056886482426,60.478917269070564,89.58156729153143,71.47293636503912,49.99995323240082,73.03104853854684,2.5024059929399045,1
3,1,2,6,4,1,2,2,0,11.783304608027079,68.519611981082,43.37180473635809,10.448063748121816,19.43809759718341,97.88646041259173,26.58369536767745,13.882120704791678,28.692488651978255,0
1,2,1,1,1,1,5,5,0,50.64139821467035,64.00282619135824,58.7269208455146,95.79643771569333,95.05738407153686,34.79202034825353,18.378525324016515,69.67401945667697,8.593934396417291,1
3,2,0,1,5,0,3,5,0,16.206357015158357,28.147866795832854,22.178254480669757,91.0053914639483,71.54251911419325,84.20950609877458,77.23522388267273,48.610332667468356,13.799654826244389,0
4,2,0,5,0,0,0,1,3,66.23582690434579,1.825017048492128,53.14292471682418,82.26723124971922,51.05150034780367,66.4689998036584,84.49351008306874,19.601691438812896,92.82702326786077,0
1,2,0,5,6,1,6,1,0,61.63586097324735,31.01067016715505,97.08349786222557,81.1427938964744,56.14956363974232,80.04449023931194,79.66622896827275,41.87821458449806,66.43970538430106,0
3,3,1,6,1,0,3,7,2,28.99742852426378,14.003492484905744,81.22536885958596,33.32386287540843,49.62387091277349,95.6569101278026,8.453075393868614,97.34958647843173,67.32421198401346,0
4,3,1,4,2,1,2,3,2,65.37701155070827,84.7657378388604,73.2239710716297,91.77145171919707,28.3670818084236,4.415972974934346,52.9294094542212,9.119460689610115,73.03409387039285,1
4,3,0,4,5,1,1,7,1,31.681064760998346,82.92038220614167,11.865642027118984,30.597386864846044,52.83002321453137,81.94848677157228,77.8608636609698,8.36029025669811,74.90281335450013,0
1,0,2,6,5,0,5,5,3,28.970319113620878,39.19547335556872,55.74683310517345,77.83254071749555,37.99499449159227,83.6088886944435,10.450252888820188,58.54362739961015,41.46895853109108,0
2,2,1,3,1,1,5,6,2,93.99700898865639,92.40001756133628,3.1867398222219845,34.188656270067355,66.69926972056243,19.90279392422083,55.586957493460964,10.182496374000626,3.1461037712635864,0
0,4,2,6,6,1,4,7,1,70.81345322919407,70.56838189832378,14.6039931565494,78.32420060926745,56.08424407120981,51.23212536448138,69.36964278527721,99.26408815670399,81.5984680935123,0
3,1,1,1,1,1,6,0,1,16.06126648210504,99.73225291050409,95.87773911381123,93.83698159727642,86.9785821726043,54.194116209141974,11.701355404751501,44.30171862803417,63.153072884741015,0
2,0,1,4,0,1,6,4,1,17.950653781421554,60.581654743422874,71.275475677073,64.89390527098907,93.88649274233046,32.62262488687636,23.870439740909642,47.975517630905216,16.287250852282178,1
2,2,1,4,6,1,3,0,3,0.6362128416391277,78.74713439596835,17.449493028852846,34.133883339020386,19.714703252150912,7.703485360237805,80.40723615082557,3.9670865629573226,40.60613592042284,0
4,3,1,1,2,1,5,0,1,66.11929488123576,93.81248626119347,53.102032011765175,62.8428856181418,99.61195500855888,80.50448736041488,15.369218526346106,15.595866238242683,48.24959481718189,1
2,3,2,6,5,1,2,3,0,69.87109048243106,68.39972292954639,77.43478489743146,91.43465433679285,16.845102378837794,67.82395532007693,23.90636105405054,41.91191363259124,17.909317891230536,1
1,1,1,6,5,1,1,0,2,80.46934981586881,86.26367236303408,36.03242992778976,88.49543642017923,35.40380218398873,21.26127366362427,44.15137130314562,7.893775305911099,66.36060960638801,1
0,4,1,6,6,1,4,0,1,62.731005793301975,59.355564873186474,25.381037198096212,21.02853740106362,53.81947791381406,6.050770263774307,76.02903746375415,13.887909958946032,7.824545097421042,1
3,0,1,3,1,0,5,5,3,22.57779955601944,29.869983174393834,33.69197531711382,24.43191768661599,24.23872773001556,19.585247822564444,53.33465816998336,2.2343402470284546,97.58532385740027,0
3,1,2,0,6,0,1,7,1,14.721183076286026,61.26379756636735,30.261637810358177,77.03725918572042,6.274078228903379,70.20832253290224,2.8423757173293707,27.320353761721705,71.29278713275149,1
3,1,2,1,1,1,4,7,3,37.467631465621686,62.397678641908584,40.147926642519415,68.09778862472082,21.261561038991918,94.90981648677628,27.193066687679092,48.82653540620897,73.6025336726361,1
1,0,0,2,2,1,3,6,3,34.88911024956241,92.95699367492224,92.51103891850329,20.9204390577564,5.426603854665279,29.833777691339947,42.62629606623779,70.60678214665063,6.095342632938117,1
0,2,1,0,1,1,3,3,2,8.307095556438583,86.29544986425007,97.1036496216294,97.87788477871483,29.89300265737852,20.148814895119127,82.01530418110661,6.954423183998082,28.664386402131782,1
1,0,2,4,5,1,6,5,1,79.9249925052167,6.730871630982794,27.88775143086083,3.2626868989661717,61.560917749187595,81.71328564657544,6.028792838457953,42.10284228804774,21.885856251011038,1
1,1,1,0,6,0,2,4,2,82.93939211694209,2.1522968581069946,72.89291438014034,60.384037714495605,10.926961627666232,89.81434006954682,57.85592182101959,78.8671798400557,61.00843414356644,0
3,0,0,6,6,1,2,0,3,87.27234537228061,41.40215933274016,81.71221893432833,2.01207232616909,21.804903408735566,64.90822242767598,63.0211616803128,51.02848825101836,13.412394664161608,1
4,1,0,3,1,1,5,1,2,59.38707164235368,38.17810422377392,64.9910445321428,79.75747370279885,43.449158181227396,19.077798794775003,74.93286901794616,79.27183857200617,69.20252635260866,1
1,2,2,5,1,1,2,3,0,92.79994335226357,54.45887792798234,81.7794116089394,52.835681163509854,51.92064373016741,73.56482551192025,48.06001166993185,96.39418709997697,16.889235935296366,1
3,3,2,3,2,0,0,0,1,61.816720717785735,91.91884615873177,5.463454305929083,84.84856683861855,42.476079079201,81.69098838328827,29.099144462578153,64.6139199994671,61.45223106184616,0
1,4,1,3,3,1,0,6,1,3.4300108690462516,73.2143504547115,65.82042220970821,86.8375921489428,29.745144263565027,52.245879692235306,75.9170415988193,65.63576991710624,0.18160976710313026,1
1,4,1,5,4,0,6,5,3,96.84033488045442,89.28927851726294,33.01559070089729,6.8712897417449685,39.31382723079905,77.57011356129753,28.94180871179567,51.19530486115724,59.91730535748536,1
1,4,2,0,1,1,1,0,3,15.872202139810721,75.95702507847156,29.36806766312752,70.68086099330306,2.6559057895490845,13.002607592778592,23.344084259520248,87.78216309667329,52.06752752366713,1
3,1,2,5,3,1,5,7,0,5.639464510950609,5.592243276068276,81.87407717259487,53.29842731112525,26.92303209763707,77.20388962729004,94.31285558101433,22.6128703725765,70.42632497893109,0
2,2,2,1,1,0,5,4,1,21.282365902219823,26.897310133080367,74.57355913888463,39.757615043262064,22.23988847622682,30.838465493452983,0.49026387898979396,28.34680959422643,45.94882557230206,0
3,4,2,6,5,0,5,1,2,36.17547058677678,92.73451700862891,37.26461559654793,21.663941819397504,86.31230742430401,45.5961950650401,46.22163081656792,11.987194000274371,87.67828287990022,0
4,2,2,6,4,1,3,6,2,67.74685141109805,73.67376329882362,7.827580594235295,30.37308965997655,89.32549555675241,9.304761603218559,46.29747117170538,70.84242486806191,70.89731951846457,1
4,2,2,5,2,1,4,4,2,26.54619700929972,85.42913646371206,55.45692704681162,68.25170639302294,56.55894571260013,71.71393350600749,47.51716991318157,37.21723441017987,71.63880368999625,1
2,4,0,0,3,1,2,7,2,14.229269224014562,45.223184425495866,16.355364688651775,25.081463726032283,87.12961528920134,13.411844849497111,4.745548634982444,15.326050307201122,7.403875130598713,0
0,0,1,0,2,0,4,5,3,4.9253216177931325,19.953463223213085,50.0239929399541,56.169458947785714,41.592465151811574,19.810461666455602,85.33129809011245,78.63305995316892,8.799204454413056,1
1,2,0,4,2,1,5,7,3,25.171144207617722,75.96625821196936,33.625586099995296,43.2116999720443,19.771031927369098,92.38592631019681,81.89422760736754,62.53627355172502,42.74845446392329,0
2,3,2,6,5,1,0,7,3,75.41191089180981,87.88889237316648,82.85052184618901,5.254614317164153,53.38382256010482,61.03851936506569,88.55660188963432,60.749130444994016,76.70324693080522,1
1,3,2,6,2,1,3,2,1,3.5659878121673816,15.096203373493921,19.09735931515366,12.843191833712964,53.54410685748212,89.13644695814041,29.82457567682889,74.62832718793166,78.1509578230384,1
4,2,0,4,4,1,2,5,1,83.29416565155718,77.2247888296705,50.96785896057101,45.9803723379375,53.79704043278534,31.588787110173822,51.63593330003231,93.74692637565899,96.11042574097027,0
4,0,2,2,6,0,4,2,0,34.010741752276,74.99702989336447,98.90441650312103,24.975764302537307,26.251283912568613,79.18229210072445,20.242737366900997,81.94063989030518,96.6074408761714,1
1,4,2,4,3,0,3,2,1,19.988499501946432,91.35833476015557,49.58583137514382,80.21769773127907,78.03876611167966,56.318351078411766,87.2005587864086,25.32612665796745,93.43381138367978,1
1,3,0,6,5,0,4,4,0,40.96952170198753,17.78584490186438,62.45112095509122,21.311597858327268,4.488027702099895,23.32748612842117,74.85278720962415,61.404219597534414,78.14674289285965,0
2,2,2,5,5,0,3,1,0,30.48816184552591,10.928258613186404,74.83723109262992,19.44324084450383,75.05317289603329,91.56777931237689,14.169279554842962,43.915226685072554,95.13941459748231,0
2,3,0,2,4,0,5,7,1,96.4026763358418,29.54662086886347,37.78179237635535,6.322436085288585,43.71034973874771,66.76653253899106,70.73301118186556,52.03908322468984,74.43358279104456,1
0,2,2,3,3,1,3,6,3,81.86089888077913,17.949425509682104,25.012693573019405,94.18068388691728,9.899082809793203,5.676320066986351,98.00234318561894,45.813043722062886,72.6066285918107,0
1,3,2,4,1,1,6,0,2,98.2937668102282,81.69651916046445,71.42903601531961,71.73129097680102,22.326254410877134,76.8288335689279,49.670262369935905,73.67745193052076,63.07483507543776,0
2,2,1,1,5,1,1,5,3,75.02615301399078,59.46474288667369,8.482130484184092,62.55934526008989,45.0879860653107,84.33838501631705,77.57245285629628,0.6112004950877159,90.03915835298608,0
0,3,0,3,0,0,4,5,2,48.788527511957206,61.56611659320059,9.216022593933793,62.001432297271045,26.897117352402255,32.177384390219785,42.91426400511994,85.13113618970708,73.68583901289341,1
0,1,1,1,4,0,3,7,3,66.20968708031634,58.38492547365767,0.23985003645096148,33.61602861468525,51.27438439893211,52.61689495697698,84.6780905422975,1.9847711543506064,70.06850778549598,1
0,3,0,0,4,1,0,1,3,65.14337505998775,27.91934572589315,19.238834461683428,14.806976195845866,48.49369900647583,73.62721514755503,19.901809465971965,80.1093314256513,2.1218423359861793,1
2,1,2,1,0,0,0,0,2,70.17677411799141,62.06336014787921,64.94342676939837,64.08236925373393,61.10722186789427,9.541262687362428,65.60386935160082,31.19816688727162,33.10963213356079,1
4,4,1,5,3,1,4,1,2,57.78753976480839,61.67449994963461,43.46597442525333,76.26714175776102,42.81446651574517,75.78628923405999,36.50061069083226,20.190525478043174,95.07008206598168,1
1,4,0,5,3,0,2,0,2,85.93258732215536,0.5536871229405826,30.067953408150515,70.41341064939516,15.698871280314197,68.77323697452793,60.968943934050536,38.718839586778486,23.911619351343163,0
3,2,1,3,2,1,3,7,3,28.653631072383178,73.04175596346528,54.5792920331977,2.2619264473913936,50.58676052459333,49.20340191513232,91.26680923824857,78.2357996313808,74.6372728664713,0
2,0,2,6,5,1,3,6,3,0.9889545043030967,87.73329190450004,91.31041422827205,11.363903092633809,8.68862040257784,75.5873560241885,38.09335723594103,11.648713106553842,21.907910372367787,1
3,1,1,6,2,0,0,4,1,72.57201942603841,82.47557131831131,56.729647615134795,6.089128566800639,57.478449814726964,34.27871239372966,69.67167890758311,54.729267461302065,76.12834148948461,0
3,0,0,4,2,0,1,3,3,60.3767710891336,43.0897493263828,89.87785461064344,47.55054622631021,42.78666165262518,82.79104863262272,37.53178258567465,56.9807102780424,32.4737134722374,1
3,4,2,4,1,1,5,7,3,47.13349721506208,7.338652673132118,0.33013287017465975,50.617591555139605,98.82935201227511,37.768052850703484,52.07391182189507,56.13272596490989,97.43725173462067,1
4,0,2,5,4,0,4,2,1,77.40425212439465,86.08990858592927,20.43816959719664,63.80631033720233,88.06925662690601,21.49815260946729,71.09941509088044,72.12454533413512,46.78244739186125,0
4,4,1,1,0,0,2,6,0,86.29217263777745,23.824911708385144,1.509987978073124,94.82753226627591,80.59967195440623,76.3999212561629,35.44450841603074,98.77437903551937,96.35360975221779,0
2,3,0,1,3,1,3,7,0,19.060006976923184,92.4928230892974,87.55912678724849,95.7191587586983,9.716159561741222,9.929505457969679,92.90747664831746,79.58749466152804,66.8033206475939,0
1,0,1,1,6,1,4,6,0,47.793917885295265,22.012297630276045,51.08125267231013,99.62622573176482,26.888965342884074,69.79873204884345,64.09370014707663,80.77676053113935,8.945010930348364,0
2,2,1,1,6,0,4,7,2,55.864106922813775,56.33815765714619,91.91639956300676,32.58523546179586,26.373751651553945,61.913198738950605,11.192476401845274,34.33811701063991,98.69835724220684,0
