cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,cat_feature_10,cat_feature_11,cat_feature_12,cat_feature_13,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,cont_feature_9,cont_feature_10,cont_feature_11,cont_feature_12,cont_feature_13,cont_feature_14,target
6,3,1,2,0,0,1,2,6,1,2,3,2,74.55215485547875,25.53072794251754,76.16642601621601,44.22062517268618,40.14742905955738,54.511862991471126,0.7990822755881477,99.72978274883282,93.87192324418179,60.45686557241995,0.7823502867537191,16.080918325569428,59.57671549208643,81.08084355527716,0
6,1,1,4,2,7,0,2,3,0,3,6,6,25.43234763569385,57.8139028778964,74.41294759762653,82.36357300588169,74.70088420026681,32.981722677787076,12.112068365572014,17.249248226827586,8.762789122729775,4.947460567644335,32.88545266628851,2.370609415442315,3.5033220496001327,72.98233080505372,0
3,4,2,4,1,2,0,2,7,0,3,3,8,42.702378667397525,68.34601335448616,47.81301644238947,73.99864784068963,1.0377809565536578,30.262833335008523,51.24012149272844,42.738923458024715,61.84480074576408,31.50380701444817,45.46920713102518,8.108979782210024,5.672233794227699,12.750381135709043,1
5,0,0,3,6,2,1,7,2,2,2,7,7,47.64284124618445,16.661411317981113,1.1159998547195293,8.351269722449695,40.04736344006204,62.10110938605953,43.56359426090841,27.852829747192263,59.55146192320093,10.92002254433735,62.066937671747105,10.59470320790975,82.16805077640421,43.31945656283801,0
5,1,2,1,0,0,1,4,0,0,5,6,0,15.974662836736076,19.546797201890197,22.746669734923618,5.093968810535687,97.37113616218883,70.90477581024498,45.04148849896171,69.12591931363549,14.027311424097633,10.789470832931702,62.555676505675784,17.4398137810997,42.206867519237115,56.489163457232024,1
5,0,2,2,6,6,0,6,5,3,2,2,1,52.199560566068556,61.820595345925966,30.565113262050183,35.748764418712945,14.980622334763282,56.13016187968212,29.614871610844983,9.280084515460985,47.203362238688165,45.104483718036015,47.71796182114498,46.708879003453816,81.26885851365986,85.30776740041163,0
4,0,2,4,3,6,0,8,1,0,0,4,2,84.97479257697934,79.59486416881737,94.77822993680743,21.636270738978112,71.26541818710021,42.65950720985908,56.442931097782,26.766245056042635,42.48667394433389,45.313706382613674,45.21793112824507,20.55067766517904,23.454453046730173,30.78520761334965,1
0,1,0,3,5,5,1,2,7,0,4,0,6,16.953680472021816,40.33893206177604,60.484609088786335,10.705088969541322,37.292616951940694,74.6559025052393,19.07293299101085,0.7454821398567901,52.420623922119134,48.292500944222205,78.0967867745955,27.196277323772133,11.412136200969636,48.43283788866746,0
2,2,0,1,5,0,0,3,1,2,1,8,8,83.94542422530135,16.766212726176,76.3954187592375,78.29594261259257,8.992474890086566,84.1694026112202,60.717548696913305,0.6399234744269511,84.56700099375807,50.80593080118817,23.48326258424499,28.186232841159388,86.82271051075796,78.97887301770677,1
6,3,0,0,2,7,1,4,3,2,1,2,2,32.422368715865744,90.43512615050133,59.82197559451511,63.1080086673531,48.95163258815581,30.689798881594765,56.87565172033382,26.99526575913368,30.31738580710357,30.071553216778845,72.86547523321862,86.93575241990534,44.59204914444809,48.51007188497138,0
3,2,1,2,0,2,1,0,3,1,1,2,3,21.627605203812273,92.19079665640902,4.167173033246296,76.50175763090719,96.18999950295259,22.325141176304765,35.80020220470412,70.93569686950356,67.22641078795138,3.2143608974984694,26.19826997394229,52.61316714330248,46.90545366451324,1.8794366560728748,1
4,4,1,4,6,6,0,1,2,3,2,0,4,33.73577416362708,75.46479495856033,61.977493728422814,23.034596761289073,19.08967265965763,20.230765623820822,65.23046793453904,5.81820939078348,39.72214364286321,7.1230302445880245,10.993228528358912,26.433203459448016,10.976047555971224,42.27495878151446,0
1,3,1,3,2,5,1,8,1,2,3,8,2,44.38470870189602,20.795029365887462,25.795578070710413,14.873727924575764,66.5800982932187,32.467576329991296,78.74983781779535,13.05747102688909,41.57242561345249,21.65089212289787,43.90728163624681,65.64952827439804,87.35987752664538,20.05237581325624,1
4,1,2,1,2,6,1,5,3,2,5,8,8,75.73074476585295,73.00961176443955,29.81260694364486,16.332620694698143,58.40183690736902,42.24858876421281,57.64646140167123,94.40310088142151,80.25741624970243,58.6512062419054,98.66710560933181,15.249811729867401,3.592467461505122,80.30998855984099,0
4,4,1,2,0,3,0,3,6,2,2,3,0,23.22273554854588,8.844145705746985,20.935899525415135,6.4561506915460924,20.22442638856744,65.38848482117986,51.15166458503835,76.05171061665814,80.14323045857793,42.60689332064853,34.93002302039091,95.21721812859897,46.72532900337257,48.36137022373094,0
2,5,2,4,3,0,0,4,6,0,1,6,4,5.957210152606285,57.94844478774491,2.1750940914446293,62.63321177610669,42.57259482559571,26.26701633182209,45.42075524213156,21.189361100848714,48.03194012490047,64.58754795983863,41.422216517523104,4.496580958622243,54.356079117111925,19.01754111759676,0
2,0,0,1,4,1,1,4,3,3,3,2,0,30.781012771046925,63.291607775239434,98.38960632711529,20.170319398322988,59.765193681203485,52.207304018897204,2.774534576023313,91.09064925697903,77.15392782850581,38.981891774536415,27.615306212267576,49.910490355794266,13.802741511404049,53.7928736759761,0
2,1,2,3,6,0,1,7,1,2,2,8,2,69.53289775227012,40.88159513943458,27.10567880238579,63.16545157538336,46.10065204255687,21.08581140990946,86.47740801384856,29.481693248582495,67.5587430180761,98.32955770922408,26.589695563343916,35.94940342949249,43.93842359456642,57.13499328658189,0
5,3,1,0,0,1,1,4,1,2,3,6,2,64.82269526628252,3.932723313731712,45.045204661182126,33.33594939135517,72.71803971043008,44.84138553272095,80.89985242148444,75.48253619734999,86.84976025808442,27.89800654097039,87.23710069936132,3.778458155246356,71.06924565051314,54.08193621916497,0
6,1,0,0,2,5,0,2,6,3,0,1,0,32.88301796909228,73.19550698220742,78.21032124694055,26.92257957133606,10.347305984821842,17.851909314091053,49.235337053118414,65.2040121137935,19.184851520384672,9.702763521143376,28.069209068571542,79.7008261591554,71.15463287193101,43.671521420209146,1
4,3,0,0,0,6,0,7,4,1,2,3,2,28.344098855918563,41.72148983594399,60.35768279435623,39.17345605015471,78.53517556181988,53.21943999227228,5.218411682896907,36.13887575546255,33.8545163238153,80.99411347814247,21.85907692897837,40.655239324306194,55.38889053084656,0.5547885217353055,0
4,3,2,3,1,3,1,5,2,0,4,0,2,2.1759674251545125,35.535739547019965,43.52572350510107,70.46214538068847,63.206809025764734,19.84297421904483,31.16750526284342,65.42809381495671,91.36552550490859,78.12537999780925,95.6598074300379,57.55396952937208,50.112671981853076,71.92473325613362,0
4,3,2,4,6,7,0,5,5,3,2,2,6,30.28715683081227,86.00243209389802,3.8865164746069603,8.95903887890299,71.09497744869279,47.582418938055724,78.58613120051385,16.27651839276486,78.20871422214314,77.18669698666908,17.122818932177573,70.19698023762552,10.895637515846413,10.662468071694075,0
1,5,1,4,2,4,0,2,7,1,3,8,5,17.24596867069741,64.8741094403453,35.96338597016575,42.83836042036846,53.12518182334579,58.508705120165786,62.68781806371708,83.49800236487363,89.37303565059456,90.56271290809636,33.23608241424826,13.257456086964215,4.813442111663379,66.4603135180852,1
1,2,2,0,1,7,1,3,7,3,4,7,0,64.29181516201395,2.2957932430350714,76.05341000401644,6.06100877047846,63.18942665163535,81.04857258489527,2.631524803595786,4.7804887510458975,9.15368313232201,66.73411595591475,41.12060941764748,12.674220018207826,48.11874762301195,93.27597205264104,1
1,1,2,3,6,5,1,4,3,1,3,7,3,34.78861318247959,26.357250579338796,56.62046077165621,25.001067769335094,62.80448643277975,2.917095065847164,41.30989946492025,20.339946119430795,47.037387153160836,82.02513465809132,50.37636367524978,77.9402825109086,49.722007231435825,53.08761621010161,0
2,0,2,3,5,3,1,3,7,2,2,3,4,21.39589255328227,77.46999087128515,20.453446357992398,22.17823654835168,0.9039663601563386,81.44273064990978,49.30538801725981,29.074936537860562,12.096453817181674,61.42649543941339,70.17548687582068,85.00408080130704,81.003065666035,34.90589118991759,0
2,1,0,4,3,5,1,2,5,1,4,2,1,61.224875071458925,66.54593680641074,31.186410533942066,47.08755728984456,98.20936017695036,25.549198869910917,56.21736824518607,41.80873350793477,8.572877262328538,77.15779862526803,84.05408611321054,23.508535170647992,63.655923773863954,49.49132772592076,1
1,0,0,0,3,3,1,6,3,0,3,6,1,91.18218116755203,98.04154911047671,80.44929443243906,27.585247283594683,72.4809756906839,30.615974016084902,79.14473029375215,33.12189383391823,49.91622938773197,77.7670120916234,47.72275267761981,97.91517466345314,83.98050467389466,6.99282529139833,1
4,1,2,4,1,0,1,0,6,1,1,4,2,25.58378572330473,17.382550684371378,50.35865283649421,92.73341794018454,68.02218343458796,92.49813076926418,33.478244465822705,92.42374148494126,71.22419690848311,26.384181728409807,35.73901490763271,29.582545481123056,48.288132698035305,86.63159784100506,0
5,0,1,2,0,6,1,8,6,3,2,4,1,67.67293015442768,73.92833749944275,75.21997384744272,92.78776590890074,29.893247475792595,17.700318007997538,47.084049314055285,71.14224154079197,28.80305889201422,14.642369000501487,66.3186368242701,62.52437694778571,16.178997162976692,73.57712722414196,1
0,0,1,3,3,7,1,2,4,2,5,5,3,44.26423485708689,51.411017248393435,11.617896506701442,87.70002082979896,61.25279812086426,53.46860378019005,51.3888316241754,67.8299816413793,98.24649968040808,14.996339115455658,97.56661685945438,52.29723154508535,99.24039759509826,2.7270602245689224,0
4,0,1,2,2,3,1,7,6,2,1,1,5,43.10460978876003,44.36126463391802,30.75251341028704,55.47412637954934,16.479860419374294,66.50242886130765,9.555413181271277,82.55430120988126,73.41765257185148,32.13926601657464,85.52293294008776,54.68728921070608,62.69537790009964,14.444056902382185,1
4,5,1,0,2,0,0,1,6,0,1,7,1,19.642135949598828,39.06778764085049,64.20637654252386,34.82582686070958,38.21484160302301,97.72029307480612,30.814320942694273,90.1190746332811,27.24143964790069,90.63416980975694,76.2559546480851,26.250961291393082,38.79065629157418,75.91689121550431,1
4,4,2,2,3,5,1,1,4,1,3,2,7,61.15129790441933,60.23702831450096,39.3426602058768,3.4710442909984263,50.83277587687128,41.432232559654324,67.22024519523438,52.68087441613625,76.25942842261888,3.6397869936481198,97.11203043126812,90.48138974192044,92.67162065329295,28.240559531352773,1
5,4,0,3,2,6,1,2,4,1,4,8,2,90.30858523104416,6.895451108341188,91.31799185583557,4.252450640960037,28.269334029351036,5.062005130582337,3.9200637154232054,14.7042073423573,15.847585768772587,96.65307564449243,69.7975870301613,40.19503789992345,42.53764972921754,36.96760212860082,0
4,4,1,1,0,4,1,2,7,2,5,6,2,17.479738426425982,38.01066607589969,16.879328831991426,78.19397511062706,40.978651985962166,15.636628863150804,42.64185710569326,22.304314054899855,37.585266535146445,3.01588235427378,8.599179339843054,61.28295496814623,84.4291982100529,52.930873940105705,0
4,0,2,3,3,1,1,6,4,2,4,4,1,85.96818854872342,13.382513591027001,2.928280530445704,19.933191915213634,57.03429281417186,68.45458201507262,47.5608544571096,68.80314097892669,51.0187225491113,1.4736529221160088,17.019787320193814,89.12832366457266,53.01228507156585,75.28717409261056,0
1,1,1,2,5,0,0,8,0,1,4,8,7,82.80783801522146,49.4543659283131,58.1270461066505,75.8222727677903,85.36404358665284,67.72076636076625,34.46705091726745,28.897877874804657,2.1100249801525917,91.00917059075616,40.85894036405918,65.52803683161741,24.142984568739102,21.245745128553693,1
4,5,0,4,3,6,0,8,0,2,4,1,2,55.307956847745864,54.23834615767469,55.158742266655224,62.525028950939976,67.28551948599198,89.93920943106725,79.89354657528216,27.83798741132041,84.63187256499158,36.2693838109546,39.173773871807235,13.335883531652758,72.07249650991484,20.740253571408353,0
4,3,0,0,3,7,1,5,2,1,0,3,2,99.30273297653571,50.549669856078594,79.59033160782248,33.644737142012936,74.65012206163443,97.28490923989361,2.900902615852452,71.53965525676614,65.0521924095047,72.60799301121608,52.00320471853416,62.86923179936096,69.86780429820091,96.2193404075526,1
5,5,1,0,2,1,1,1,1,2,4,7,7,70.57591231036885,50.973215551865735,3.4620954693552086,50.406978304918006,31.08226545685828,96.74875534671264,95.4702969498338,56.32881415666085,63.292680284230876,34.966554632877056,39.37156527427871,92.65752482057316,69.89705903077102,98.38045455162737,1
1,4,2,0,6,7,0,6,5,2,1,1,0,7.306329204412531,18.045774365305512,98.46568302914174,37.53818137000966,99.42487307676136,5.851707581273025,40.136433247384495,87.93808640116453,26.43763058443306,38.38461947707565,13.200713381017126,88.9226795121903,97.24590808058947,4.440201820018963,0
4,2,2,1,3,6,0,1,7,0,1,1,3,97.94734273545505,61.09952311803375,48.60081629789449,10.27458023604304,6.225497847330075,14.445624548228642,24.97961323176353,15.078758129874148,13.963945653868093,26.175989599976713,37.15052604620088,22.89139921378336,41.45317160729808,65.33806403363741,0
1,0,2,1,6,2,1,3,7,2,2,4,5,52.405107276472364,36.040750351077776,48.54597377270004,85.96659027147324,18.758606357577257,69.57259831324166,36.12272068657831,2.7993357327654955,53.71474201074208,22.510651240085345,35.680071216291445,1.0705989089203616,66.69271760150856,27.5174825798288,1
2,0,1,4,2,5,1,5,0,0,5,3,4,6.843089055559782,89.02050572738192,15.912255081493964,78.6393566793566,15.379420213245421,51.47240380784772,15.068128578925755,61.231650141031736,32.293700635827506,26.594932180738617,0.011098618417049178,59.88641107297769,91.04280242436091,42.057994350411256,1
5,2,1,2,6,7,1,8,4,2,0,5,2,8.160967785195227,17.305769022244576,63.11989089433282,61.89233000243688,89.30374676652438,61.11970547310116,66.23973476120361,21.644444786751983,63.73336780461716,53.16471667895608,34.11662721441176,24.71522375325581,82.69663334290695,82.52486685786995,0
4,2,2,3,4,3,1,6,4,2,4,3,8,28.26745885835803,20.03528548103153,12.413097109708671,1.1361048284863395,42.256278097616274,9.631613549374318,1.2596393761548863,50.27641530059937,17.118757812704466,69.62613038029471,78.10688642044175,11.158350677825712,42.59736372746167,96.305894920358,1
3,2,1,2,2,2,1,6,1,2,0,3,7,61.01978020960044,67.44875411382108,58.55829701982399,86.52693567142639,15.383313838972112,65.27205532795884,96.04701823718295,55.70753579820489,97.10958225747017,41.176100786845474,61.981466033337895,67.03746637195515,18.275603249755022,87.84509930630831,1
0,3,1,1,4,5,1,2,6,1,4,3,2,4.205436139777563,90.79140502064678,8.995469870812867,25.01244215088857,25.047618372372337,36.74676609164198,73.46893124022688,22.71219565511614,2.8142127253566795,69.37386459121217,45.54854365479854,16.90525796746103,69.21083241795581,9.616311493635788,0
4,2,1,1,0,1,1,3,7,2,1,0,7,1.1359043742790509,12.737578213050515,55.660908268042775,19.86075552705784,96.57380854112506,14.618207737644251,9.508185641206701,41.735781939240425,63.304151267280105,11.960828504707699,43.418510111157374,90.05292298275758,44.33661569326463,74.30139714692918,1
3,5,0,0,6,1,0,8,2,0,3,1,7,38.730934397798336,15.355099881756528,9.117040939075672,7.0408846638958185,56.32986150687431,30.603819965784673,38.72081843079397,58.160576368556946,13.43714434613943,39.097006942735014,84.38851066947089,7.100908862873567,53.963755176866016,71.1109303153896,0
4,0,2,0,3,6,0,3,1,3,4,4,3,11.531459352217821,95.24644441494137,73.15934272846985,58.35423008209069,1.2946961649801692,3.7291518531518464,45.35843438073456,72.47020737620635,28.59999194876951,59.62532686059892,95.34749316095105,3.7271199746229167,76.23797860529885,41.71066170566819,1
3,0,0,3,5,7,1,2,2,3,4,0,4,34.581283289696195,16.61484236659675,29.158315733840723,40.849540879418974,96.76352448289882,78.2833102817266,48.99690373707746,86.06743736918538,86.8126098961006,96.0586785312381,53.78488375515113,35.12175278047612,9.509138791676609,75.21140176312944,1
1,1,0,3,3,7,1,3,4,2,1,2,6,65.53775190311735,84.05266704002682,72.47409852390099,75.93870728690753,70.35210022351751,28.36005696041174,96.3694044131439,93.71358573324756,83.89146636687289,98.8770860590962,96.98492866150924,50.348061701196535,37.43680933152952,59.102132082645994,0
5,4,2,3,5,5,0,0,2,2,2,8,1,71.29633610211388,60.33744915917031,27.340663269211763,81.30299636631537,67.40510095638628,45.46552909996079,33.15488017989172,73.1312976161762,26.127954389613905,27.764237162417317,21.339845653895207,0.8465665688793034,27.41331989899527,69.33724191733342,1
3,4,0,2,1,0,1,5,1,0,0,2,0,14.137965582845025,97.74564386272276,27.928254635000528,1.8393457820253145,62.39190141809995,15.619567353361896,46.66326380024435,13.797653174999425,6.488156818206326,67.91485254274163,66.84843305444383,73.1574124772722,69.75699970746521,36.809671954004365,1
3,3,1,1,0,4,1,0,3,3,1,1,3,57.60519042738724,23.919722446179758,63.85460796306415,20.67330072861049,73.47949406504056,44.53153687465875,52.367576518765844,49.24906014259759,43.293895228900745,67.40592465544924,63.4410534053719,61.44738814957718,14.758218713762206,54.5066810027979,1
1,0,2,4,3,3,1,4,4,3,0,7,6,19.582936836275866,38.618919646491946,87.18153728179529,97.19610398508875,91.78316611799877,62.013229201310715,54.74288045320609,74.47255025363864,7.343336403587353,38.38251865654863,13.665189827929192,3.634264450446534,5.725270779524127,68.2464023201027,1
2,2,0,0,3,3,1,0,1,3,5,6,4,11.304094295047662,15.52186551343252,4.978334505098991,81.33652046280211,33.92219271082564,61.60894268626984,3.207451290081864,48.04520474504604,82.03507023502885,41.40608137327043,51.55856809208977,79.52401456871006,12.210714144496848,69.22916266344421,1
4,4,2,4,4,4,1,0,1,2,1,5,2,17.381192497135068,51.20439945440022,18.233025160891682,57.610672926729855,72.60937224991233,26.12751006421361,84.18893066061084,83.58400699380441,76.32506793405432,73.4445287959692,71.10449859496603,47.732586454367585,16.125592081479347,10.113857954556504,1
0,0,0,3,2,4,0,6,4,0,4,7,1,49.51604298042711,21.82096053662821,99.63474122969588,48.30850868844095,51.129316858778175,73.36217739278645,18.323761760076472,91.01741354731895,24.662926785079954,22.675341457173925,48.53674777236915,19.976018032833665,39.53460205157982,18.544708808950826,1
3,4,2,3,4,5,0,4,6,2,0,4,1,78.73540203032933,49.071622104618626,98.27738959448529,95.63979578349975,52.02313991721361,35.13308186250477,66.9116613502493,75.00154236117119,90.9251550777573,69.8055878990896,35.741631604587056,46.15438001018326,84.2504505167891,15.581553197795294,0
4,4,1,1,1,6,1,6,2,2,1,7,1,22.56677737997582,91.58512708918727,42.4853596070711,46.799598858276404,34.37225763338336,98.53843207940267,91.44332087058842,25.977328545248913,1.3982183749624344,55.827932946873325,24.695821441186816,27.487118795456354,59.846062453610635,50.28036787073038,1
3,0,1,4,2,5,0,2,1,1,4,1,8,51.7828467977521,86.67615148765188,10.544880802829471,96.86358214482264,29.498800257399026,54.07656237250432,51.746711396386715,92.41097595960045,74.45834631685294,32.44934067453159,60.96468520636853,59.73409168064288,50.73569511369155,64.24195453502979,0
1,3,1,4,6,0,1,7,2,2,1,7,1,43.13641836169136,21.477749390928725,29.652989922006057,30.38518475514517,90.8826961185069,80.16930631994873,65.69986021810051,16.123158979160124,50.69390622712808,46.617688135130265,18.696119984463266,56.97164090709632,55.87225161276127,33.1228372066328,0
5,0,2,4,0,6,1,3,2,3,1,5,0,36.86884412564041,96.87427192302181,19.57859538104394,22.74899637340283,33.60167814914446,23.477587028583578,55.57326439056668,98.30251952476274,74.44397536327186,96.47543860670012,50.22224255010489,25.349093056829208,80.81568744123983,86.58999767962825,0
3,5,2,1,5,5,1,7,5,2,2,8,0,30.130588935744207,28.06921939144894,30.802146022506737,59.175736613629894,70.32490641092353,51.232708231521244,81.61209663501606,3.391933477899034,71.38740248791692,33.398547523657705,57.55339999171637,31.792362461352376,68.98392859496043,64.25186384027757,0
3,2,2,0,0,1,1,7,3,0,1,1,0,48.20064787636241,80.23464294858805,26.729564336183962,62.85176457218215,66.25222453986956,72.0981307787901,32.2754226911403,73.88166316245554,52.31747851305494,16.23549223853512,80.7819286051951,55.97952387178756,78.24778621892648,57.91340886002709,0
5,2,2,0,6,5,0,4,1,2,3,8,2,6.344571431862844,27.511264670373603,65.53639316739248,19.545966101438093,29.00827235764698,43.12086838392754,81.49137094520697,71.23408976153391,12.175913082122236,12.401370932332922,74.41500052471818,44.00296452921102,47.911737299193824,69.06610226985342,1
5,3,1,4,2,2,0,5,4,2,3,2,6,30.733618678438656,96.13681585069122,32.066437505202906,23.261795129323016,92.20974785607731,94.18748454085993,21.329122909436837,59.103792809817826,49.19047941180907,99.7596980851546,10.802944742969578,62.41477160970867,66.37565674756686,36.12285598396628,1
1,5,2,1,0,3,0,5,1,0,4,4,1,73.37626694106852,9.037091378660712,39.57135273700013,96.4176177719201,1.771682602013358,37.04977444464033,49.08417153815504,41.77847918546671,51.81600806490262,68.58184463847097,23.2587004519354,19.57622207646231,82.65794361810153,32.92530968896145,0
5,5,0,4,3,3,0,3,1,3,5,4,6,69.95642213954167,98.95104621709746,30.16644449938527,68.52244060914292,79.40839154247415,62.15140848154685,12.67726610816422,31.699587460544578,23.402794356595113,37.18661327175718,37.03095146830675,73.07064495836939,40.09417409098263,34.775136906076135,1
5,2,1,1,4,1,1,0,6,2,4,6,0,19.92627425408633,72.40728470373794,26.24149103590413,69.28429281659938,14.291141815760955,18.14036128360267,78.25272438493782,34.8019314395151,55.533542633719755,87.33361513128015,15.03020056417298,52.86085500364992,15.441083202927619,54.353267729007406,1
3,4,0,1,6,4,1,3,7,1,2,4,8,97.87297696204327,78.43464983112068,96.08094629713312,4.920870368008234,16.865404911895475,46.80701063573501,1.4692776882230585,83.03861065520323,81.39100707891154,57.724885755376086,50.39556952614219,60.42278829464301,69.18465569160236,2.125010731595889,0
1,5,2,4,0,1,0,8,6,3,4,0,6,15.325949136029237,83.35575586991277,99.08451450061348,11.478607484700664,95.1270131308805,53.66910643466688,36.635875569220254,27.030403070671728,32.0144337572369,75.40895307889454,91.57305990441033,32.108062455919494,80.46445834627696,74.0440251486565,0
5,4,1,1,6,3,1,6,1,1,5,5,5,45.12515600428072,24.917578663286967,16.286812513389847,68.12873074742879,88.52237876503575,87.64478772089723,26.787677876039872,34.919685641201696,10.83058231098384,57.889956580314774,66.85487465180302,83.8038242105525,40.13894640351287,18.158486432938115,1
2,4,0,4,4,1,0,1,2,0,2,5,2,90.70727100992374,70.89597507964484,95.78786350552768,7.968634587441937,2.251937671823967,40.059579751289206,81.43238907589735,90.03985902324544,54.645963247718456,41.52539189956214,23.629471025265502,74.06455954527735,12.464770233104904,51.0675818788199,0
3,1,0,1,5,3,0,1,2,3,2,8,1,82.39073608125894,48.76316041092955,60.551567236100425,16.22358531604021,36.78244983653096,68.96004413105629,31.4902409326991,39.47018557548579,30.97655632681193,85.88603563702408,82.5763945543867,16.11794708515647,89.33885435990861,76.71340658095002,1
6,1,0,3,0,4,1,6,4,1,5,0,8,37.175559624909695,89.89714370136225,0.8750261466812792,40.38888015479847,66.92469112507035,23.856309091425675,85.11849020691471,51.649277245680146,1.456756353579225,47.402869865497756,29.912936265626943,76.3845625374251,69.43535537264557,54.47074525254712,0
0,0,1,0,4,5,1,6,1,1,2,8,8,84.8244296882969,58.02001749894281,49.993499761516425,31.276482568583297,65.0837747323181,43.888120321416025,55.93657210475445,8.149218272331638,82.73572983054012,34.5507790905953,73.14755032332025,98.52431771846855,52.880372505862624,91.47928194176464,0
0,3,2,1,1,4,1,7,1,2,4,2,1,47.007711006195784,39.8991706391692,4.399124040906955,79.87155820792331,56.141563571139216,24.166488726270064,92.01736413547987,47.12594179295607,38.16506060812122,23.507347191982042,90.61073391820761,8.262896636172501,85.11037727743496,65.13271730751929,0
3,1,2,1,0,3,1,2,5,1,2,1,3,97.27520641932364,72.49804660557919,44.69576375023786,55.85649612162271,17.904727354313543,54.8898356893431,94.6900085660348,99.26818463988528,33.69497504610591,3.1101256015005574,26.308008851198583,67.2487096957909,92.4575333259794,90.98354205115953,0
6,1,0,3,2,6,1,5,4,0,4,5,3,85.72134427845725,86.20828076225831,38.36666035564993,26.822039030428925,14.902403740212645,65.49876129651136,72.10792101046638,44.86115686935134,65.22776237342607,38.301166310793135,52.49385288837196,92.20948470953991,92.58876822509427,9.559414767536245,1
4,3,2,0,1,5,1,7,3,3,2,0,2,94.61301106605647,14.20362964502706,45.342035254673675,86.03540947010988,68.0020817098538,5.544869390618534,14.34915860317123,97.88434602376526,40.164103890632816,64.7496493405817,62.067028405917554,49.71060731870177,71.81222399543485,26.353633302516677,0
5,2,2,3,5,4,0,1,4,2,1,0,3,14.181314857579064,40.879106172011234,50.24237290020318,9.911458490210034,80.51014826252549,44.2575448580204,10.37301489708029,22.813223258043557,23.391341381125073,54.90859743332359,53.294862017902744,69.83392708973328,88.54786618286303,23.876234402754715,0
5,3,2,3,6,4,0,8,0,1,4,1,0,69.06260440755543,2.398240365425197,18.078939228307668,23.502422753319905,59.203114313925894,17.298769572035756,34.200788646766675,35.72203243756864,41.94206365522996,98.91997640784216,89.70076516230637,63.90214474709818,28.53784602113333,11.970002289498494,1
4,5,2,4,6,3,0,3,2,0,4,2,7,30.569792641601733,22.95485807715414,12.479494406713144,90.72002744481283,81.25078284298348,36.26670554246931,82.64856907586721,51.010073555476175,1.1056939905785712,7.462871132948612,0.806766835667938,20.3989896237005,39.830157846003424,61.273813350178976,0
5,1,0,1,0,2,0,3,7,1,3,6,0,58.87244573424842,26.586932008715713,18.386202924977578,82.11441244420674,56.05669344548257,45.96363241570266,72.70289583463112,83.11290310505174,34.6852372314602,15.72320063476842,27.23935366422683,46.35920034469269,69.45895909140938,96.41002540137157,0
5,1,2,2,0,4,0,0,6,0,5,4,0,18.29166573976897,27.969410966915753,5.293716237741153,70.0744377129491,14.81049814709351,65.07628492885354,43.75991518194663,7.615588513496907,82.0428509900632,6.868820814703447,26.997521440678796,23.1782163847836,26.580612728007424,50.800973995385846,1
3,5,2,0,6,6,0,1,1,2,5,0,2,10.084954011972613,31.827996404045077,5.6587304643139325,71.3311750360074,86.29747875569042,99.79865263387049,10.21605357656975,69.89353572835385,10.728641440469222,22.06790384901588,35.53904217999124,72.6098324616339,5.179419789411243,47.925190225091065,1
5,5,1,0,4,6,0,2,2,2,2,0,6,13.433438208679515,94.21094707664925,1.117163957952294,44.98604289989851,72.65798458142892,67.33759381456032,74.01029428986718,19.200031963628085,72.86047723917444,49.71862740505038,39.4555803301143,87.75963884273146,45.21967038277403,77.8229305781511,1
0,5,1,2,5,0,0,1,0,3,5,1,2,10.641174842673173,22.619325688353086,58.520203918181814,70.23789007986694,89.38203595495136,44.876996880070784,96.97614709368335,86.8152223452312,23.976042153817335,36.91262068869421,62.35870872095085,7.220647055817286,81.69225949398634,74.51915013835861,1
1,5,0,1,0,0,0,4,7,3,2,7,0,15.26115660644114,97.5363463333816,7.712742557253616,98.13057337135452,88.3958606781007,92.38136142701465,56.50332125732628,81.08999708963877,56.664795198199094,65.99149701144962,13.469714849931524,35.15441869318758,40.43381631399679,25.8752808845074,0
5,0,0,4,6,1,0,5,3,1,4,8,0,6.6899446189905625,99.20819320028667,36.40195672661422,62.94629431525192,13.005756046108562,78.79688995391378,0.27538292484891036,94.17606314055857,73.34977804711255,89.46609377265801,7.341226092340436,60.63195655175356,19.939226666287357,31.659187699394963,1
6,5,1,3,2,3,0,0,5,2,3,3,1,68.4723695483118,20.196849636668812,17.43029629592636,76.91444470194244,79.15631068078972,26.831084036539433,80.62374994945283,63.504079859416095,97.92708851816313,30.21234614236811,85.11901150083949,37.61871989466451,8.069267525131584,73.48299784166335,1
1,4,0,2,2,6,0,3,0,2,4,3,1,84.90887677539966,69.5858655622504,94.79853226874498,27.23088009691751,76.99780425913599,88.35744021627593,13.73728492964731,27.74295265355333,68.02532919009654,65.48628563319883,87.91667147435082,5.437977057919607,11.754702521707571,80.28171388197877,0
4,2,0,1,4,5,1,0,4,0,1,5,2,94.67312909952282,72.78882325598718,21.78277690914183,51.693893386370235,35.9266818375217,85.5251761025278,23.0635348970852,48.67079740398743,77.51487256306142,23.37440129852539,0.5337507105258932,44.696750935214126,30.926277754785936,56.130374761685545,0
