cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,target
1,0,5,8,66.69798882007846,18.967142422853133,61.925408243802714,69.40507831473676,67.69265563977606,1
2,2,6,4,28.91016056368113,28.937615643883994,82.17216912822035,69.82653536987961,97.94236635136262,0
3,0,5,2,69.07796130693379,68.08115221891794,64.22497032748677,11.625404058865973,20.349023308388315,1
1,2,0,0,82.99774182506229,67.46776026447189,87.68153476685013,58.48630371152228,83.07550180031141,0
5,3,5,7,25.506769611057035,1.7899393435608313,11.72448738976123,19.985266441633552,90.81264317615341,1
4,4,6,1,52.030060067242644,98.31415510101735,69.79116956594554,97.42730657136826,35.654321398228525,0
5,2,4,5,12.889532246914525,98.8848942820053,88.63314323460668,71.24679136420752,28.68577452954072,0
2,2,5,0,85.4321106668448,92.64542830754961,10.836563922140986,82.84061041422636,71.6006729832833,0
4,2,5,8,42.25543100674073,1.5267482162769963,59.33291549044133,13.505750533448479,35.19359805617862,0
1,2,1,0,51.793235577507154,57.18067227769906,69.19570724715824,12.24925764015662,21.892598746439663,1
3,0,6,3,1.6544646018185172,25.174776224139894,47.16319561738581,93.59734320042602,70.9724004689911,1
2,3,4,6,49.278737541424476,95.31129797307513,83.095443940998,11.373039940281515,3.391205889310689,0
1,1,3,1,79.01063278564514,79.20628296704892,14.099324615994323,81.14281321454884,33.247235366062775,1
4,2,5,3,55.37545646454088,58.0244469793794,54.81020971305565,27.772795860247758,28.920553388848013,1
5,2,6,7,36.30774026238063,9.785731065949898,61.33567324401298,7.911975748084499,5.862868780525421,0
8,2,2,2,74.42853399055423,81.75536657733518,61.53162559728103,1.3879437525318616,0.4038618687732032,1
3,1,6,0,56.270886209402185,91.67814871514388,22.28085391786916,42.122498191803125,86.21904562948706,1
1,0,1,5,9.626664537937547,50.069040400799416,21.434198852930606,79.09969154114673,44.57910302128734,1
2,3,3,7,95.45140295376578,18.34476246862442,30.996621120574375,25.626000913551607,49.25231591711593,0
6,4,0,6,50.19823329512014,48.179042286949084,24.86304321536601,3.509680728371134,52.22258159970412,0
5,2,4,4,67.00105083572811,37.61051224453259,25.54494553888165,25.724375968665814,50.161932160191945,1
7,0,7,7,59.565749824674526,28.62199678928886,81.61913775739914,5.265537743641713,80.62988466298287,0
1,2,6,2,13.68174776454989,72.9420816497446,13.395835180444793,35.536230999118324,60.6160877563194,1
3,2,6,4,65.46605215081613,67.55603622018808,19.542639098805893,26.476473672301648,53.62528225124837,1
9,2,2,2,31.30931453942455,9.38026176340696,36.98945668951761,66.46641206392664,1.0328639394506012,0
3,0,2,9,15.96414075770064,40.222766935673825,6.064843366483775,75.51745564226037,26.871971876587907,0
5,2,0,1,55.78732646408484,87.39238498619805,65.16152979696581,24.749243071338878,51.95414800659819,1
0,3,0,7,63.80547283412178,64.02563756917897,84.66387404444858,36.20070352194509,31.726554365284766,1
7,4,2,8,62.0490415376969,92.97735363051402,71.9337003698437,0.1870645120821801,33.08479598713,0
2,2,4,6,71.12034422968361,13.603476990920804,58.11749692818029,74.02474979918875,36.07465992075895,1
6,1,0,5,54.648980492474784,32.54043273828208,97.0772591303645,29.251497622521484,9.841569241550053,1
0,2,3,2,38.36771742341089,92.50234960151505,55.627455229955316,17.635469435993922,62.89764809281656,1
1,2,1,2,78.82638454475963,49.05681566552824,39.361343790224765,35.136721753969184,79.30110214392968,0
0,1,5,6,10.613526485066792,36.03117780867303,34.400650916948315,50.47011697561672,3.9414048529381462,1
4,0,3,4,18.660543161386776,70.72951168354366,70.74874780127493,12.710163014598008,9.533451743090327,0
6,2,4,4,23.337415825744078,55.69040501120377,26.828366561612928,78.37889710024149,96.01750139875155,1
5,2,4,9,71.67979192060247,9.491870092090505,25.13061235224604,90.28930811154196,29.317415181828654,1
6,2,4,7,27.35055493071743,91.7135500611862,97.12936795922606,76.43993122783829,38.91696695105029,1
4,3,5,4,98.53802586643596,3.897373247761704,19.95015249974472,61.099741949053076,87.82246255174867,1
9,1,3,6,78.06326104764348,45.854553083033444,45.880916990998024,76.14420961888,24.821016027397103,0
7,3,4,0,27.948808890032485,77.68979395635792,54.23091313295119,67.34436449294259,42.45938825091415,0
0,2,0,0,34.37466388976406,2.9255807833903025,43.893299932325704,31.93704970726995,97.43239119472419,0
4,3,3,8,81.65608161306123,50.32055958195012,35.16216445399822,66.60900545074072,16.113114165032737,0
2,4,5,7,32.80100522318229,81.25130741509201,29.024704033739557,13.001537098404924,20.517656248238637,0
8,3,5,1,26.18086584134922,62.98575978585155,7.846181800373142,55.48027682050538,89.50298338471207,1
9,2,7,9,55.38373090236626,27.72970859826137,37.01540999708877,7.632913970307231,83.09633080761351,0
8,1,4,0,57.22802409840428,8.364515787203308,36.69328636065021,93.90829443605918,96.13689723313175,1
2,2,4,0,32.62708420925164,57.04980573336962,11.269470497263057,84.56392168534114,54.31523094186442,0
8,1,6,2,57.23183377011042,85.60540678878084,16.48438670161463,81.06580575757566,81.89539463181579,1
8,2,3,0,37.25079318526433,22.288012145485492,16.673658778387058,83.0025296479828,30.250716266504963,0
4,2,6,4,18.394097575864855,20.45138178811432,17.884531959226713,5.6424848400373655,2.6646315719983327,0
8,3,0,3,80.44672864664453,47.03550152518668,7.444338251417837,8.185491030681158,99.45162847198151,1
0,3,3,8,38.84962780868958,86.49909643235745,72.02184490384914,51.45084020381135,49.374348200129404,0
4,0,4,0,26.683786728810333,82.81986351091565,33.59458814194789,71.23131296010747,75.1777962941757,0
7,0,6,1,67.44422219823095,3.454995000126182,17.475860824716072,21.254089272808564,61.30349487476335,0
9,0,6,6,58.92274548441559,55.16279511199023,56.89515331385376,67.8063440851003,60.694029370080095,0
5,0,2,5,23.181404639472003,96.17905037877506,40.1197854253181,27.09632630472377,34.59323441466642,1
9,0,5,2,20.86356753572105,30.760805869649733,56.07326511331252,66.43861049229656,26.12764693059989,1
6,3,6,9,32.326278847959514,69.84282250397492,58.317968187783066,14.657041242165214,47.64208619162549,1
4,0,3,7,34.49464212718755,30.884063437129562,50.52149513412587,72.99792566403994,12.738492505195786,1
6,3,6,0,73.2735187555122,25.576337660605873,29.040101028523345,32.259903379865996,48.76658157289163,0
3,3,6,1,48.97452445585378,65.74058292876937,83.11450470747779,96.0228319342218,42.301299792135914,0
0,0,5,3,35.26988769858942,40.28935713996368,30.401387410300785,48.2020144146947,75.74259246348475,0
6,3,2,8,74.56799361829158,75.65105766122187,27.42656010198903,38.969616493457885,53.361221534422334,0
3,1,5,8,63.06623822504564,84.10179543755915,40.177316043469105,32.643181017601776,38.518052155824066,0
1,4,2,6,47.09284174986584,44.839570609039825,95.5230970502088,92.6987685904191,32.76364784689563,1
4,2,2,9,50.87071769836694,89.42161336507841,41.23292537750976,70.80656966937899,20.534898103741018,1
1,0,2,3,24.750000304645692,8.565500562472117,11.429275978057518,29.167621154404955,96.72548613598359,1
5,3,4,0,64.80081633719354,57.77549012999887,90.94102376749662,50.829206110275926,5.157216872904313,0
1,3,1,8,92.5925172631862,59.57031449803418,5.298988530548887,67.19187583856258,63.164716515784626,0
8,1,3,0,45.312572068712306,99.75704408737516,71.73650780232083,45.42668510600835,5.889544397410596,1
9,2,6,8,23.791976705543505,43.061874058099114,62.11079354231087,10.147095759695745,28.3874790140596,0
3,1,0,4,76.608852389612,70.90902206312262,76.10479951514888,79.39655202985213,99.63191666063527,0
0,2,2,2,73.95153012280792,76.64002290964834,1.7678986994997037,30.55423164260619,48.04435084911367,0
1,1,0,9,92.22208330652892,6.61970641245313,21.296381558275044,2.691883360642744,8.898065578487302,1
4,4,6,9,47.193709687068754,86.42106136967585,7.319881472422674,5.462089081662258,96.01101447226549,0
8,3,0,2,95.1513667882089,39.62365663981417,20.93887213942005,40.89184746861697,79.61335485255464,1
5,3,2,5,85.12614419614299,61.64469567488589,92.83404430105874,4.357746493079406,80.22769782822853,0
4,1,3,9,15.546012452831059,59.42801507144186,66.42725565970534,81.51185715618595,55.73398308061391,0
3,1,7,5,80.25747389647906,95.07759653182588,14.61457522326045,24.97175635710992,30.671231936902366,0
5,4,1,1,94.03697479365354,14.851321894781455,71.37278664703179,53.16644601611633,21.160932980283633,1
0,2,1,4,36.07152676403116,0.1629687416238701,75.30116057754461,32.388341124511946,11.038459051172866,0
8,0,0,9,23.07306418905798,21.75308850872959,48.763282406579656,67.08890122190418,60.771222862639696,1
7,1,4,0,12.778458619047061,73.31783334236871,11.615502150452627,88.14660236390571,74.02635378379759,0
4,3,1,6,89.75421285347792,12.030207796606597,61.48487470419015,94.67163807524877,66.55291064822273,1
3,2,0,3,97.48672215506127,18.796914249008857,4.297585133126347,26.936570813296324,22.69517479685037,1
3,2,2,0,50.000772969203396,21.365378744130346,54.74930091143442,31.929473932454943,42.085256158943,1
6,1,4,7,64.52790329217345,87.97506071936432,12.280550880998343,80.71727730849233,91.03031481548439,0
1,3,0,6,23.86158411646032,13.334301302882,36.879467567951565,27.617750880652547,4.641827214293537,0
7,4,3,2,37.78227750377658,54.73618712620153,66.01378396154547,53.47886645439911,11.40515027728891,1
9,0,7,5,9.891419714040705,66.52852812573119,78.42856090467812,47.3210010662734,52.39926460254779,0
1,2,7,4,8.637527376936326,51.34618795357145,30.2268759613597,10.063997810060144,4.677323167850456,0
2,4,4,2,76.99644963304625,46.89602105147445,73.11368445845935,94.4434910880279,76.00269759650149,1
0,0,7,4,78.54253824326797,87.00983610719815,59.53886277822234,25.83005609759894,26.549247788160045,0
7,3,2,2,82.30700003202686,2.356843434277056,61.19073375698647,75.57256680887684,64.38810992352316,1
1,0,1,4,2.7498198107108296,39.0743824177473,81.04114634111153,41.61892983173136,95.17113411565057,1
5,4,0,0,43.444438632361646,27.128755106711687,23.816649873742435,77.12777493018741,55.521704732605706,1
2,1,4,0,72.45914097029362,53.90384479877006,13.385714804006188,85.17579369735203,86.04294624307454,0
2,1,0,7,84.43685659780371,22.507292076261155,76.68736992406905,74.42655761248751,85.18351162347157,1
1,3,0,5,18.844648670744434,26.548821711169712,93.59443645098654,54.033183883729784,10.159163620772127,0
3,3,4,4,75.76772633650408,40.80244622978469,10.49243498095046,20.3135114142307,84.31020136867001,0
4,0,4,5,52.94915099104579,32.26457283223804,60.25384016474447,21.02709887945895,25.867300468578314,1
3,1,6,2,99.18641240139219,80.30193410160426,57.08156374650595,10.34178617470144,14.277921403827708,0
8,0,0,7,37.48215610100939,45.58015389903558,1.326589391727262,9.668831431663838,84.031318899044,1
0,0,3,0,57.61706897283404,82.48611195959093,91.86810377254042,82.58687255690621,30.887925646355484,0
6,3,2,7,69.0489783489381,13.296356357727968,12.313299034572022,40.00770908245875,19.610424308120432,0
8,0,2,0,47.23427863069356,96.7645852079096,53.348710835430865,13.106704465210871,63.96981071189224,0
3,0,4,3,44.95496320246267,89.1622402025868,70.91830849199083,38.415369540072,66.56378525335616,0
9,1,7,1,31.73927994725848,53.710846007448865,78.28517700514801,41.675610323279464,3.4607224954836258,1
7,0,6,9,73.8400927704397,36.127565345889224,97.19443508789888,75.33927199902773,47.055160355624004,1
1,3,4,4,94.80035397574578,86.81843524617314,83.16219451817464,87.8570320177689,59.79897955788693,1
8,4,6,4,94.6852879675874,84.21504891126986,54.56245615706421,86.40131177948665,66.85598980457188,1
2,3,1,9,49.45310600959407,7.229158609541297,94.54401036276079,31.30184299850207,54.16465555598124,0
8,2,2,9,55.075730683306304,86.69957777528424,26.776781162585618,65.87476109178901,35.75863625147508,1
0,4,4,3,78.66142477226998,83.55330081173157,46.29754772578294,39.9005193257351,48.62499025652394,1
4,3,5,6,31.533388225130444,20.769934774515043,92.33023447663388,16.189498501379664,28.119601848321295,0
8,0,2,3,56.50198987209565,23.436640706630207,78.25547105697022,20.343011911859353,15.660004608502708,0
8,2,4,4,68.04387904181233,21.539446001710914,90.93933567876749,64.99096748895768,65.72140011863111,0
6,2,6,3,72.77366457769479,33.37251804943553,12.194185277422553,76.63623092812632,51.158779968478086,1
4,3,0,5,82.26515517828274,65.10733540777134,32.41903612651016,43.54012273949026,88.87723555570548,1
3,4,2,3,29.192251194563433,57.11864563193638,36.481412372240676,10.056406508062532,53.10874062652472,0
0,1,0,9,78.58821036370955,97.3949710853506,97.56516841555032,46.0994049354299,9.89863493273374,1
4,4,1,7,45.558131769160134,78.41420135319507,66.06793117532841,93.91112987049691,88.55146645017557,1
0,2,7,8,92.96558763703678,70.86687295052886,3.721574294341101,70.59445350438929,88.21849165809638,1
5,2,4,5,34.60211832679481,1.22472602525312,52.333346878328356,5.3008046112592355,98.33164115598466,1
2,4,6,8,24.069231018202352,58.58780422099602,68.4395918680851,32.239213160889065,96.17174339499658,1
2,1,1,4,38.035989049183506,89.47763300859518,43.193449660365665,61.3007637394289,25.490989262139095,1
6,0,1,7,83.06594822252448,0.2780566885201896,96.63673883478671,43.66198870420973,22.583812400407698,1
2,4,4,2,27.913764851224798,17.85595225871305,42.509152353055626,83.86711338342317,27.01952683735054,1
0,1,4,1,95.31253503539148,64.4071467498571,15.65556479727822,55.97646542872913,38.189472506170844,0
4,3,6,5,15.153071168042498,29.883326312405977,97.37991589183757,3.685668429367839,17.755415742578894,1
1,2,4,0,87.09430482745971,70.09514649845032,57.763230082165286,66.94639833416359,14.459646238439205,0
5,0,5,9,29.667698998693826,85.2417468914941,65.47078300711925,38.81542539322058,3.5300577318579274,0
5,0,0,8,57.61481879082072,24.44190715882084,35.102887701744876,59.63357101810984,79.59733329231429,0
6,2,7,0,69.07788423142782,76.01849882815124,35.828398810981376,41.56400295428788,92.38167055141894,1
5,2,7,8,22.18228818197422,80.72288494670306,37.38142121557,27.68496985766793,19.40411875312553,0
9,4,6,3,15.369379378625903,27.706420241195527,53.97179678389151,40.63982154618344,63.43706914553295,1
5,0,0,3,30.29386032714656,45.41954984307752,18.83557514245101,7.614778960825507,73.70319544509302,1
4,2,2,5,50.03595901558806,70.23372178246491,37.21981074663475,3.0051840505003757,40.21350633622571,1
9,1,1,2,6.0485407432204426,3.514674497796222,17.4952077552429,17.771457155011582,11.409441303931168,1
6,1,0,2,49.73677900385562,64.84262060416587,51.92321358374114,11.163588556462646,73.74336407646747,1
2,4,5,9,79.83698279904357,89.50588378626747,5.836291347562272,42.99036862861736,62.64878417547411,0
1,3,4,5,90.78564734377734,87.70255362163483,12.088243424522126,14.669634326002667,18.28474160871012,0
1,0,5,1,47.29254649242583,87.63362039362343,13.264736084102925,95.76775865054078,33.16567477683978,1
4,3,5,1,86.78106473807442,95.28900045811297,82.08095629693706,64.6381072157551,11.383168586115676,1
8,3,2,2,24.719042303709358,75.4666796288604,39.428772425252546,81.74100551509986,79.88794214034743,1
8,0,0,9,3.2792077996234514,59.16817889479542,88.92192250689061,32.85300980598029,88.75273312311349,1
7,4,2,0,2.750077702728526,40.515863362167515,66.49666971114208,48.09057048090708,45.963952900770344,0
5,0,3,9,95.07320658530416,35.45557566210971,84.48573998140454,71.51443603459732,89.90006124889037,1
8,2,0,2,89.40826228373287,82.11605356264701,54.659081480560666,21.854462458110866,45.8073578287277,1
7,3,6,0,96.23067665095598,55.13879442655901,4.8961562450089975,84.69179483056722,95.24451437359403,0
1,2,5,1,3.1397916163235173,31.20233259177051,33.51688941468511,13.51753943499433,55.2885864221504,0
9,3,1,9,22.046568593961936,80.66889583485016,48.4853319497463,49.251053986726845,1.8687237909774113,1
4,0,2,3,38.22127308213318,90.58909774930174,12.701748396394464,72.56077761518746,83.62816161065197,0
6,4,6,8,5.354081442889614,93.94245445603862,24.488525696939657,64.11310904544337,53.68567048386779,0
3,0,1,0,31.64959069384977,13.359352869295627,22.408788132772262,0.17756659169179123,88.94723347030637,0
6,0,4,3,64.14514898736157,31.34096277656848,0.6335486214668062,85.02611963578008,53.93089770987073,1
1,3,5,5,93.45229827828999,21.812129204279852,39.709072780485585,69.0832976509093,4.3375715003908795,1
6,1,7,6,14.406827723253535,93.17155654795032,98.16068023710001,98.33860975405877,32.95050340180866,0
8,1,0,3,85.09914899623878,12.457157866144474,85.64909779423112,88.81289746715058,55.61977677647253,1
0,1,1,0,95.72088270866091,7.278817156654737,40.23824212699603,67.65430670187028,57.16111369569528,1
6,0,0,7,34.59183314552373,68.98846216718101,97.29504117199671,53.321251351643916,7.86029999936707,0
1,3,5,4,67.56680837413771,24.11792628349262,76.77870459288674,1.0489658252410994,76.10869801307801,0
4,2,1,9,16.76199078858791,68.27095105418466,64.09674522051544,95.90898996726528,63.653953998380516,1
4,2,2,2,31.032173002761876,65.60016581965046,91.6759188081465,87.54152999303972,49.49298667004358,1
8,4,2,8,54.27210540867343,63.639205594068656,46.57617394796472,14.050227929470083,96.38769699141778,1
7,1,5,7,68.06701362093499,86.16080778298542,81.60895386967351,13.968223875735076,79.57880604688137,1
8,1,7,4,41.123338763664776,14.375947461203086,72.44225683431964,6.444131257429975,91.21492919159958,1
0,0,0,0,85.99869840385487,44.48860337978873,27.218403571990567,77.6212431215833,15.543659757690854,0
2,1,3,4,60.00890953198235,72.41588028332971,91.37979798337811,19.746430171079034,65.47666087533565,0
6,1,4,6,56.30464493548282,48.08478695936395,2.200768632533745,83.10597051812263,0.8923662164925794,0
0,2,2,6,74.67807277842951,71.20358400522494,51.63431739602194,11.646472571094158,31.51456264524034,0
3,0,0,7,6.387208213014439,97.2857872441583,78.57962892352867,41.52430547037418,38.318882789416186,0
8,3,3,7,34.93329972190963,4.6636164665799225,80.08962278386905,86.41465232861776,20.818729844358852,1
0,1,2,2,9.399663957399152,60.18260325154879,49.67241742221174,93.48984458049974,90.98097509004376,1
3,2,1,4,81.01832949121253,91.27789902938672,24.41106843346146,53.43226463676132,25.140043022723123,1
8,0,4,0,78.07762388772944,73.13533972933635,79.7614787172683,73.47342473077026,98.67106663975778,0
1,2,7,1,78.49363201106246,81.01206145105293,54.21794222444644,97.4584585811617,62.493225248770266,0
5,0,6,6,93.77139186870724,8.602520039955142,19.214879982436095,55.03391432651469,56.76951676125517,0
2,0,7,9,79.07621675253984,53.28413798706563,33.551450580812215,33.4525839211082,49.608313103927436,1
8,3,2,6,0.36038527864497016,37.7229472142235,61.14382811217899,36.340320622437574,67.00524646661327,1
3,0,3,2,64.19374315707374,67.82956567963583,30.82874019002555,50.957929405583904,21.071245160178652,0
3,4,2,6,97.42229688761932,4.304311236866731,56.1879861261095,80.49034802559049,48.676656887693404,0
5,4,3,8,88.81648016842132,12.78360786771331,53.69498190232312,51.009934456601016,10.001561852622675,0
2,0,4,3,35.05744013782871,19.123063535710116,37.72405872288523,10.616922300230092,53.08198087892636,1
6,2,4,9,9.937911094034202,66.23086904660481,57.28044421527343,0.6183611443650538,47.36942070922158,0
9,3,2,7,42.209313864443374,23.264052272257906,21.677700640396502,78.04166049321678,76.07129949107131,0
2,4,2,4,32.93874635405989,70.95489241851108,20.941073761500896,24.133762428790927,43.20970680866427,1
1,4,5,4,84.17129150710318,60.298938931986854,86.79490820863533,24.08774293866427,82.3515991736951,1
4,3,3,4,48.83442999589926,78.69568954250626,56.479132934999434,71.92829560119051,23.77789087141755,0
2,1,5,0,16.301479037626255,3.74871508361061,62.46609222999937,62.531338332902685,69.05391548079638,0
9,3,4,0,30.50894829053651,8.345051946985082,66.0774979926671,76.9249105678251,69.09634995100605,1
9,2,6,5,15.365226066416316,81.23284704989389,21.319690334172158,27.23924338747914,41.69571791013477,0
0,4,7,4,85.75041901615737,55.659595570333664,43.460660307739396,6.13527238580166,87.92736033403594,1
8,0,5,2,9.685158821301986,84.22520191213142,22.806022445455476,88.84126134149308,17.30111027020612,1
3,2,0,9,32.67555433290254,16.354310235944304,86.53617596104503,49.43997815415483,46.28920302677072,1
1,4,3,1,22.273547405715455,51.45177267647515,43.706674128193235,15.433079703119946,69.83312959695532,0
2,1,5,5,15.126892243289591,53.81203223333848,9.78545612050824,30.5303449588474,76.84626182676523,1
2,4,5,9,65.2236535615763,21.487624970738306,3.256666553303922,49.32186641615406,37.456754567302795,1
1,3,0,9,51.25511682007564,64.15728798501173,73.7381268793424,58.87522873289475,53.84439568549555,1
5,1,6,8,51.268317171941156,82.887881368786,56.93770298900841,0.9834270136053425,0.45110383688725664,1
8,4,7,0,79.12834854451216,61.799647114883214,51.497637593799325,78.90968650688586,49.6558761301648,0
3,0,3,0,78.92416614563554,56.43580083796713,32.498807860358724,85.18865336056261,75.34046176689637,0
4,0,5,8,53.66006893733554,7.874948031844853,22.760334113845403,73.1445554179341,66.07479695068324,1
3,2,7,0,23.808882072577465,70.21696422928417,88.87547594464515,11.989449202964275,65.42646252552197,0
4,3,4,4,91.75533043397527,79.33572061714854,1.9482871076465846,32.539962113526066,44.63001994677738,1
6,3,3,3,17.297499273100627,64.72268755981149,45.167342067109395,56.0315513309262,2.292733420575055,1
2,1,2,4,31.882328019826865,53.32856638549563,17.053203420654896,18.139640721566018,56.4472586607615,0
6,3,7,1,16.386731895793304,85.15935279764652,83.45186768176099,89.88552393905098,49.56187233314605,0
4,3,6,5,74.9134855903684,66.29536103029463,42.6420311920641,79.26699769612323,47.77316528070655,0
4,1,7,3,98.26651996286591,2.4885988369467427,74.08727987920619,79.00506301877991,14.438080141945564,0
1,4,0,8,40.85206529422879,28.394363102993893,73.24141238150165,26.394262407883183,27.376012129950222,0
7,3,7,8,5.528993592507014,75.91387907828624,33.705458065859816,6.768004313370013,66.18766167304416,1
1,3,2,1,3.654119174956194,1.907895731645548,16.821367857979507,35.88010154910452,29.68990975346273,1
0,2,0,0,77.4927106529805,3.0783344189512007,98.2858760870086,77.41217347010114,52.02942533576675,0
3,1,5,1,55.09781786946453,18.379929575777098,69.47455580979258,9.668794311703133,20.691918206750927,0
9,1,4,1,78.98327109664088,28.830313106299776,97.8078761253675,74.69952380198416,69.51361345068217,1
6,1,2,2,66.31103536342731,57.167519501623175,26.17309159919302,0.8423539643101274,37.83588130820369,0
0,2,3,2,68.7195072953583,39.770479647559064,42.62672726161413,24.845468697180806,33.73432974884968,1
9,1,3,4,42.667225982982046,98.06236314874597,82.89976626304771,52.17043955265386,60.85563360807009,0
6,3,7,8,59.488227392058924,39.62068636682421,2.0226774039815765,55.70443187483307,57.59103001974874,1
1,4,2,9,92.08359647018078,86.33071010139648,39.559792695788744,73.8387795738979,94.38424412257261,1
0,3,5,6,98.0732622927635,13.978040689556693,12.690744771313279,59.705283327577305,6.62032570833313,1
2,4,3,5,89.83401804352049,71.91315953974818,8.428622695393628,36.101814017527936,84.1768751826223,1
0,4,7,6,85.21907234446698,77.7123264831289,93.489087835076,37.873408060986144,83.82012766943782,1
1,2,0,3,88.41037239794677,41.721238404436164,55.13761658581563,44.17465814558368,59.14603270996982,0
8,2,1,3,11.346811701353465,77.17319087028154,26.932500838537422,36.21528890539542,5.541157265030449,1
4,2,4,6,71.76353617929188,29.073320689419223,2.567143021323104,3.0046060439254396,20.119498840077377,0
4,2,3,8,96.70930721109097,19.23230692926925,67.08131046343694,76.8443218635142,42.68775030271016,1
9,3,1,3,37.4003762242317,41.994572838467136,89.31243692593482,30.94050867457373,26.794044092942272,1
9,0,5,0,63.49554346959035,17.031483552829418,27.111822729155232,64.51884405172466,12.867285153518148,0
6,1,7,4,26.98399724298274,9.514997910884503,28.498822524997248,7.559886070557187,61.156237070786915,0
4,0,0,8,0.5947852934474085,25.236193179205646,41.67299196520919,85.93352844555348,91.11531685289808,1
1,3,2,0,63.41386097913395,59.93734788100866,37.50265457512818,3.3572949115415085,67.72065861360103,1
1,2,4,3,24.64241115627558,68.18703218268784,13.020821198714716,29.22893802242913,92.44416799600866,1
5,1,7,6,30.201842310840597,26.44695211492295,60.537927994762065,66.39479270314658,66.86097018154518,0
5,0,7,6,28.71652145891016,71.182719984016,15.260291462055264,88.65491388277955,72.6888723498694,1
1,2,5,5,88.7961196046579,3.861711921625899,16.571660172113788,13.711551241467612,25.764102615703287,1
6,1,7,6,63.78621241264467,77.00739253971979,50.089741663390605,17.874830413825272,76.96479502328282,1
6,1,3,5,12.944333282715304,83.6730226526714,19.52519807760824,59.289877040427164,36.5808515338608,1
4,3,7,6,70.81468210464335,80.20836262427153,98.9166472798504,49.99880195796198,73.29898903429546,1
7,0,7,4,90.24395191985576,43.61341889732431,37.449054315241085,44.062340011914046,77.34020303393397,0
7,4,3,9,87.19500051391137,97.9182114111104,35.11832315732818,1.2324104093214827,44.96024149881591,1
8,0,0,4,86.65233508052106,90.55477258418878,14.367422320205314,33.7709334887962,43.260268446686275,1
2,2,0,7,46.11620666060525,81.79860633113432,70.9363880081818,48.951228396529324,70.64489649222,1
5,3,7,8,47.57936743476128,70.03676204733478,80.7725622048845,84.48830446739764,49.52822064948569,0
5,1,7,7,65.8305264933185,16.81306947331137,83.46271521993796,30.727791566088968,49.543326204250405,0
3,3,4,5,82.58278157002522,27.347451787806378,94.06627701795931,89.71908591702581,70.70161733756285,1
9,4,3,7,71.89660309700567,41.8201171074045,87.52328562114926,88.46722207828242,95.13368554266304,0
8,0,3,3,46.029026188447986,89.60570962033985,50.72570551596816,30.165684731134135,0.2607230456098675,1
8,1,3,4,88.63316770460715,27.76672262501716,97.642089873468,67.05503312238285,48.11498851438565,0
0,0,0,4,43.021080551301516,40.44974972150538,82.54885295525997,56.063142749053284,4.409565021656892,1
2,3,3,2,57.63165169179724,45.68338933857292,47.83995507072137,19.06319514420849,76.84338023400854,0
7,1,5,5,80.60410739571692,55.13870450456163,63.89286817995756,21.567000752121235,49.977492507069165,1
7,2,2,7,71.71317969141113,32.337945855933405,57.161542665177656,46.40471464875663,33.20744221880426,0
6,2,1,2,97.275440994062,10.924397145610786,18.727442025021023,44.48337133425917,31.0167591946271,0
1,2,2,4,68.6881338446576,11.230886919991278,71.86096012956928,98.63683004295302,92.09003256285781,0
3,2,3,9,30.94791423448854,25.318423020642477,12.296038211315995,26.909267733766175,20.825080916712878,1
4,0,1,8,88.28802342453434,39.76708464772029,83.47632044261827,90.74514411674878,15.986286954363937,0
2,4,6,0,80.73865439125413,31.22126164954636,63.1318617783571,95.77743575184972,88.17675581384987,0
0,4,6,6,76.92483368171308,47.656655044074384,70.49847848139606,71.8858650307663,33.78386995638621,1
1,4,7,1,44.18105672273007,30.279286497247426,37.539748040465014,53.19462112510178,36.45872060152229,1
5,0,7,0,27.005324019797783,29.315575924333025,88.54723402152995,27.045534006378404,5.061549553477573,1
1,1,1,1,7.474881822349744,71.83383038587847,27.906168512817043,40.263260047477466,84.4189221099773,1
1,3,4,9,56.43531998115192,8.439733294591733,42.722353734909944,93.76233459700217,58.48668950129024,0
3,4,6,6,64.10679778604172,28.93530840929315,48.88510058723473,73.88267002251867,78.59233160149319,0
8,0,1,3,73.0641431237188,3.0989194528848296,15.533224093464714,9.864976945698034,95.13238707531102,0
1,1,4,9,81.61261462085238,12.28224724405319,70.78374839019588,86.30864990930588,47.413830102426026,0
6,3,2,2,31.960364499332016,99.18625775844346,88.66277534164857,19.565127874122943,74.48393286882406,1
4,2,5,9,96.22094344789811,88.4948289865002,63.28577332589836,28.407392382111276,7.107744990074439,1
0,3,3,9,47.680164982127714,43.379995689933594,94.36255748298359,8.74380120418885,15.562172013738163,1
4,1,6,8,12.46563113724286,55.41221410846312,92.93628698008165,51.1206657055272,25.43778061100651,1
6,4,7,4,54.102783811219545,94.90656103363743,46.578606722647656,39.34780710066402,63.52630240743808,0
9,1,3,0,21.534647576819566,92.18817931984086,26.029779891101867,86.82267969604081,87.81444071684835,0
2,1,7,5,95.17089187395277,81.48290192747952,39.87111366452755,30.434527396341128,76.93038540105587,1
9,3,1,5,5.839170905626101,20.193044238478908,79.17124271252007,97.17860474661089,91.72333619799012,0
1,4,3,1,55.455653946905514,60.82457826317529,10.526686764942482,80.8796364602769,69.53337023016923,0
